"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"1500 calorie diet plan","1900","$2.70","Low","4","$32.1","46","en","us"
"1967 camaro for sale","2900","$0.39","High","4","$7.1","38","en","us"
"2010 nissan altima 2.5 s","2400","$1.24","Low","5","$18.6","46","en","us"
"2012 subaru outback","6600","$1.73","Low","3","$71.3","44","en","us"
"600 calorie diet","1300","$0.90","Low","3","$7.3","38","en","us"
"90s attire","6600","$0.29","High","2","$12.0","36","en","us"
"aap stock","6600","$0.85","Low","2","$35.1","54","en","us"
"abb stock","6600","$4.39","Low","2","$123.7","53","en","us"
"affiliate links","2400","$2.64","Low","2","$39.6","40","en","us"
"affordable all inclusive resorts","1900","$1.80","Medium","4","$21.4","36","en","us"
"african dresses design","1600","$0.47","High","3","$4.7","30","en","us"
"allheart coupon code","1300","$1.23","High","3","$10.0","36","en","us"
"asos clothing","9900","$0.33","High","2","$20.4","49","en","us"
"atlas finance","2400","$2.62","Low","2","$39.3","26","en","us"
"audi rs7 for sale","4400","$0.98","Low","4","$26.9","35","en","us"
"audi s5 price","1900","$4.48","Low","3","$35.6","52","en","us"
"axp stock","9900","-","Low","2","-","56","en","us"
"banana nutritional value","6600","$0.41","Low","3","$16.9","52","en","us"
"barbour quilted jacket","6600","$1.36","High","3","$56.1","40","en","us"
"best desk chair","5400","$2.64","High","3","$89.1","42","en","us"
"best keto recipes 2018","1300","$0.90","High","4","$7.3","35","en","us"
"best last minute flight deals","1300","$1.34","High","5","$10.9","46","en","us"
"black & decker leaf blower","1300","$0.51","High","4","$4.1","48","en","us"
"black north face jacket","8100","$1.18","High","4","$59.7","49","en","us"
"bmo harris auto loan","3600","$11.56","Low","4","$67.5","39","en","us"
"boost nutrition","1900","$0.53","High","2","$6.3","39","en","us"
"boxed promo code","4400","$1.66","Medium","3","$45.6","33","en","us"
"brick edging","3600","$0.37","High","2","$8.3","47","en","us"
"bridesmaid gown","1900","$1.61","High","2","$19.1","49","en","us"
"burberry pants","3600","$1.86","High","2","$41.8","44","en","us"
"cadillac mirage","1600","$1.25","Low","2","$12.5","37","en","us"
"calvin klein plus size dresses","2400","$1.20","High","5","$18.0","39","en","us"
"carhartt leggings","6600","$0.60","High","2","$24.7","39","en","us"
"carolina auto sales","1900","$1.11","Low","3","$13.2","18","en","us"
"casual beach wedding dresses","3600","$0.83","High","4","$18.7","29","en","us"
"cauliflower keto","1900","$0.18","Low","2","$2.1","37","en","us"
"cauliflower pizza crust recipe keto","1900","$1.33","Low","5","$15.8","29","en","us"
"cb2 promo code","8100","$2.26","Medium","3","$114.4","36","en","us"
"cheap homeowners insurance","6600","$54.12","High","3","$123.7","49","en","us"
"cheap maxi dresses","6600","$0.90","High","3","$37.1","37","en","us"
"cheap medical insurance","3600","$20.36","High","3","$67.5","49","en","us"
"cheap party dresses","4400","$1.17","High","3","$32.2","36","en","us"
"cheap tropical vacations","5400","$1.43","Low","3","$48.3","40","en","us"
"chic style","2900","$0.61","High","2","$11.1","40","en","us"
"clickfunnels affiliate","2400","$2.45","Low","2","$36.7","30","en","us"
"clothes shops near me","6600","$1.96","High","4","$80.8","45","en","us"
"colourpop promo code","5400","$1.38","High","3","$46.6","38","en","us"
"commercial construction","3600","$6.49","Low","2","$67.5","26","en","us"
"dance outfits","8100","$0.88","High","2","$44.5","40","en","us"
"danielle bernstein","6600","$6.18","Low","2","$123.7","51","en","us"
"darden stock","4400","$1.40","Low","2","$38.5","51","en","us"
"dashiki shirt","6600","$0.37","High","2","$15.3","40","en","us"
"dcth stock","2900","$1.71","Low","2","$31.1","39","en","us"
"desks for small spaces","9900","$1.65","High","4","$102.1","46","en","us"
"diane von furstenberg wrap dress","3600","$4.48","High","5","$67.5","48","en","us"
"diet programs","2900","$7.96","High","2","$54.4","53","en","us"
"discovery insure","5400","$7.87","Low","2","$101.2","40","en","us"
"disney resort packages","2400","$0.78","Medium","3","$11.7","47","en","us"
"dominos free delivery code","1300","$1.54","Low","4","$12.5","38","en","us"
"earned media","4400","$7.39","Low","2","$82.5","43","en","us"
"enlightened ice cream keto","2400","$0.35","High","4","$5.3","34","en","us"
"extra long tunic tops for leggings","4400","$1.07","High","6","$29.4","37","en","us"
"fiat for sale","1900","$1.27","High","3","$15.1","40","en","us"
"financial planner near me","6600","$30.31","Medium","4","$123.7","31","en","us"
