"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"1500 calorie meal plan","5400","$1.89","Low","4","$63.8","43","en","us"
"1600 calorie meal plan","2400","$1.36","Low","4","$20.4","36","en","us"
"2003 mercedes","2900","$0.81","Low","2","$14.7","41","en","us"
"2004 pontiac vibe","2400","$0.39","Low","3","$5.9","42","en","us"
"2012 jeep liberty","9900","$1.05","Low","3","$65.0","43","en","us"
"2013 cadillac ats","8100","$1.26","Medium","3","$63.8","44","en","us"
"2013 honda civic lx","3600","$2.28","Low","4","$51.3","45","en","us"
"2015 buick lacrosse","4400","$1.16","Low","3","$31.9","46","en","us"
"2016 volvo xc90","5400","$2.24","Low","3","$75.6","43","en","us"
"21 day fix eating plan","1600","$0.73","High","5","$7.3","35","en","us"
"2500 calorie diet","1300","$0.89","Low","3","$7.2","42","en","us"
"300 calorie meals","3600","$0.38","Low","3","$8.6","37","en","us"
"acb stock price today","6600","$1.21","Low","4","$49.8","54","en","us"
"ace hardware wheelbarrow","1900","$0.26","High","3","$3.1","41","en","us"
"acura mdx for sale","9900","$7.57","High","4","$185.6","44","en","us"
"alibaba stock price today","2400","$3.18","Low","4","$45.0","58","en","us"
"almond milk keto","2900","$0.23","High","3","$4.2","30","en","us"
"alo leggings","9900","$1.69","High","2","$104.5","38","en","us"
"american express stock","8100","$2.52","Low","3","$127.5","57","en","us"
"armada car","2400","$5.84","Medium","2","$45.0","50","en","us"
"at home store coupons","5400","$0.53","Low","4","$17.9","42","en","us"
"audi tt convertible","2400","$2.37","High","3","$35.5","43","en","us"
"auto lawyers","1600","$81.72","Medium","2","$30.0","37","en","us"
"auto loan pre approval","5400","$16.19","High","4","$101.2","44","en","us"
"avenger car","2900","$0.55","Medium","2","$10.0","46","en","us"
"avenue plus size clothing","1600","$1.40","High","4","$14.0","54","en","us"
"balmain designer","1300","$1.86","High","2","$15.1","52","en","us"
"bathroom renovations near me","1300","$13.90","High","4","$24.4","34","en","us"
"best diet plan","8100","$4.10","High","3","$151.8","60","en","us"
"best solar companies","2400","$14.56","High","3","$45.0","35","en","us"
"black and gold plus size dress","2400","$0.65","High","6","$9.8","41","en","us"
"bloomberg finance","1900","$10.34","Low","2","$35.6","63","en","us"
"boat neck dress","3600","$1.54","High","3","$34.6","43","en","us"
"bonobos promo code","6600","$1.12","High","3","$46.2","44","en","us"
"boucle jacket","2900","$1.60","High","2","$29.0","36","en","us"
"boys dress","1600","$0.94","High","2","$9.4","38","en","us"
"buy dresses online","1600","$1.76","High","3","$17.6","44","en","us"
"cadillac for sale","8100","$2.30","High","3","$116.4","45","en","us"
"callable bond","3600","$11.54","Low","2","$67.5","52","en","us"
"cantaloupe nutrition","9900","$0.16","Low","2","$9.9","47","en","us"
"carbs for weight loss","1600","$1.39","Low","4","$13.9","50","en","us"
"cash loans bad credit","3600","$8.08","Low","4","$67.5","36","en","us"
"cheap bankruptcy lawyers","1600","$20.12","High","3","$30.0","28","en","us"
"cheap divorce lawyers","3600","$12.56","High","3","$67.5","31","en","us"
"cheap mother of the bride dresses","8100","$0.80","High","6","$40.5","27","en","us"
"cheap travel deals","3600","$2.00","High","3","$45.0","47","en","us"
"cheese nutrition facts","2900","$1.97","Low","3","$35.7","47","en","us"
"chevy luv for sale","2400","$0.75","High","4","$11.3","33","en","us"
"chewy promo code 2019","8100","$1.34","High","4","$67.6","38","en","us"
"commercial general contractors","1600","$7.37","Medium","3","$30.0","26","en","us"
"commercial vehicle insurance","2400","$53.01","High","3","$45.0","46","en","us"
"conventional loan rates","2900","$5.41","Medium","3","$54.4","56","en","us"
"costco dental insurance","4400","$5.98","Low","3","$82.5","36","en","us"
"cranberry nutrition","2400","$1.17","Low","2","$17.5","49","en","us"
"ddd stock price","3600","-","Low","3","-","52","en","us"
"debs dresses","4400","$0.80","High","2","$22.0","32","en","us"
"denbury stock","2900","$2.05","Low","2","$37.2","39","en","us"
"denim pants","4400","$1.62","High","2","$44.5","43","en","us"
"department of taxation and finance","4400","$3.13","Low","5","$82.5","59","en","us"
"designer mother of the bride dresses","4400","$1.19","High","6","$32.7","41","en","us"
"dhoti","5400","$0.24","High","1","$8.1","42","en","us"
"digital marketing services","2900","$16.65","Low","3","$54.4","46","en","us"
"discount office furniture","2900","$5.75","High","3","$54.4","26","en","us"
"dodge station wagon","2400","$1.37","Low","3","$20.5","40","en","us"
"dogwood trees for sale","1900","$0.82","High","4","$9.7","34","en","us"
"dominion stock","6600","$2.12","Low","2","$87.6","54","en","us"
"dresses to wear to a summer wedding","5400","$1.23","High","7","$41.5","47","en","us"
"easy keto breakfast","4400","$0.70","Medium","3","$19.2","35","en","us"
"ebay discount","2900","$0.32","Medium","2","$5.8","53","en","us"
"ellie wilde","5400","$0.43","High","2","$14.4","29","en","us"
"emma chamberlain clothing line","1900","$0.77","High","4","$9.1","34","en","us"
"employment lawyers near me","6600","$11.78","Medium","4","$123.7","32","en","us"
"eqt stock","8100","$22.59","Low","2","$151.8","54","en","us"
"etr stock","2900","-","Low","2","-","49","en","us"
"fansedge coupon code","1900","$0.23","Low","3","$2.7","40","en","us"
