"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"natural gas investing","1600","$6.63","Low","3","$30.0","40","en","us"
"nike share price","1300","$8.48","Low","3","$24.4","53","en","us"
"nissan 350z price","5400","$1.36","High","3","$45.9","44","en","us"
"noodles and company coupons","8100","$2.85","Low","4","$144.2","32","en","us"
"nookie dress","2900","$2.09","High","2","$37.9","25","en","us"
"nordstrom rack cocktail dresses","1600","$0.58","High","4","$5.8","37","en","us"
"nothing bundt cakes wedding","1600","$0.49","Low","4","$4.9","41","en","us"
"oatmeal nutrition facts","6600","$2.58","Low","3","$106.4","49","en","us"
"office credenza","4400","$2.85","High","2","$78.4","36","en","us"
"office depot printing coupon","8100","$1.55","Medium","4","$78.4","45","en","us"
"office desk chair","5400","$3.37","High","3","$101.2","45","en","us"
"ourisman","6600","$4.97","Low","1","$123.7","27","en","us"
"pagerduty stock","12100","$2.48","Low","2","$187.5","49","en","us"
"peasant dress","8100","$0.98","High","2","$49.6","40","en","us"
"pier 1 promo code","4400","$0.37","High","4","$10.2","42","en","us"
"plus size birthday dresses","2400","$0.76","High","4","$11.4","34","en","us"
"plus size birthday outfits","2900","$0.59","High","4","$10.7","36","en","us"
"plus size formal dresses near me","1300","$0.88","High","6","$7.2","40","en","us"
"plus size hawaiian dress","3600","$1.13","High","4","$25.4","35","en","us"
"plus size white formal dress","3600","$0.79","High","5","$17.8","39","en","us"
"plymouth superbird for sale","1600","$0.22","High","4","$2.2","37","en","us"
"pnina tornai wedding dresses","4400","$0.31","High","4","$8.5","37","en","us"
"porsche near me","4400","$5.17","Low","3","$82.5","33","en","us"
"priceline packages","1600","$0.21","Low","2","$2.1","48","en","us"
"red shorts","6600","$1.25","High","2","$51.6","41","en","us"
"reliable auto sales","4400","$3.14","Low","3","$82.5","33","en","us"
"represent clothing","2900","$0.22","High","2","$4.0","33","en","us"
"retro dress","8100","$0.79","High","2","$40.0","39","en","us"
"roof solar panels","6600","$4.60","High","3","$123.7","43","en","us"
"roots sweatpants","3600","$1.25","High","2","$28.1","37","en","us"
"rrd stock","8100","$4.63","Low","2","$151.8","46","en","us"
"rs3 for sale","1900","$0.86","Low","3","$10.2","36","en","us"
"running clothes","3600","$2.46","High","2","$55.3","50","en","us"
"scion tc for sale","4400","$1.10","Medium","4","$30.2","39","en","us"
"scotts miracle gro stock","5400","$8.30","Low","4","$101.2","55","en","us"
"seagarden beach resort","2400","$1.33","Medium","3","$19.9","46","en","us"
"second hand wedding dresses","4400","$0.68","High","4","$18.7","40","en","us"
"select motors","4400","$0.95","Low","2","$26.1","35","en","us"
"small cars for sale","3600","$3.46","High","4","$67.5","42","en","us"
"solar installation","5400","$16.33","Medium","2","$101.2","39","en","us"
"solarcity stock","2900","$7.55","Low","2","$54.4","43","en","us"
"southwest stock","9900","$8.89","Low","2","$185.6","51","en","us"
"soy milk nutrition facts","1300","$1.95","Low","4","$15.8","41","en","us"
"soybean nutrition","1600","$1.51","Low","2","$15.1","49","en","us"
"ssw stock","3600","$3.14","Low","2","$67.5","49","en","us"
"steelcase office chairs","1900","$3.85","High","3","$35.6","43","en","us"
"street style","6600","$0.74","Medium","2","$30.5","53","en","us"
"structured products","1900","$4.30","Low","2","$35.6","42","en","us"
"student discount flights","5400","$2.14","Medium","3","$72.2","47","en","us"
"subaru impreza wrx sti for sale","1300","$3.25","Medium","6","$24.4","38","en","us"
"target coupons mobile","6600","$0.55","Medium","3","$22.7","41","en","us"
"total wine promo code","5400","$3.34","Low","4","$101.2","39","en","us"
"tremont lending","2900","$2.14","Low","2","$38.8","29","en","us"
"true religion promo code","3600","$1.88","High","4","$42.3","38","en","us"
"twitch stocks","9900","$1.90","Low","2","$117.5","39","en","us"
"ulta 20 off","4400","$0.43","Medium","3","$11.8","36","en","us"
"united airlines promo code","2900","$0.92","Low","4","$16.7","35","en","us"
"used nissan leaf","8100","$3.09","Medium","3","$151.8","41","en","us"
"used office furniture store near me","2400","$5.17","High","6","$45.0","19","en","us"
"vegetarian diet plan","3600","$1.62","Low","3","$36.4","46","en","us"
"velvet tracksuit","3600","$0.80","High","2","$18.0","36","en","us"
"vietnamese wedding dress","1600","$0.31","High","3","$3.1","30","en","us"
"vitacost coupon code","2900","$1.25","Medium","3","$22.7","42","en","us"
"vw for sale","1900","$3.63","High","3","$35.6","44","en","us"
"vw vans for sale","1300","$1.16","High","4","$9.4","35","en","us"
"wall construction","1600","$2.50","Low","2","$25.0","51","en","us"
"wedding party dresses","9900","$1.24","High","3","$76.7","38","en","us"
"white bridesmaid dresses","9900","$1.21","High","3","$74.8","35","en","us"
"white l shaped desk","8100","$1.42","High","4","$71.9","42","en","us"
"wilderly bride","1300","$0.17","High","2","$1.4","36","en","us"
"winter wedding guest dresses","9900","$1.80","High","4","$111.3","48","en","us"
"wmt stock price today","9900","-","Low","4","-","60","en","us"
"womens fashion sneakers","9900","$1.74","High","3","$107.6","43","en","us"
"zg stock","8100","$4.37","Low","2","$151.8","54","en","us"
