"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"15 year fixed mortgage rates","14800","$6.49","High","5","$277.4","57","en","us"
"1980s fashion","33100","$0.57","High","2","$117.9","39","en","us"
"2007 bmw 328i","14800","$0.63","Low","3","$58.3","41","en","us"
"2016 chrysler 200","12100","$2.35","Low","3","$177.7","46","en","us"
"2019 met gala","18100","$0.14","Low","3","$15.9","55","en","us"
"70s style","12100","$0.45","High","2","$34.0","40","en","us"
"80s fashion women","27100","$0.27","High","3","$45.7","37","en","us"
"90s outfits","90500","$0.43","High","2","$243.1","39","en","us"
"abbv stock","33100","$0.75","Low","2","$155.1","54","en","us"
"ace hardware coupon","22200","$0.27","Low","3","$37.5","41","en","us"
"acn stock","27100","$2.82","Low","2","$477.5","50","en","us"
"adidas outfit","18100","$1.23","High","2","$139.1","45","en","us"
"adidas sweatpants","49500","$1.26","High","2","$389.7","41","en","us"
"aetna medicare","27100","$13.59","High","2","$508.0","46","en","us"
"affiliate marketing","40500","$7.17","Medium","2","$759.1","56","en","us"
"aflac stock","12100","$9.38","Low","2","$226.8","54","en","us"
"american fighter shirts","14800","$1.45","High","3","$134.1","32","en","us"
"anthem stock","22200","$3.75","Low","2","$416.1","59","en","us"
"apple stock price","368000","$5.23","Low","3","$6,897.8","60","en","us"
"attorneys near me","33100","$9.35","Medium","3","$620.4","37","en","us"
"autotrader usa","14800","$0.38","Low","2","$35.1","62","en","us"
"average student loan debt","12100","$5.65","Low","4","$226.8","49","en","us"
"bad credit car loans","49500","$20.38","High","4","$927.8","45","en","us"
"bankrate mortgage rates","14800","$1.34","Medium","3","$123.9","70","en","us"
"bcbg dresses","40500","$1.32","High","2","$334.0","49","en","us"
"bike shorts women","12100","$1.84","High","3","$139.1","39","en","us"
"black denim jacket","33100","$0.97","High","3","$200.6","43","en","us"
"black formal dresses","27100","$1.16","High","3","$196.4","42","en","us"
"black gown","9900","$1.13","High","2","$69.9","40","en","us"
"black leather jacket","27100","$0.95","High","3","$160.9","37","en","us"
"bloom energy stock","12100","$2.54","Low","3","$192.0","50","en","us"
"bmw 528i","12100","$2.51","Low","2","$189.8","","en","us"
"boat insurance","14800","$44.34","Medium","2","$277.4","57","en","us"
"bob evans coupons","74000","$0.59","Low","3","$272.8","","en","us"
"bohemian dress","27100","$0.94","High","2","$159.2","47","en","us"
"boys winter coats","18100","$1.78","High","3","$201.3","","en","us"
"bridal shower dresses","33100","$1.61","High","3","$333.0","39","en","us"
"brown rice nutrition","18100","$1.44","Low","3","$162.9","47","en","us"
"bti stock","22200","$0.97","Low","2","$134.5","51","en","us"
"buy domain","27100","$18.54","High","2","$508.0","64","en","us"
"buy here pay here","165000","$4.90","Medium","4","$3,092.8","35","en","us"
"cabi clothing","18100","$0.25","High","2","$28.3","39","en","us"
"cadillac srx","33100","$1.97","Low","2","$407.4","49","en","us"
"capri pants","22200","$1.37","High","2","$190.0","46","en","us"
"car gurus dealer","12100","$1.30","Medium","3","$98.3","47","en","us"
"carbs in sweet potato","33100","$1.10","Low","4","$227.5","44","en","us"
"carrots nutrition","33100","$2.74","Low","2","$566.7","51","en","us"
"chevrolet dealer near me","90500","$7.87","Medium","4","$1,696.3","30","en","us"
"chicos clothing","40500","$0.45","High","2","$113.9","41","en","us"
"citizens one home loans","14800","$19.76","Low","4","$277.4","41","en","us"
"clothes sale","18100","$1.60","High","2","$180.9","51","en","us"
"cocktail & party dresses","14800","$1.15","High","4","$106.3","44","en","us"
"commercial insurance","22200","$40.19","Medium","2","$416.1","49","en","us"
"cree stock","18100","$7.40","Low","2","$339.3","53","en","us"
"custom suits","12100","$11.45","High","2","$226.8","30","en","us"
"cute outfits","90500","$0.55","High","2","$311.0","40","en","us"
"cute summer outfits","27100","$0.92","High","3","$155.8","37","en","us"
"cvsi stock","27100","$0.90","Low","2","$152.4","51","en","us"
"dental plans","14800","$9.04","High","2","$277.4","49","en","us"
"dis stock price","27100","-","Low","3","-","53","en","us"
"disney stock price","74000","$5.81","Low","3","$1,387.1","55","en","us"
"dodge avenger","49500","$1.35","Low","2","$417.5","44","en","us"
"doordash coupon code","12100","$3.72","Low","3","$226.8","","en","us"
"doordash promo","110000","$4.14","Low","2","$2,061.8","39","en","us"
"dpz stock","12100","$0.29","Low","2","$21.9","55","en","us"
"dresses with sleeves","12100","$1.28","High","3","$96.8","40","en","us"
"dropbox stock","18100","$5.01","Low","2","$339.3","49","en","us"
"duk stock","14800","$8.96","Low","2","$277.4","56","en","us"
"ea stock","110000","$8.48","Low","2","$2,061.8","51","en","us"
"emerald green dress","33100","$0.99","High","3","$204.7","","en","us"
"emergency loans","12100","$5.51","High","2","$226.8","37","en","us"
"fall dresses","33100","$1.15","High","2","$237.8","44","en","us"
"fanatics coupon code","14800","$0.70","Medium","3","$64.7","40","en","us"
"fb stock price","74000","$15.30","Low","3","$1,387.1","59","en","us"
"fedex stock","60500","$3.86","Low","2","$1,134.0","55","en","us"
"feye stock","14800","$2.83","Low","2","$261.7","51","en","us"
"figs discount code","12100","$2.38","High","3","$179.9","39","en","us"
"finish line promo code","12100","$0.45","High","4","$34.0","42","en","us"
"fluffy jacket","12100","$1.07","High","2","$80.9","","en","us"
"ford bronco for sale","27100","$0.93","High","4","$157.5","39","en","us"
"ford mustang for sale","22200","$2.62","High","4","$363.4","44","en","us"
