"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"best low carb protein powder","1300","$0.82","High","5","$6.7","37","en","us"
"black distressed jeans","9900","$1.20","High","3","$74.2","39","en","us"
"blue sweater","5400","$1.10","High","2","$37.1","42","en","us"
"bmw 228i","4400","$2.37","Low","2","$65.2","43","en","us"
"bonobos pants","8100","$0.68","High","2","$34.4","41","en","us"
"burgundy cocktail dress","3600","$1.21","High","3","$27.2","33","en","us"
"carbs in whole milk","2900","$2.94","Low","4","$53.3","40","en","us"
"champion apparel","5400","$0.73","High","2","$24.6","39","en","us"
"champion pants","8100","$1.04","High","2","$52.6","40","en","us"
"cheap filing cabinets","3600","$1.08","High","3","$24.3","48","en","us"
"chevy kodiak for sale","1900","$0.76","High","4","$9.0","29","en","us"
"cl stock","9900","-","Low","2","-","56","en","us"
"cold stone creamery coupons","3600","$0.81","Low","4","$18.2","39","en","us"
"commercial office furniture","2900","$7.89","High","3","$54.4","","en","us"
"comprehensive car insurance","4400","$45.59","Medium","3","$82.5","47","en","us"
"construction services","1900","$5.34","Low","2","$35.6","27","en","us"
"copier printer","1600","$3.52","High","2","$30.0","50","en","us"
"coral plus size dress","1900","$0.88","High","4","$10.5","43","en","us"
"country landscape","1300","$0.88","Low","2","$7.2","36","en","us"
"cppib","3600","-","Low","1","-","45","en","us"
"craigslist cars and trucks by owner","6600","$1.74","Low","6","$71.8","49","en","us"
"cvsi stock price","5400","$0.37","Low","3","$12.5","49","en","us"
"cycling shorts","8100","$1.63","High","2","$82.5","41","en","us"
"datsun for sale","2400","$0.28","High","3","$4.2","38","en","us"
"designer mother of the bride dresses","4400","$1.19","High","6","$32.7","41","en","us"
"disability attorney near me","4400","$13.19","High","4","$82.5","27","en","us"
"disney agents","1600","$3.02","Low","2","$30.0","33","en","us"
"disney world packages 2019","1600","$0.95","Medium","4","$9.5","50","en","us"
"dodge ramcharger for sale","2400","$0.93","High","4","$14.0","37","en","us"
"dui lawyer near me","4400","$59.95","High","4","$82.5","39","en","us"
"ebay motors classified","3600","$0.62","Low","3","$14.0","67","en","us"
"elder lawyer near me","1300","$10.18","Medium","4","$24.4","34","en","us"
"electric wood chipper","2400","$0.46","High","3","$6.9","43","en","us"
"endomorph diet plan","6600","$1.12","Medium","3","$46.2","38","en","us"
"envoy car","2900","$1.67","Low","2","$30.3","44","en","us"
"epli","2900","$4.08","Low","1","$54.4","45","en","us"
"esis insurance","2400","$5.09","Low","2","$45.0","38","en","us"
"ethical clothing brands","3600","$2.21","High","3","$49.7","34","en","us"
"evening gowns for wedding","1300","$1.23","High","4","$10.0","43","en","us"
"fannie mae loans","3600","$3.94","Medium","3","$67.5","57","en","us"
"fashion nova free shipping code","2400","$0.79","High","5","$11.9","33","en","us"
"felco pruners","3600","$0.97","High","2","$21.8","33","en","us"
"fha interest rates","4400","$3.75","Medium","3","$82.5","50","en","us"
"fiat chrysler stock","3600","$5.17","Low","3","$67.5","57","en","us"
"financial markets today","5400","$1.52","Low","3","$51.3","79","en","us"
"ford rs200 for sale","1900","$3.97","Low","4","$35.6","33","en","us"
"free insurance quotes","4400","$57.93","High","3","$82.5","57","en","us"
"ftd flowers coupon","2400","$4.44","High","3","$45.0","44","en","us"
"galeana jeep","2900","$1.48","Low","2","$26.8","22","en","us"
"garden tools list","2400","$0.95","High","3","$14.3","32","en","us"
"ge shares","2400","$2.46","Low","2","$36.9","60","en","us"
"geico motorcycle","5400","$2.60","Low","2","$87.7","56","en","us"
"get a quote","2400","$33.27","High","3","$45.0","59","en","us"
"gk leotards","8100","$0.48","High","2","$24.3","40","en","us"
"good health insurance","1300","$15.01","High","3","$24.4","50","en","us"
"gsky stock","2900","-","Low","2","-","47","en","us"
"gucci shorts","8100","$1.29","High","2","$65.3","37","en","us"
"h and m discount code","9900","$1.35","High","5","$83.5","43","en","us"
"hand pruners","1300","$0.85","High","2","$6.9","39","en","us"
"hcp stock","5400","-","Low","2","-","52","en","us"
"honda showroom near me","4400","$6.68","Low","4","$82.5","23","en","us"
"hooker furniture desk","1300","$3.05","High","3","$24.4","38","en","us"
"how to lose stubborn belly fat","1900","$2.57","Low","6","$30.5","41","en","us"
"how to lose weight naturally","3600","$2.39","High","5","$53.8","46","en","us"
"hummer h2 price","1900","$0.49","High","3","$5.8","43","en","us"
"hype clothing","1900","$1.01","High","2","$12.0","32","en","us"
"ice cream nutrition facts","2400","$3.70","Low","4","$45.0","38","en","us"
"infiniti m35","6600","$1.20","Low","2","$49.5","42","en","us"
"infiniti qx80 for sale","3600","$2.03","Medium","4","$45.7","39","en","us"
"installment loans near me","6600","$5.53","Low","4","$123.7","35","en","us"
"instant loan approval","1900","$8.02","High","3","$35.6","30","en","us"
"insurance coverage","1900","$26.55","Medium","2","$35.6","58","en","us"
"istock promo code","1600","$2.96","Low","3","$29.6","38","en","us"
"jeep srt for sale","8100","$1.67","Medium","4","$84.5","42","en","us"
"jet promo code","8100","$2.73","Low","3","$138.2","44","en","us"
"jets coupon code","9900","$1.95","Low","3","$120.6","34","en","us"
"john crestani","2900","$2.04","Medium","2","$37.0","31","en","us"
"jovani gowns","5400","$1.27","High","2","$42.9","39","en","us"
"keto chocolate bar","1600","$1.29","High","3","$12.9","24","en","us"
"keto coffee at starbucks","1900","$3.19","Low","4","$35.6","32","en","us"
"keto custom plan","1600","$1.09","High","3","$10.9","26","en","us"
"keto mashed potatoes","1900","$1.51","Low","3","$17.9","27","en","us"
"keto pizza crust recipe","4400","$0.70","Low","4","$19.2","32","en","us"
"kpti stock","12100","$1.36","Low","2","$102.9","48","en","us"
"lace cocktail dress","4400","$1.41","High","3","$38.8","39","en","us"
"lace midi dress","9900","$1.25","High","3","$77.3","44","en","us"
"lamborghini aventador for sale","4400","$1.06","High","4","$29.1","39","en","us"
"landscape boulders","5400","$1.85","High","2","$62.4","25","en","us"
"lateral file cabinet wood","3600","$2.77","High","4","$62.3","38","en","us"
"lexus rx 350 for sale","8100","$5.13","High","5","$151.8","41","en","us"
"lightstream auto loan","4400","$3.40","Medium","3","$82.5","39","en","us"
"long dresses for girls","4400","$1.10","High","4","$30.2","38","en","us"
"lotus leggings","2400","$1.09","High","2","$16.3","44","en","us"
"low carb syrup","1300","$0.37","High","3","$3.0","26","en","us"
"lyft accident lawyer","1600","$361.05","Low","3","$30.0","28","en","us"
"macy's free shipping","9900","$0.43","Medium","4","$26.6","34","en","us"
"macy's mother of the bride dresses plus size","1300","$0.75","High","8","$6.1","31","en","us"
"macys plus size prom dresses","1600","$0.59","High","5","$5.9","35","en","us"
"madewell dresses","8100","$0.92","High","2","$46.6","44","en","us"
"mclaren 720s for sale","3600","$1.33","Medium","4","$29.9","39","en","us"
"metisu","1900","$1.15","High","1","$13.7","39","en","us"
"mint green dress","6600","$0.84","High","3","$34.6","39","en","us"
"moosejaw promo code","2900","$3.63","Medium","3","$54.4","39","en","us"
"mori lee bridesmaid","3600","$0.21","High","3","$4.7","37","en","us"
"myloan","1600","$4.52","Low","1","$30.0","28","en","us"
"national nutrition month","2400","-","Low","3","-","44","en","us"
"nissan juke price","1900","$1.70","Medium","3","$20.2","48","en","us"
"nissan skyline gtr price","2400","$1.32","Medium","4","$19.8","46","en","us"
"oak trees for sale","1900","$0.70","High","4","$8.3","36","en","us"
"old time pottery coupon","6600","$0.13","Medium","4","$5.4","33","en","us"
"outbound marketing","1900","$8.87","Low","2","$35.6","41","en","us"
"papaya nutrition","5400","$0.28","Low","2","$9.5","49","en","us"
"party city coupon code","8100","$0.46","Low","4","$23.3","40","en","us"
"plus size boutique clothing","4400","$1.48","High","4","$40.7","22","en","us"
"plus size formal","2400","$1.34","High","3","$20.1","39","en","us"
"plus size formal dresses under 100","2400","$0.76","High","6","$11.4","26","en","us"
"plus size wrap dress","6600","$1.28","High","4","$52.8","42","en","us"
"pnina tornai wedding dresses","4400","$0.31","High","4","$8.5","37","en","us"
"porsche targa for sale","1300","$0.98","High","4","$8.0","35","en","us"
"portable computer desk","1600","$1.73","High","3","$17.3","36","en","us"
"princess gown","1900","$0.44","High","2","$5.2","38","en","us"
"printable meal planner","2900","$0.47","High","3","$8.5","30","en","us"
"private car sales","3600","$1.88","High","3","$42.3","43","en","us"
"protein in almonds","6600","$1.33","High","3","$54.8","50","en","us"
"puma tracksuit","9900","$0.76","High","2","$47.0","41","en","us"
"raymond james investor access","9900","$9.10","Low","4","$185.6","31","en","us"
"roblox t shirt","5400","$0.78","High","3","$26.3","46","en","us"
"rooms to go coupons","5400","$1.99","High","4","$67.1","37","en","us"
"royal blue bridesmaid dresses","9900","$0.79","High","4","$48.9","26","en","us"
"rustic desk","8100","$1.50","High","2","$75.9","41","en","us"
"rustic wedding cake","6600","$0.15","High","3","$6.2","49","en","us"
"sandos finisterra","1300","$1.05","Medium","2","$8.5","42","en","us"
"saree dress","4400","$0.31","High","2","$8.5","45","en","us"
"sears coupon code","9900","$3.10","Medium","3","$185.6","40","en","us"
"second hand clothes online","1300","$1.80","High","4","$14.6","26","en","us"
"semi dresses","4400","$0.93","High","2","$25.6","41","en","us"
"solar panel roads","1300","$5.95","Medium","3","$24.4","46","en","us"
"sorel coupon code","2400","$0.93","High","3","$14.0","36","en","us"
"sports shorts","4400","$1.29","High","2","$35.5","45","en","us"
"student health insurance","5400","$14.15","High","3","$101.2","47","en","us"
"succulent nursery near me","1900","$1.48","High","4","$17.6","31","en","us"
"swanson vitamins coupon","3600","$1.54","High","3","$34.6","39","en","us"
"t shaped desk","1300","$1.35","High","3","$11.0","37","en","us"
"temporary health insurance","3600","$29.18","High","3","$67.5","44","en","us"
"things remembered promo code","6600","$1.51","High","4","$62.3","46","en","us"
"title nine promo code","4400","$0.74","High","4","$20.3","38","en","us"
"trendy sneakers","2900","$1.68","High","2","$30.4","48","en","us"
"truck dealerships near me","6600","$5.20","Medium","4","$123.7","44","en","us"
"tupac t shirt","3600","$0.62","High","3","$14.0","45","en","us"
"unique desk","1300","$2.29","High","2","$18.6","42","en","us"
"united concordia dental","9900","$2.38","Low","3","$147.2","33","en","us"
"used cars near me under 3000","5400","$3.00","High","6","$101.2","33","en","us"
"used hyundai kona","2900","$3.48","Medium","3","$54.4","40","en","us"
"used kia sportage for sale","1300","$4.54","High","5","$24.4","41","en","us"
"vacations to go all inclusive","1300","$2.98","Medium","5","$24.2","43","en","us"
"vest tops","1300","$1.02","High","2","$8.3","43","en","us"
"vintage clothing near me","8100","$1.03","High","4","$52.1","31","en","us"
"volkswagen used cars","1300","$8.84","Medium","3","$24.4","44","en","us"
"vtgn stock","4400","$0.59","Low","2","$16.3","44","en","us"
"vw tiguan for sale","1300","$6.29","Medium","4","$24.4","36","en","us"
"walmart vision center coupons","3600","$1.66","High","4","$37.3","38","en","us"
"wedding toppers","3600","$0.53","High","2","$11.9","51","en","us"
"wholesale handbags","5400","$1.32","High","2","$44.5","26","en","us"
"wiggle dress","1900","$0.96","High","2","$11.4","34","en","us"
"wish promo codes 2018","480","$2.38","Medium","4","$7.1","41","en","us"
"womens clothes shops","1300","$2.42","High","3","$19.7","54","en","us"
"worx leaf blower","5400","$1.08","High","3","$36.4","41","en","us"
"wrongful termination lawyer","6600","$20.84","Medium","3","$123.7","32","en","us"
"xcel energy stock","6600","-","Low","3","-","52","en","us"
"yoga wear","2400","$4.39","High","2","$45.0","44","en","us"
"zaful discount code","1600","$2.66","Medium","3","$26.6","37","en","us"
"zumiez promo code","2900","$1.00","Medium","3","$18.1","35","en","us"
