"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"frontier airlines promo code","14800","$1.25","Low","4","$115.6","38","en","us"
"genesis dealership","12100","$4.92","Medium","2","$226.8","32","en","us"
"golf shirts","18100","$2.51","High","2","$283.9","44","en","us"
"grey sweatpants","33100","$1.00","High","2","$206.8","43","en","us"
"gush stock","40500","$6.08","Low","2","$759.1","40","en","us"
"halliburton stock","18100","$1.85","Low","2","$209.2","54","en","us"
"hibbett sports coupons","22200","$0.32","High","3","$44.4","38","en","us"
"high dividend stocks","33100","$4.18","Low","3","$620.4","48","en","us"
"home depot stock price","40500","$2.11","Low","4","$533.9","58","en","us"
"home interest rates","14800","$6.01","High","3","$277.4","57","en","us"
"home mortgage rates","22200","$8.24","High","3","$416.1","64","en","us"
"homeowners insurance quote","14800","$62.92","High","3","$277.4","56","en","us"
"honda accord for sale","27100","$4.12","High","4","$508.0","43","en","us"
"honda financial payment","14800","$4.14","Low","3","$277.4","49","en","us"
"hot topic promo code","18100","$0.46","Low","4","$52.0","41","en","us"
"humana tricare","14800","$6.51","Low","2","$277.4","36","en","us"
"hummer h1 for sale","18100","$0.46","High","4","$52.0","37","en","us"
"hyatt ziva","12100","$0.91","Low","2","$68.8","59","en","us"
"ikea office chair","12100","$1.33","High","3","$100.6","52","en","us"
"injury lawyer","22200","$152.13","Medium","2","$416.1","35","en","us"
"insurance broker","18100","$16.97","Medium","2","$339.3","37","en","us"
"investing for beginners","14800","$6.02","High","3","$277.4","46","en","us"
"jacket dress","14800","$1.09","High","2","$100.8","38","en","us"
"jcpenney formal dresses","12100","$0.42","High","3","$31.8","32","en","us"
"jeep wrangler price","14800","$5.72","High","3","$277.4","53","en","us"
"jordan jacket","12100","$0.66","High","2","$49.6","39","en","us"
"jordan shorts","12100","$0.75","High","2","$56.7","40","en","us"
"jos a bank coupon","12100","$0.72","High","4","$54.4","37","en","us"
"keto fast food","40500","$1.55","Low","3","$392.2","44","en","us"
"khaki shorts","27100","$2.03","High","2","$343.7","41","en","us"
"kids clothes","74000","$1.96","High","2","$906.2","49","en","us"
"kmi stock","40500","$0.16","Low","2","$40.5","51","en","us"
"knit sweater","14800","$1.38","High","2","$127.6","50","en","us"
"ko stock price","14800","$2.31","Low","3","$213.6","54","en","us"
"kohls dresses","33100","$0.42","High","2","$86.9","43","en","us"
"kohls free shipping mvc","12100","$0.69","Low","4","$52.2","39","en","us"
"last minute flight deals","33100","$1.29","High","4","$266.8","49","en","us"
"lifetouch coupons","18100","$1.78","Low","2","$201.3","30","en","us"
"lite stock","14800","$2.19","Low","2","$202.4","48","en","us"
"loanmart","14800","$11.52","Medium","1","$277.4","45","en","us"
"long black dress","33100","$1.11","High","3","$229.6","43","en","us"
"long sleeve maxi dress","40500","$1.16","High","4","$293.5","43","en","us"
"long sleeve shirts","74000","$1.57","High","3","$725.9","47","en","us"
"low calorie meals","33100","$1.38","Low","3","$285.4","50","en","us"
"low carb fast food","18100","$2.25","Low","4","$254.5","40","en","us"
"low carb food list","12100","$0.31","High","4","$23.4","45","en","us"
"low carb noodles","12100","$0.29","High","3","$21.9","36","en","us"
"low stock","33100","$4.73","Low","2","$620.4","53","en","us"
"macys girls dresses","12100","$0.55","High","3","$41.6","35","en","us"
"macys mother of the bride dresses","18100","$0.57","High","6","$64.5","33","en","us"
"marketing plan","14800","$8.62","Low","2","$277.4","53","en","us"
"maroon dress","18100","$0.98","High","2","$110.8","39","en","us"
"medicare supplement plans","22200","$22.70","High","3","$416.1","49","en","us"
"mens dress pants","27100","$1.62","High","3","$274.3","42","en","us"
"mens fleece jacket","12100","$1.41","High","3","$106.6","52","en","us"
"michael kors promo code","12100","$2.00","High","4","$151.2","45","en","us"
"mrk stock","27100","$0.13","Low","2","$22.0","57","en","us"
"muumuu","14800","$0.60","High","1","$55.5","44","en","us"
"noom diet plan","60500","$1.78","High","3","$672.9","41","en","us"
"nordstrom mother of the bride dresses","12100","$0.69","High","6","$52.2","43","en","us"
"nutrition","90500","$2.29","Low","1","$1,294.9","65","en","us"
"nxttf stock","14800","$2.88","Low","2","$266.5","48","en","us"
"off white hoodie","60500","$0.82","High","3","$310.0","38","en","us"
"off white jacket","12100","$1.02","High","3","$77.1","34","en","us"
"office store near me","18100","$1.37","Low","4","$154.9","55","en","us"
"olive garden coupons","165000","$0.28","Low","3","$288.7","40","en","us"
"patagonia sweatshirt","14800","$0.73","High","2","$67.5","49","en","us"
"personal loan","301000","$18.48","High","2","$5,641.9","49","en","us"
"pf changs coupons","18100","$1.09","Low","3","$123.3","34","en","us"
"pg&e stock","74000","$7.17","Low","2","$1,387.1","53","en","us"
"pink dresses for women","18100","$1.17","High","4","$132.3","41","en","us"
"plain green loans","33100","$5.37","Medium","3","$620.4","42","en","us"
"plus size womens clothing","60500","$2.46","High","4","$929.9","48","en","us"
"port authority clothing","9900","$1.95","High","3","$120.6","29","en","us"
"purple wedding dress","14800","$0.33","High","3","$30.5","37","en","us"
"red carpet dresses","12100","$0.68","High","3","$51.4","41","en","us"
"rehearsal dinner invitations","12100","$4.37","High","3","$226.8","50","en","us"
"repo cars for sale","12100","$1.92","High","4","$145.2","23","en","us"
"retailmenot kohls","12100","$1.31","High","2","$99.0","37","en","us"
"shein dresses","14800","$0.38","High","2","$35.1","28","en","us"
"skinny jeans for women","12100","$1.60","High","4","$121.0","44","en","us"
"slip dress","40500","$1.35","High","2","$341.6","43","en","us"
"solar panels for home","18100","$6.48","High","4","$339.3","44","en","us"
"southwest vacations","135000","$0.28","Low","2","$236.2","42","en","us"
"spothero promo code","27100","$1.11","Low","3","$188.0","36","en","us"
"spring dresses","27100","$1.26","High","2","$213.3","40","en","us"
"spwr stock","18100","-","Low","2","-","53","en","us"
"stage coupons","33100","$0.10","High","2","$20.7","42","en","us"
"state farm near me","60500","$9.71","Low","4","$1,134.0","58","en","us"
"stockx discount code","27100","$2.53","Medium","3","$428.5","39","en","us"
"subaru brz for sale","14800","$1.81","Medium","4","$167.4","40","en","us"
"subsidized loan","40500","$8.90","Low","2","$759.1","52","en","us"
"sundresses for women","27100","$1.49","High","3","$252.3","42","en","us"
"sweater vest","27100","$1.02","High","2","$172.7","43","en","us"
"sweaters for women","90500","$1.44","High","3","$814.2","47","en","us"
"sweatshirts for girls","12100","$1.04","High","3","$78.6","47","en","us"
"toyota used cars","18100","$4.87","Medium","3","$339.3","39","en","us"
"tsla stock","450000","$3.93","Low","2","$8,434.8","51","en","us"
"ulta stock","49500","$4.25","Low","2","$927.8","53","en","us"
"usaa car insurance","49500","$11.62","Medium","3","$927.8","42","en","us"
"usaa mortgage rates","14800","$2.88","Medium","3","$266.3","44","en","us"
"used lamborghini","12100","$0.80","High","2","$60.5","38","en","us"
"used mercedes benz","14800","$3.91","High","3","$277.4","36","en","us"
"used trucks for sale near me","33100","$2.93","High","6","$606.0","38","en","us"
"used wedding dresses","22200","$0.66","High","3","$91.6","43","en","us"
"uwt stock","40500","$5.88","Low","2","$759.1","40","en","us"
"vanguard index funds","22200","$1.91","Low","3","$264.9","49","en","us"
"versace dress","12100","$1.75","High","2","$132.3","41","en","us"
"vgt stock","12100","$6.30","Low","2","$226.8","47","en","us"
"volkswagen credit","40500","$9.48","Low","2","$759.1","37","en","us"
"walgreens coupon code","27100","$1.61","High","3","$272.6","41","en","us"
"walmart office chairs","14800","$0.89","High","3","$82.3","46","en","us"
"wday stock","40500","$11.03","Low","2","$759.1","50","en","us"
"wedding dress shops near me","14800","$1.29","High","5","$119.3","32","en","us"
"wells fargo mortgage rates","60500","$4.65","Low","4","$1,134.0","54","en","us"
"white leggings","18100","$1.68","High","2","$190.0","42","en","us"
"white long dress","40500","$0.98","High","3","$248.0","42","en","us"
"white pants","33100","$1.29","High","2","$266.8","42","en","us"
"winter formal dresses","27100","$0.64","High","3","$108.4","33","en","us"
"womens winter coats on sale","12100","$1.65","High","5","$124.7","44","en","us"
"wool coat","22200","$1.47","High","2","$203.9","41","en","us"
"workwear","14800","$2.26","High","1","$209.0","44","en","us"
"xeriscape","22200","$3.51","Low","1","$416.1","49","en","us"
"xlnx stock","27100","$2.80","Low","2","$474.3","53","en","us"
"znga stock","18100","$4.12","Low","2","$339.3","56","en","us"
"zulily clothes","27100","$0.73","High","2","$123.6","29","en","us"
