"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"2006 bmw 325i","14800","$0.62","Medium","3","$57.3","41","en","us"
"2013 toyota camry","14800","$2.08","Low","3","$192.3","45","en","us"
"2014 hyundai sonata","12100","$2.58","Low","3","$195.1","45","en","us"
"2015 dodge charger","27100","$1.37","Low","3","$232.0","40","en","us"
"2016 honda accord sport","18100","$2.08","Medium","4","$235.2","41","en","us"
"2017 nissan maxima","18100","$3.06","Low","3","$339.3","44","en","us"
"activision blizzard stock","18100","$4.09","Low","3","$339.3","52","en","us"
"adidas dress","22200","$0.91","High","2","$126.2","40","en","us"
"adidas shorts","22200","$1.46","High","2","$202.5","43","en","us"
"adidas tracksuit","60500","$1.06","High","2","$400.7","44","en","us"
"aesthetic outfits","33100","$0.63","High","2","$130.3","34","en","us"
"affordable insurance","14800","$37.59","High","2","$277.4","37","en","us"
"agnc stock","14800","$2.91","Low","2","$269.1","47","en","us"
"all white outfit","14800","$0.52","High","3","$48.1","38","en","us"
"allstate car insurance","14800","$11.22","Medium","3","$277.4","43","en","us"
"almonds nutrition facts","12100","$3.34","Low","3","$226.8","47","en","us"
"amazon coupons","110000","$1.91","Low","2","$1,312.7","52","en","us"
"amazon swimsuits","12100","$0.69","High","2","$52.2","54","en","us"
"anthropologie promo code","22200","$1.77","High","3","$245.5","42","en","us"
"anthropologie wedding dresses","12100","$0.33","High","3","$25.0","39","en","us"
"apple share price","18100","$5.22","Low","3","$339.3","57","en","us"
"atvi stock","60500","$4.89","Low","2","$1,134.0","53","en","us"
"auto insurance quotes","90500","$108.21","High","3","$1,696.3","54","en","us"
"avgo stock","40500","$1.13","Low","2","$285.9","53","en","us"
"bad credit loans guaranteed approval","18100","$5.48","Low","5","$339.3","34","en","us"
"bankruptcy lawyers near me","18100","$24.68","High","4","$339.3","39","en","us"
"beach wedding guest dresses","14800","$1.91","High","4","$176.6","46","en","us"
"best stocks to buy","18100","$2.66","Medium","4","$300.8","56","en","us"
"black puffer jacket","14800","$1.29","High","3","$119.3","38","en","us"
"black trench coat","12100","$1.17","High","3","$88.5","43","en","us"
"boat loans","18100","$9.06","High","2","$339.3","47","en","us"
"bohemian wedding dress","27100","$0.67","High","3","$113.4","37","en","us"
"burberry jacket","33100","$2.06","High","2","$426.0","45","en","us"
"camo pants women","14800","$0.97","High","3","$89.7","36","en","us"
"canopy stock","18100","$2.68","Low","2","$303.4","51","en","us"
"car insurance","368000","$105.35","High","2","$6,897.8","52","en","us"
"carbs in cheese","14800","$1.77","Low","3","$163.7","41","en","us"
"carhartt coat","14800","$1.00","High","2","$92.5","43","en","us"
"cars for sale near me","246000","$3.11","High","5","$4,611.0","54","en","us"
"carters coupon","110000","$0.38","High","2","$261.2","38","en","us"
"caterpillar stock","49500","$3.67","Low","2","$927.8","55","en","us"
"cheap health insurance","27100","$25.05","High","3","$508.0","47","en","us"
"cheap vacation packages","14800","$2.17","High","3","$200.7","53","en","us"
"cheap womens clothes","12100","$1.35","High","3","$102.1","31","en","us"
"chevron stock price","22200","$10.04","Low","3","$416.1","56","en","us"
"chiffon dress","18100","$1.30","High","2","$147.0","37","en","us"
"citizens one loan","14800","$3.14","Low","3","$277.4","34","en","us"
"clothing store","550000","$1.96","Medium","2","$6,735.3","41","en","us"
"cloudera stock","18100","$5.27","Low","2","$339.3","51","en","us"
"cronos stock","90500","$4.19","Low","2","$1,696.3","52","en","us"
"cute fall outfits","27100","$0.60","High","3","$101.6","38","en","us"
"dance dresses","12100","$0.91","High","2","$68.8","36","en","us"
"davids bridal dresses","18100","$0.94","High","3","$106.3","45","en","us"
"dietary supplement","18100","$2.78","High","2","$314.4","61","en","us"
"dis stock","246000","$3.91","Low","2","$4,611.0","57","en","us"
"dividend stocks","40500","$2.02","Low","2","$511.2","51","en","us"
"dockers pants","22200","$2.10","High","2","$291.3","41","en","us"
"doubledown casino promo codes","14800","$7.42","Low","4","$277.4","30","en","us"
"dowdupont stock","12100","$5.75","Low","2","$226.8","46","en","us"
"dress sale","12100","$1.34","High","2","$101.3","49","en","us"
"edible arrangements coupon code","49500","$1.28","High","4","$395.9","44","en","us"
"esurance quote","18100","$7.52","Medium","2","$339.3","44","en","us"
"expedia coupon code","18100","$0.83","Low","3","$93.9","45","en","us"
"fashion nova discount","27100","$0.17","Medium","3","$28.8","39","en","us"
"fashion nova plus","18100","$0.78","High","3","$88.2","33","en","us"
"fashion nova promo code","27100","$0.24","High","4","$40.6","34","en","us"
"flight deals","33100","$1.38","Medium","2","$285.4","55","en","us"
"fnma stock price","18100","$4.48","Low","3","$339.3","51","en","us"
