"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"1800s fashion","5400","$0.37","High","2","$12.5","40","en","us"
"1958 plymouth fury for sale","2400","$0.14","High","5","$2.1","32","en","us"
"2007 jeep commander","6600","$0.67","Medium","3","$27.6","47","en","us"
"2016 cadillac xts","3600","$1.76","Low","3","$39.6","45","en","us"
"aaa auto insurance quote","3600","$23.17","Medium","4","$67.5","54","en","us"
"ace insurance","2400","$6.32","Low","2","$45.0","36","en","us"
"acs student loans","2900","$15.16","Low","3","$54.4","35","en","us"
"affordable wedding invitations","3600","$4.12","High","3","$67.5","36","en","us"
"all inclusive destination weddings","1300","$3.47","High","4","$24.4","38","en","us"
"all inclusive resorts with airfare","5400","$2.11","High","5","$71.2","41","en","us"
"ally financial payoff","2400","$17.14","Low","3","$45.0","34","en","us"
"amazon prime discount code","1900","$1.80","Low","4","$21.4","48","en","us"
"american motors","6600","$0.57","Low","2","$23.5","37","en","us"
"ameriprise costco","9900","$1.78","Low","2","$110.1","34","en","us"
"aol finance","2400","$17.39","Low","2","$45.0","61","en","us"
"aspire loans","1300","$4.57","Low","2","$24.4","23","en","us"
"atom promo code","8100","$5.08","Low","3","$151.8","36","en","us"
"audi a5 for sale","4400","$1.85","Medium","4","$50.9","41","en","us"
"bad credit dealerships","4400","$15.03","High","3","$82.5","25","en","us"
"bathtub replacement cost","1900","$8.54","High","3","$35.6","37","en","us"
"beach outfits","12100","$0.97","High","2","$73.3","41","en","us"
"best debt consolidation loans","9900","$20.23","High","4","$185.6","49","en","us"
"best online shopping sites for women's clothing","4400","$2.33","High","7","$64.1","41","en","us"
"bgs stock","6600","-","Low","2","-","47","en","us"
"black camaro","8100","$1.17","Medium","2","$59.2","38","en","us"
"black fur jacket","3600","$1.25","High","3","$28.1","32","en","us"
"black skater dress","5400","$1.05","High","3","$35.4","40","en","us"
"blue camaro","4400","$0.78","High","2","$21.4","43","en","us"
"bmw station wagon","2900","$4.15","Low","3","$54.4","40","en","us"
"bmw x6 2016","3600","$1.94","Medium","3","$43.6","41","en","us"
"boys denim jacket","2900","$0.66","High","3","$12.0","38","en","us"
"brazil nuts selenium","2400","$0.59","High","3","$8.9","45","en","us"
"brz for sale","9900","$1.21","Medium","3","$74.8","40","en","us"
"cal worthington","2900","$3.09","Low","2","$54.4","41","en","us"
"car insurance for new drivers","1600","$56.00","High","5","$30.0","36","en","us"
"carbs in white rice","8100","$1.39","Low","4","$70.4","43","en","us"
"carolina herrera bridal","2900","$1.52","High","3","$27.5","38","en","us"
"casual style","1300","$1.45","High","2","$11.8","31","en","us"
"central auto sales","3600","$2.79","Low","3","$62.8","21","en","us"
"certified motors","2900","$3.83","Low","2","$54.4","24","en","us"
"chargepoint promo code","1900","$2.83","Medium","3","$33.6","29","en","us"
"cheap all inclusive vacations","9900","$2.37","High","4","$146.6","44","en","us"
"child custody attorney near me","1300","$16.60","Medium","5","$24.4","34","en","us"
"church outfits","5400","$0.62","High","2","$20.9","31","en","us"
"competitor analysis","9900","$11.25","Low","2","$185.6","49","en","us"
"computer hutch","1300","$1.24","High","2","$10.1","40","en","us"
"costco promotion code","1900","$1.69","Low","3","$20.1","40","en","us"
"crossfit diet","2900","$1.64","Low","2","$29.7","27","en","us"
"cutting meal plan","1600","$2.03","Low","3","$20.3","34","en","us"
"cvrs stock","8100","$8.74","Low","2","$151.8","38","en","us"
"dealer ford","4400","$9.06","Medium","2","$82.5","33","en","us"
"dewalt cordless leaf blower","1600","$0.56","High","4","$5.6","48","en","us"
"discount codes","8100","$3.30","High","2","$151.8","52","en","us"
"disney special offers","2900","$2.38","Low","3","$43.1","52","en","us"
"dr nowzaradan diet plan 1200 calories","1600","$1.16","Low","6","$11.6","21","en","us"
"dress tops","1900","$1.18","High","2","$14.0","40","en","us"
"executive office furniture","2400","$4.83","High","3","$45.0","34","en","us"
"fila tracksuit","4400","$0.77","High","2","$21.2","","en","us"
"filing cabinet folders","1300","$1.04","High","3","$8.5","41","en","us"
"fit jeans","2900","$1.23","High","2","$22.3","35","en","us"
"ford pinto for sale","4400","$0.35","High","4","$9.7","32","en","us"
"garden claw","1900","$0.52","High","2","$6.2","45","en","us"
"ge stock yahoo","1600","$5.06","Low","3","$30.0","58","en","us"
"general insurance quote","3600","$23.90","High","3","$67.5","","en","us"
"get a loan with bad credit","8100","$6.20","High","6","$151.8","48","en","us"
"gq fashion","4400","$1.45","High","2","$39.9","","en","us"
"gray dress","9900","$0.83","High","2","$51.3","","en","us"
"great gatsby fashion","2400","$0.41","High","3","$6.2","36","en","us"
"green gown","4400","$1.24","High","2","$34.1","43","en","us"
