"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"1200 calorie diet","22200","$1.73","Low","3","$240.0","50","en","us"
"1970s fashion","22200","$0.50","High","2","$69.4","44","en","us"
"2014 nissan maxima","14800","$1.50","Low","3","$138.7","44","en","us"
"2015 dodge challenger","14800","$1.60","Medium","3","$148.0","44","en","us"
"21 day fix meal plan","12100","$0.41","High","5","$31.0","34","en","us"
"80s style","27100","$0.39","High","2","$66.0","37","en","us"
"aarp insurance","18100","$30.53","High","2","$339.3","50","en","us"
"amazon wedding dresses","9900","$0.40","High","3","$24.7","52","en","us"
"aprn stock","22200","$2.53","Low","2","$350.6","53","en","us"
"asparagus nutrition","18100","$0.12","Low","2","$13.6","51","en","us"
"athleta leggings","12100","$0.62","High","2","$46.9","49","en","us"
"azo stock","12100","$2.87","Low","2","$217.0","54","en","us"
"bad credit loans","201000","$5.75","Low","3","$3,767.5","45","en","us"
"balmain jeans","40500","$0.87","High","2","$220.2","42","en","us"
"banana republic factory coupon","12100","$0.63","Low","4","$47.6","37","en","us"
"bath and body coupons","90500","$0.51","High","4","$288.4","44","en","us"
"bed bath and beyond 20 off coupon","12100","$0.49","Medium","7","$37.0","44","en","us"
"bella canvas shirts","9900","$0.85","High","3","$52.6","21","en","us"
"best car insurance","27100","$66.10","High","3","$508.0","52","en","us"
"bhc stock","33100","-","Low","2","-","51","en","us"
"bike shorts","27100","$1.66","High","2","$281.1","49","en","us"
"black long sleeve dress","33100","$0.91","High","4","$188.2","37","en","us"
"bmw 535i","14800","$2.44","Low","2","$225.6","40","en","us"
"burgundy bridesmaid dresses","27100","$1.32","High","3","$223.5","50","en","us"
"cadillac dealer near me","40500","$6.25","Medium","4","$759.1","30","en","us"
"car city","14800","$2.09","Low","2","$193.3","15","en","us"
"carhartt jacket","135000","$0.86","High","2","$725.4","44","en","us"
"carvana stock","27100","$1.86","Low","2","$315.0","48","en","us"
"cashmere sweater","40500","$2.58","High","2","$652.9","42","en","us"
"casual dresses","74000","$1.26","High","2","$582.6","43","en","us"
"catos clothing","33100","$0.71","High","2","$146.8","44","en","us"
"cbis stock","14800","$2.79","Low","2","$258.0","42","en","us"
"challenger for sale","12100","$2.00","High","3","$151.2","36","en","us"
"champion sweatsuit","27100","$0.67","High","2","$113.4","41","en","us"
"chase stock","12100","$5.87","Low","2","$226.8","60","en","us"
"cheap auto insurance","90500","$75.55","High","3","$1,696.3","43","en","us"
"chesapeake energy stock","22200","$3.70","Low","3","$416.1","51","en","us"
"chevrolet dealerships","12100","$6.49","Medium","2","$226.8","26","en","us"
"chevy tahoe for sale","27100","$4.07","High","4","$508.0","39","en","us"
"chk stock","201000","$0.98","Low","2","$1,230.7","49","en","us"
"cigna stock","14800","$4.50","Low","2","$277.4","60","en","us"
"clf stock","40500","$1.23","Low","2","$311.2","50","en","us"
"clothes shops","22200","$2.20","Medium","2","$305.2","51","en","us"
"coke stock","14800","$5.77","Low","2","$277.4","53","en","us"
"comme des garcons shirt","14800","$0.70","High","4","$64.7","40","en","us"
"compression pants","27100","$1.06","High","2","$179.5","44","en","us"
"cost stock","33100","$6.09","Low","2","$620.4","56","en","us"
"cowl neck sweater","12100","$1.18","High","3","$89.2","40","en","us"
"csco stock","74000","$2.73","Low","2","$1,262.2","54","en","us"
"current mortgage interest rates","22200","$6.42","High","4","$416.1","60","en","us"
"deals on wheels","14800","$2.16","Medium","3","$199.7","34","en","us"
"dickies shorts","14800","$1.14","High","2","$105.4","44","en","us"
"djia stock","33100","$2.92","Low","2","$603.9","60","en","us"
"docusign stock","14800","$4.95","Low","2","$277.4","","en","us"
"dow stock","74000","$6.16","Low","2","$1,387.1","54","en","us"
"dwt stock","18100","$8.29","Low","2","$339.3","","en","us"
"easy keto desserts","14800","$0.49","Medium","3","$45.3","30","en","us"
"ebay promo code","27100","$0.34","Low","3","$57.6","49","en","us"
"eboy outfits","33100","$0.68","High","2","$139.9","33","en","us"
"egg nutrition","49500","$1.62","Low","2","$501.0","47","en","us"
"enbridge stock","22200","$1.47","Low","2","$203.9","53","en","us"
"epic games stock","9900","$5.57","Low","3","$185.6","43","en","us"
"exel stock","22200","$1.20","Low","2","$166.5","53","en","us"
"express dresses","22200","$0.35","High","2","$48.6","31","en","us"
"fashion nova plus size","14800","$0.71","High","4","$65.7","33","en","us"
"fashion nova store","27100","$0.92","Medium","3","$155.8","40","en","us"
"fb stock price today","18100","$0.19","Low","4","$21.5","60","en","us"
"five star ford","18100","$1.25","Low","3","$141.4","30","en","us"
"flight and hotel packages","12100","$2.24","High","4","$169.4","51","en","us"
"flower girl dresses","165000","$0.80","High","3","$824.7","50","en","us"
"flowy pants","14800","$0.89","High","2","$82.3","","en","us"
"ford stock price","110000","$4.19","Low","3","$2,061.8","","en","us"
"fringe dress","27100","$0.98","High","2","$165.9","","en","us"
"frugal male fashion","27100","$6.21","Low","3","$508.0","43","en","us"
"geico quote","165000","$10.59","Medium","2","$3,092.8","62","en","us"
"girls formal dresses","14800","$0.98","High","3","$90.6","40","en","us"
"gpro stock","18100","$1.98","Low","2","$223.9","53","en","us"
"grubhub coupon","110000","$1.25","Medium","2","$859.1","","en","us"
"guess dresses","12100","$0.77","High","2","$58.2","40","en","us"
"home loan","33100","$24.74","High","2","$620.4","57","en","us"
"homecoming dresses near me","12100","$0.52","High","4","$39.3","43","en","us"
"how to lose water weight","14800","$1.22","High","5","$112.8","46","en","us"
"hunting clothes","12100","$1.26","High","2","$95.3","42","en","us"
"hyundai near me","27100","$6.59","Medium","3","$508.0","32","en","us"
"installment loans online","27100","$8.28","Low","3","$508.0","38","en","us"
"interracial dating site","14800","$2.10","Medium","3","$194.2","34","en","us"
"intuit mint","14800","$11.69","Low","2","$277.4","56","en","us"
"iwm stock","22200","$6.60","Low","2","$416.1","45","en","us"
"jeep chrysler","12100","$2.43","Low","2","$183.7","41","en","us"
"jeep renegade for sale","12100","$8.29","Medium","4","$226.8","","en","us"
"jeeps for sale near me","40500","$4.11","Medium","5","$759.1","","en","us"
"jojo siwa clothes","27100","$0.96","High","3","$162.6","40","en","us"
"journeys promo code","12100","$0.47","Medium","3","$35.5","43","en","us"
"jumper dress","12100","$1.11","High","2","$83.9","47","en","us"
"kappa clothing","22200","$0.51","High","2","$70.7","","en","us"
"keto diet plan for beginners","22200","$1.19","High","5","$165.1","46","en","us"
"keto lasagna","14800","$0.90","Low","2","$83.2","34","en","us"
"kl stock","18100","$7.51","Low","2","$339.3","51","en","us"
"kohls 30 off code","14800","$0.48","High","4","$44.4","","en","us"
"kohls discount code","14800","$0.29","Medium","3","$26.8","","en","us"
"lamborghini for sale","33100","$0.71","High","3","$146.8","39","en","us"
"lane bryant outlet","14800","$0.25","High","3","$23.1","","en","us"
"leather pants","40500","$1.17","High","2","$296.1","41","en","us"
"loan me","18100","$8.33","Medium","2","$339.3","41","en","us"
"loans near me","74000","$4.94","Medium","3","$1,387.1","33","en","us"
"long sleeve formal dresses","22200","$1.11","High","4","$154.0","43","en","us"
"low carb tortillas","27100","$0.33","High","3","$55.9","35","en","us"
"lyft stock","450000","$6.78","Low","2","$8,434.8","53","en","us"
"macys junior dresses","14800","$0.43","High","3","$39.8","35","en","us"
"madewell jeans","33100","$0.58","High","2","$120.0","47","en","us"
"madewell promo code","14800","$1.54","High","3","$142.4","41","en","us"
"marketing management","14800","$5.99","Low","2","$277.4","43","en","us"
"maternity dresses for photoshoot","33100","$0.84","High","4","$173.7","29","en","us"
"mcdonalds nutrition","110000","$2.45","Low","2","$1,683.8","36","en","us"
"medtronic stock","22200","$3.70","Low","2","$416.1","54","en","us"
"mens sweatshirts","40500","$2.16","High","2","$546.6","48","en","us"
"merck stock","33100","$3.50","Low","2","$620.4","57","en","us"
"mini dress","33100","$1.26","High","2","$260.6","42","en","us"
"moncler coat","40500","$1.39","High","2","$351.7","43","en","us"
"moncler jacket","74000","$1.28","High","2","$591.8","45","en","us"
"moncler jacket womens","14800","$1.96","High","3","$181.2","40","en","us"
"money loans","14800","$6.21","High","2","$277.4","34","en","us"
"monte carlo ss","22200","$0.36","High","3","$49.9","40","en","us"
"mother jeans","18100","$1.61","High","2","$182.1","39","en","us"
"msn money","201000","$1.92","Low","2","$2,411.2","51","en","us"
"national insurance","12100","$6.73","Medium","2","$226.8","55","en","us"
"nbev stock","74000","$4.69","Low","2","$1,387.1","49","en","us"
"nordstrom mother of the bride dresses","12100","$0.69","High","6","$52.2","43","en","us"
"northface winter coats","40500","$1.04","High","3","$263.2","","en","us"
"now stock","27100","$6.50","Low","2","$508.0","51","en","us"
"nutrition label","12100","$2.86","Low","2","$216.2","61","en","us"
"office furniture near me","22200","$4.15","High","4","$416.1","30","en","us"
"ogi stock","18100","$1.12","Low","2","$126.3","","en","us"
"one shoulder dress","22200","$1.32","High","3","$183.1","38","en","us"
"papa johns promo","27100","$0.64","Low","3","$108.4","43","en","us"
"payday loans no credit check","14800","$3.41","Low","5","$277.4","30","en","us"
"pepsico stock price","18100","$3.90","Low","3","$339.3","56","en","us"
"personal loan rates","18100","$13.96","High","3","$339.3","54","en","us"
"pfizer stock","110000","$5.72","Low","2","$2,061.8","53","en","us"
"plus size black dresses","33100","$1.03","High","4","$213.0","","en","us"
"plus size jeans","14800","$2.06","High","3","$190.5","44","en","us"
"plus size mother of the bride dresses","49500","$1.32","High","7","$408.2","38","en","us"
"plus size white dress","60500","$0.93","High","4","$351.5","","en","us"
"pokemon shirts","22200","$0.91","High","2","$126.2","40","en","us"
"princess wedding dresses","18100","$0.18","High","3","$20.4","29","en","us"
"private health insurance","12100","$15.68","High","3","$226.8","50","en","us"
"progressive insurance near me","14800","$7.81","Low","4","$277.4","55","en","us"
"progressive renters insurance","22200","$6.55","Medium","3","$416.1","44","en","us"
"prom dress shops","33100","$0.65","High","3","$134.4","34","en","us"
"prudential stock price","18100","$0.03","Low","3","$3.4","49","en","us"
"red homecoming dresses","18100","$0.75","High","3","$84.8","41","en","us"
"rick and morty shirt","12100","$0.80","High","4","$60.5","36","en","us"
"round trip flights","14800","$1.28","Medium","3","$118.4","51","en","us"
"safelite promo code","33100","$1.66","Medium","3","$343.3","37","en","us"
"safety insurance","33100","$7.28","Low","2","$620.4","45","en","us"
"samsung financing","12100","$4.06","High","2","$226.8","41","en","us"
"seo company","18100","$27.38","Medium","2","$339.3","36","en","us"
"sfix stock","33100","$3.46","Low","2","$620.4","48","en","us"
"sheer dress","14800","$0.64","High","2","$59.2","42","en","us"
"short skirt","27100","$0.68","High","2","$115.1","39","en","us"
"short sleeve hoodie","18100","$0.82","High","3","$92.7","40","en","us"
"snowboard jacket","22200","$1.66","High","2","$230.3","45","en","us"
"solar panels","201000","$5.13","High","2","$3,767.5","54","en","us"
"sr22 insurance","22200","$35.56","High","2","$416.1","49","en","us"
"stafford loan","18100","$6.40","Low","2","$339.3","52","en","us"
"starbucks nutrition","49500","$0.56","Low","2","$173.2","44","en","us"
"stock futures","450000","$5.11","Low","2","$8,434.8","61","en","us"
"stock options","18100","$6.00","Low","2","$339.3","","en","us"
"stocks to buy","60500","$12.17","Medium","3","$1,134.0","49","en","us"
"summer dresses 2019","22200","$1.09","High","3","$150.7","46","en","us"
"summer dresses for women","40500","$1.42","High","4","$359.3","45","en","us"
"teum stock","40500","$2.07","Low","2","$523.7","46","en","us"
"tgtx stock","14800","$4.40","Low","2","$277.4","48","en","us"
"thunderbird car","22200","$0.65","Low","2","$90.2","47","en","us"
"tommy hilfiger sweater","12100","$0.91","High","3","$68.8","43","en","us"
