"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"1920s fashion","74000","$0.48","High","2","$221.9","40","en","us"
"3m stock","60500","$1.61","Low","2","$608.6","54","en","us"
"70s fashion women","18100","$0.53","High","3","$59.9","43","en","us"
"accident lawyer","27100","$264.23","Medium","2","$508.0","40","en","us"
"aetna health insurance","18100","$10.17","High","3","$339.3","47","en","us"
"african dresses","27100","$0.43","High","2","$72.8","31","en","us"
"alibaba stock","110000","$2.23","Low","2","$1,532.6","51","en","us"
"almonds nutrition","22200","$2.96","Low","2","$410.6","51","en","us"
"altria stock price","14800","$4.80","Low","3","$277.4","53","en","us"
"amrs stock","12100","$0.11","Low","2","$8.3","48","en","us"
"anet stock","22200","$2.52","Low","2","$349.9","50","en","us"
"anthropologie wedding dresses","12100","$0.33","High","3","$25.0","39","en","us"
"arcteryx jacket","9900","$0.96","High","2","$59.4","38","en","us"
"audi r8 for sale","22200","$0.69","High","4","$95.7","39","en","us"
"autotrader used cars","14800","$0.83","Medium","3","$76.8","57","en","us"
"baby dress","22200","$0.88","High","2","$122.1","40","en","us"
"baby girl clothes","90500","$0.98","High","3","$554.1","45","en","us"
"babydoll dress","18100","$0.77","High","2","$87.1","41","en","us"
"ball gown wedding dress","33100","$0.44","High","4","$91.0","37","en","us"
"bbby stock","22200","$3.77","Low","2","$416.1","55","en","us"
"bebe dresses","33100","$0.54","High","2","$111.7","52","en","us"
"best diet","14800","$2.11","High","2","$195.1","59","en","us"
"black beans nutrition","22200","$0.85","Low","3","$117.9","46","en","us"
"black bridesmaid dresses","22200","$1.20","High","3","$166.5","44","en","us"
"black cargo pants","18100","$0.78","High","3","$88.2","43","en","us"
"bomber jacket","135000","$1.14","High","2","$961.6","41","en","us"
"boutique dresses","22200","$1.09","High","2","$151.2","24","en","us"
"bpth stock","33100","$2.96","Low","2","$612.2","47","en","us"
"bridal shower dresses","33100","$1.61","High","3","$333.0","39","en","us"
"bridesmaid dresses near me","12100","$1.18","High","4","$89.2","41","en","us"
"buick dealership","33100","$5.96","Medium","2","$620.4","37","en","us"
"business attire","27100","$2.33","High","2","$394.5","41","en","us"
"business insurance","33100","$68.05","Medium","2","$620.4","55","en","us"
"capital one auto","74000","$0.34","Low","3","$157.2","47","en","us"
"capital one stock","14800","$3.87","Low","3","$277.4","53","en","us"
"carbs in broccoli","27100","$1.77","Low","3","$299.7","38","en","us"
"cargo pants for men","40500","$1.06","High","4","$268.2","47","en","us"
"cargo pants for women","60500","$0.97","High","4","$366.7","40","en","us"
"cars under 1000","14800","$1.32","High","3","$122.1","35","en","us"
"cbwtf stock","12100","$4.80","Low","2","$226.8","47","en","us"
"centurylink stock","14800","$1.95","Low","2","$180.3","51","en","us"
"cgc stock","301000","$1.76","Low","2","$3,301.7","54","en","us"
"champion outfits","33100","$0.46","High","2","$95.1","40","en","us"
"cheap desk","27100","$0.88","High","2","$149.0","41","en","us"
"cheap last minute flights","27100","$1.25","High","4","$225.2","49","en","us"
"cheap plus size clothing","18100","$1.10","High","4","$124.4","38","en","us"
"cheap vacations","40500","$1.78","Medium","2","$450.4","51","en","us"
"chick fil a nutrition","110000","$1.82","Low","4","$1,250.9","52","en","us"
"child support lawyer","14800","$16.98","High","3","$277.4","39","en","us"
"chilis nutrition","18100","$0.49","Low","2","$55.4","34","en","us"
"chinese dress","14800","$0.40","High","2","$37.0","","en","us"
"christmas party dress","14800","$0.98","High","3","$90.6","35","en","us"
"cme stock","12100","$7.42","Low","2","$226.8","","en","us"
"cocktail attire for men","40500","$0.98","High","4","$248.0","29","en","us"
"construction loan","22200","$8.14","High","2","$416.1","49","en","us"
"coup stock","14800","$1.70","Low","2","$157.2","","en","us"
"craigslist auto","12100","$0.87","Low","2","$65.8","","en","us"
"davids bridal bridesmaid","14800","$0.92","High","3","$85.1","59","en","us"
"disability insurance","27100","$14.30","High","2","$508.0","54","en","us"
"dodge durango for sale","14800","$3.43","Medium","4","$277.4","39","en","us"
"domain name registration","12100","$19.57","High","3","$226.8","64","en","us"
"dress stores","33100","$1.15","High","2","$237.8","47","en","us"
"duke energy stock","27100","$1.64","Low","3","$277.7","","en","us"
"edible arrangements promo code","9900","$0.93","High","4","$57.5","","en","us"
"ergonomic office chair","14800","$4.31","High","3","$277.4","40","en","us"
"eric stock","12100","$2.50","Low","2","$189.0","51","en","us"
"express promo code","27100","$0.91","Low","3","$154.1","42","en","us"
"fannie mae stock","33100","$6.98","Low","3","$620.4","","en","us"
"flood insurance","14800","$10.42","High","2","$277.4","50","en","us"
"ford motor company stock","12100","$3.24","Low","4","$226.8","60","en","us"
"gas leaf blower","12100","$0.66","High","3","$49.9","46","en","us"
"ge stock","823000","$2.20","Low","2","$11,312.6","","en","us"
"geico commercial","33100","$7.19","Low","2","$620.4","62","en","us"
"gm dealer near me","14800","$4.74","Low","4","$277.4","36","en","us"
"gmc dealership","135000","$5.41","Medium","2","$2,530.4","","en","us"
"good american jeans","27100","$0.92","High","3","$155.8","38","en","us"
"goog stock price","14800","$10.22","Low","3","$277.4","59","en","us"
"gucci jacket","22200","$1.12","High","2","$155.4","32","en","us"
"harrington jacket","12100","$1.01","High","2","$76.4","38","en","us"
"hawaiian dress","27100","$0.92","High","2","$155.8","36","en","us"
"hebeos","49500","$0.27","High","1","$82.2","30","en","us"
"helly hansen jacket","14800","$0.74","High","3","$68.4","48","en","us"
"home depot stock","110000","$5.34","Low","3","$2,061.8","","en","us"
"home improvement loans","27100","$18.02","High","3","$508.0","55","en","us"
"how to lose belly fat","110000","$2.17","Medium","5","$1,491.4","55","en","us"
"hyundai finance","40500","$4.80","Low","2","$759.1","41","en","us"
"infiniti g35","60500","$1.25","Low","2","$472.5","43","en","us"
"insurance","301000","$58.05","Medium","1","$5,641.9","68","en","us"
"intelsat stock","12100","$6.40","Low","2","$226.8","49","en","us"
"investing","135000","$7.97","Low","1","$2,530.4","67","en","us"
"itw stock","12100","$2.90","Low","2","$219.2","","en","us"
"jcpenney dresses","74000","$0.50","High","2","$231.2","","en","us"
"jetblue stock","12100","$2.90","Low","2","$219.2","","en","us"
"jwn stock","14800","-","Low","2","-","","en","us"
"kawaii clothes","12100","$0.45","High","2","$34.0","","en","us"
"keto breakfast recipes","12100","$1.19","Low","3","$90.0","35","en","us"
"keto cereal","22200","$1.84","High","2","$255.2","","en","us"
"keto diet plan","74000","$1.73","High","3","$799.9","47","en","us"
"kohls promo codes","60500","$0.49","Low","3","$185.2","41","en","us"
"lace dress","60500","$1.06","High","2","$400.7","47","en","us"
"lands end bathing suits","12100","$1.01","High","4","$76.4","","en","us"
"leggings with pockets","33100","$2.34","High","3","$483.9","39","en","us"
"lexus dealership","74000","$5.21","Low","2","$1,387.1","34","en","us"
"lexus rc 350","27100","$3.39","Low","3","$508.0","47","en","us"
"line of credit","27100","$17.32","High","3","$508.0","55","en","us"
"loans","1500000","$8.60","High","1","$28,116.0","41","en","us"
"loans for people with bad credit","14800","$6.23","High","6","$277.4","44","en","us"
"long sleeve prom dresses","27100","$0.51","High","4","$86.4","","en","us"
"low carb","14800","$0.89","High","2","$82.3","56","en","us"
"macy's in store coupon","33100","$0.39","Medium","5","$80.7","42","en","us"
"macys homecoming dresses","14800","$0.43","High","3","$39.8","35","en","us"
"mango nutrition","12100","$0.48","Low","2","$36.3","","en","us"
"marmot jacket","22200","$1.12","High","2","$155.4","","en","us"
"maternity bathing suit","18100","$2.01","High","3","$227.3","40","en","us"
"maxi dresses for women","18100","$1.58","High","4","$178.7","42","en","us"
"men style","18100","$3.23","High","2","$339.3","50","en","us"
"mens bootcut jeans","12100","$1.91","High","3","$144.4","36","en","us"
"mens pants","40500","$1.97","High","2","$498.5","47","en","us"
"minivans for sale","18100","$3.56","High","3","$339.3","39","en","us"
"municipal bonds","18100","$9.41","Medium","2","$339.3","57","en","us"
"nike coat","12100","$0.83","High","2","$62.8","","en","us"
"nike sweater","40500","$0.79","High","2","$199.9","42","en","us"
"nly stock","27100","$0.14","Low","2","$23.7","","en","us"
"north face jacket sale","14800","$1.39","High","4","$128.5","50","en","us"
"nvcn stock","18100","$3.19","Low","2","$339.3","","en","us"
"oatmeal nutrition","12100","$1.29","Low","2","$97.5","54","en","us"
"office depot coupons","90500","$0.54","Medium","3","$305.3","47","en","us"
"old navy coupon","450000","$0.16","Low","3","$449.9","44","en","us"
"oversized sweaters","33100","$0.89","High","2","$184.1","","en","us"
"papa johns coupon code","49500","$0.43","Low","4","$133.0","43","en","us"
"personal injury lawyer","60500","$149.16","Medium","3","$1,134.0","45","en","us"
"pet supermarket coupon","12100","$2.34","Low","3","$176.9","","en","us"
"petsmart grooming coupon","22200","$1.65","Medium","3","$228.9","","en","us"
"petsmart promo code","14800","$0.71","Low","3","$65.7","36","en","us"
"phun stock","18100","$0.10","Low","2","$11.3","47","en","us"
"pier one coupon","33100","$0.36","High","3","$74.5","42","en","us"
"pink prom dresses","18100","$0.37","High","3","$41.8","38","en","us"
"plus size stores","14800","$1.62","High","3","$149.8","49","en","us"
"plus size wedding dresses","90500","$0.87","High","4","$491.9","41","en","us"
"polo jackets","33100","$0.61","High","2","$126.2","37","en","us"
"porsche 911 for sale","18100","$1.30","High","4","$147.0","37","en","us"
"quilted jacket","12100","$1.36","High","2","$102.8","41","en","us"
"rave clothing","27100","$0.80","High","2","$135.5","31","en","us"
"refinancing a home","12100","$37.22","High","3","$226.8","46","en","us"
"revolve promo code","14800","$0.55","Low","3","$50.9","38","en","us"
"rite aid stock","40500","$3.67","Low","3","$759.1","47","en","us"
"royal blue prom dresses","22200","$0.33","High","4","$45.8","36","en","us"
"same day loans","18100","$7.38","Low","3","$339.3","31","en","us"
"seamless promo code","12100","$0.64","Low","3","$48.4","","en","us"
"secured loan","14800","$5.13","High","2","$277.4","48","en","us"
"seo","135000","$16.37","Medium","1","$2,530.4","64","en","us"
"sexy plus size dresses","22200","$0.72","High","4","$99.9","33","en","us"
"sexy wedding dress","18100","$0.30","High","3","$33.9","32","en","us"
"shmp stock","22200","$3.17","Low","2","$416.1","","en","us"
"short white dress","27100","$1.12","High","3","$189.6","39","en","us"
"shorting a stock","22200","$9.09","Low","3","$416.1","50","en","us"
"speedy cash near me","22200","$2.76","Low","4","$382.8","36","en","us"
"spy stock price","27100","$6.02","Low","3","$508.0","59","en","us"
"sq stock price","18100","$1.81","Low","3","$204.6","","en","us"
"starbucks coupons","22200","$0.62","Medium","2","$86.0","","en","us"
"stx stock","18100","$1.92","Low","2","$217.1","","en","us"
"subaru wrx sti for sale","12100","$2.37","Medium","5","$179.2","39","en","us"
"superdry coats","12100","$0.51","High","2","$38.6","44","en","us"
"sweet 16 dresses","33100","$0.52","High","3","$107.5","37","en","us"
"t stock price today","12100","-","Low","4","-","61","en","us"
