"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"1800 flowers coupon code","4400","$2.24","High","4","$61.6","47","en","us"
"1965 mustang for sale","4400","$0.34","High","4","$9.4","38","en","us"
"2010 bmw 335i","2900","$0.59","Low","3","$10.7","40","en","us"
"90s grunge fashion","9900","$0.52","Medium","3","$32.2","36","en","us"
"adsk stock","9900","-","Low","2","-","52","en","us"
"aflac stock price","6600","$1.86","Low","3","$76.7","51","en","us"
"alfred dunner tops","8100","$1.78","High","3","$90.1","34","en","us"
"anf stock","8100","-","Low","2","-","51","en","us"
"archer western","2400","$0.61","Low","2","$9.2","45","en","us"
"aston martin for sale","8100","$1.01","High","4","$51.1","44","en","us"
"audi a5 2013","2400","$1.11","Low","3","$16.6","43","en","us"
"audi a7 2013","2400","$0.87","Low","3","$13.1","43","en","us"
"audi a8 for sale","4400","$1.46","Medium","4","$40.1","39","en","us"
"audi wagon","8100","$5.35","Low","2","$151.8","42","en","us"
"azazie bridesmaid dresses","12100","$1.48","High","3","$111.9","35","en","us"
"backyard pool designs","1600","$2.66","High","3","$26.6","41","en","us"
"baja fresh coupons","3600","$1.14","Low","3","$25.6","38","en","us"
"balmain dress","4400","$2.45","High","2","$67.4","40","en","us"
"beautycounter promo code","8100","$2.28","High","3","$115.4","31","en","us"
"berkshire hathaway share price","1300","$13.83","Low","4","$24.4","58","en","us"
"best clothing stores","2900","$1.52","High","3","$27.5","38","en","us"
"best diet for pcos","2400","$0.46","High","4","$6.9","43","en","us"
"black friday hotel deals","1900","$5.86","High","4","$35.6","46","en","us"
"black outfits","5400","$0.65","High","2","$21.9","32","en","us"
"black singles","1900","$2.00","Medium","2","$23.7","44","en","us"
"black tux promo code","6600","$5.15","Medium","4","$123.7","36","en","us"
"blue cross insurance","6600","$12.33","High","3","$123.7","50","en","us"
"bohemian outfit","2400","$0.94","High","2","$14.1","39","en","us"
"bouqs discount code","3600","$3.78","High","3","$67.5","36","en","us"
"brk a stock","6600","$11.08","Low","3","$123.7","59","en","us"
"buick convertible","8100","$1.56","Medium","2","$79.0","49","en","us"
"bulb planting tool","1300","$0.67","High","3","$5.4","37","en","us"
"button dress","2900","$0.95","High","2","$17.2","42","en","us"
"buy used tesla","5400","$0.96","Medium","3","$32.4","44","en","us"
"c63 for sale","1300","$2.08","Low","3","$16.9","35","en","us"
"cars under 3000","8100","$1.23","High","3","$62.3","35","en","us"
"cheap domain names","4400","$12.81","High","3","$82.5","50","en","us"
"cheap online clothing stores","9900","$1.37","High","4","$84.7","29","en","us"
"cheap spring break destinations","2900","$2.11","Low","4","$38.2","44","en","us"
"chrysler 300c for sale","1300","$2.55","High","4","$20.7","44","en","us"
"coconut milk nutrition facts","3600","$2.96","Low","4","$66.6","47","en","us"
"commercial lending","2900","$19.08","High","2","$54.4","43","en","us"
"computer stand for desk","2900","$2.42","High","4","$43.9","44","en","us"
"corner office desk","4400","$2.15","High","3","$59.1","44","en","us"
"costco $10 off coupon","1900","$1.32","High","4","$15.7","40","en","us"
