"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"15 dresses","22200","$0.19","High","2","$26.4","33","en","us"
"2012 toyota camry","27100","$2.01","Low","3","$340.3","41","en","us"
"2016 dodge charger","18100","$2.10","Low","3","$237.5","44","en","us"
"2016 hyundai genesis","6600","$2.19","Low","3","$90.3","45","en","us"
"21st birthday outfits","8100","$0.58","High","3","$29.4","25","en","us"
"50s fashion","40500","$0.34","High","2","$86.0","36","en","us"
"60s outfits","18100","$0.49","High","2","$55.4","38","en","us"
"70s outfits","49500","$0.47","High","2","$145.4","47","en","us"
"aarp united healthcare","18100","$6.57","Medium","3","$339.3","39","en","us"
"allergan stock","12100","$2.46","Low","2","$186.0","51","en","us"
"amazon coat","18100","$0.46","High","2","$52.0","50","en","us"
"ambetter insurance","22200","$12.44","Medium","2","$416.1","31","en","us"
"apple nutrition","33100","$3.12","Low","2","$620.4","53","en","us"
"asos student code","12100","$0.17","Low","3","$12.9","43","en","us"
"athletic shorts","12100","$2.13","High","2","$161.0","44","en","us"
"atlassian stock","12100","$2.33","Low","2","$176.2","50","en","us"
"auph stock","22200","$2.80","Low","2","$388.4","48","en","us"
"auto sales","33100","$2.44","Medium","2","$504.6","18","en","us"
"baby shower outfit","8100","$0.75","High","3","$38.0","43","en","us"
"backhoe","60500","$0.55","High","1","$207.9","42","en","us"
"bad credit car dealerships","18100","$18.26","High","4","$339.3","19","en","us"
"banana republic coupon","22200","$0.17","Low","3","$23.6","44","en","us"
"beach wedding dresses","90500","$0.71","High","3","$401.5","41","en","us"
"best diet for weight loss","33100","$4.88","High","5","$620.4","54","en","us"
"big and tall near me","12100","$1.35","Medium","5","$102.1","37","en","us"
"black sweater dress","9900","$1.41","High","3","$87.2","41","en","us"
"bmw convertible","22200","$3.29","Medium","2","$416.1","39","en","us"
"bodycon dress","90500","$0.99","High","2","$559.8","41","en","us"
"boho clothing","27100","$1.09","High","2","$184.6","41","en","us"
"boohoo clothing","27100","$0.71","High","2","$120.2","50","en","us"
"boy shorts","27100","$1.21","High","2","$204.9","40","en","us"
"bp stock price","33100","$9.62","Low","3","$620.4","52","en","us"
"bridal stores","12100","$1.66","High","2","$125.5","35","en","us"
"broccoli nutrition","33100","-","Low","2","-","52","en","us"
"buick wagon","6600","$2.52","Low","2","$103.9","50","en","us"
"buy here pay here","165000","$4.90","Medium","4","$3,092.8","35","en","us"
"camping world stock","5400","$2.70","Low","3","$91.1","50","en","us"
"car accident attorney","18100","$240.02","Low","3","$339.3","41","en","us"
"carbs in black beans","12100","$0.42","Low","4","$31.8","36","en","us"
"carbs in pizza","5400","$4.64","Low","3","$101.2","39","en","us"
"casual wear for men","5400","$1.66","High","4","$56.0","32","en","us"
"cbs stock","22200","$9.82","Low","2","$416.1","56","en","us"
"champagne bridesmaid dresses","14800","$0.96","High","3","$88.8","37","en","us"
"cheap auto insurance near me","5400","$57.26","High","5","$101.2","27","en","us"
"cheesecake factory low carb cheesecake","2400","$1.28","Low","5","$19.2","33","en","us"
"chevy near me","18100","$8.37","Low","3","$339.3","31","en","us"
"chicken salad chick nutrition","4400","$0.71","Low","4","$19.5","31","en","us"
"child custody lawyers","6600","$22.32","High","3","$123.7","32","en","us"
"citizens one auto loan","4400","$13.54","Low","4","$82.5","35","en","us"
"city auto","18100","$2.30","Low","2","$260.1","26","en","us"
"clothes","301000","$1.61","High","1","$3,027.8","52","en","us"
"communion dresses","22200","$0.73","High","2","$101.3","43","en","us"
"crsp stock","18100","$3.67","Low","2","$339.3","52","en","us"
"ctl stock","49500","-","Low","2","-","49","en","us"
"current mortgage rates","165000","$5.82","High","3","$3,092.8","60","en","us"
"cvna stock","14800","$2.07","Low","2","$191.3","49","en","us"
"cycling shorts women","4400","$2.21","High","3","$60.8","38","en","us"
"davids bridal bridesmaid","14800","$0.92","High","3","$85.1","59","en","us"
"dbx stock","33100","$1.81","Low","2","$374.9","53","en","us"
"democracy jeans","14800","$1.37","High","2","$126.7","39","en","us"
"dillards homecoming dresses","12100","$0.89","High","3","$67.3","45","en","us"
"dillards mother of the bride dresses","14800","$0.83","High","6","$76.8","43","en","us"
"discover loans","22200","$3.18","Medium","2","$416.1","58","en","us"
"dodge challenger for sale","33100","$2.68","High","4","$554.3","47","en","us"
"dodge charger hellcat for sale","9900","$2.32","High","5","$143.5","38","en","us"
"dress barn dresses","14800","$0.49","High","3","$45.3","45","en","us"
"drivetime cars","3600","$2.22","Medium","2","$49.9","45","en","us"
"eastbay promo code","33100","$0.17","Low","3","$35.2","43","en","us"
"ebay used cars for sale","1300","$2.09","High","5","$17.0","55","en","us"
"ellos clothing","1600","$0.46","High","2","$4.7","42","en","us"
"emerald green plus size dress","2400","$1.17","High","5","$17.5","40","en","us"
"etf stock","14800","$9.19","Medium","2","$277.4","55","en","us"
"expedia last minute deals","2400","$0.43","Low","4","$6.5","52","en","us"
"express coupon code","12100","$0.77","Low","3","$58.2","43","en","us"
"fas stock","12100","$13.78","Low","2","$226.8","40","en","us"
"fdi","14800","$23.73","Low","1","$277.4","46","en","us"
"fedex stock price","18100","$1.89","Low","3","$213.7","56","en","us"
"fedloan","550000","$6.16","Low","1","$10,309.2","44","en","us"
"fiduciary advisors","1000","$9.19","Medium","2","$18.7","43","en","us"
"fila sweater","3600","$0.71","High","2","$16.0","40","en","us"
"financial management","18100","$11.47","Low","2","$339.3","46","en","us"
"ftp clothing","12100","$0.53","High","2","$40.1","34","en","us"
"gap insurance","60500","$7.24","Medium","2","$1,134.0","52","en","us"
"geico auto insurance","40500","$9.30","Medium","3","$759.1","47","en","us"
"geico insurance company","14800","$10.78","Medium","3","$277.4","55","en","us"
