"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"1800flowers promo code","9900","$2.20","High","3","$136.1","44","en","us"
"1987 monte carlo ss for sale","3600","$0.28","High","6","$6.3","33","en","us"
"2011 lexus es 350","2900","$1.00","Low","4","$18.1","45","en","us"
"2015 nissan maxima","9900","$1.36","Low","3","$84.1","42","en","us"
"2015 scion tc","5400","$0.56","High","3","$18.9","43","en","us"
"2016 honda civic sedan","2900","$4.56","Low","4","$54.4","45","en","us"
"2017 infiniti qx80","3600","$1.71","Medium","3","$38.5","43","en","us"
"6 nutrients","1900","$5.16","Low","2","$35.6","39","en","us"
"60s clothes","8100","$0.58","High","2","$29.4","45","en","us"
"aaba stock","5400","$5.07","Low","2","$101.2","48","en","us"
"abercrombie and fitch promo code","2400","$0.67","Medium","5","$10.1","36","en","us"
"advance financial near me","4400","$2.39","Low","4","$65.7","29","en","us"
"aetna ppo","3600","$6.78","Medium","2","$67.5","49","en","us"
"alex and ani promo code","5400","$1.56","High","5","$52.6","38","en","us"
"alibaba share price","1600","$4.07","Low","3","$30.0","54","en","us"
"all inclusive couples resorts","1900","$2.03","Medium","4","$24.1","45","en","us"
"amazon restaurants promo code","1900","-","Low","4","-","29","en","us"
"amlp stock","6600","$6.45","Low","2","$123.7","48","en","us"
"amr stock","14800","$7.15","Low","2","$277.4","40","en","us"
"anne klein dresses","5400","$1.07","High","3","$36.1","37","en","us"
"apple stock market","3600","$5.36","Low","3","$67.5","64","en","us"
"aritzia clothing","2900","$1.46","High","2","$26.5","46","en","us"
"ashro clothing","2900","$0.35","High","2","$6.3","46","en","us"
"asos bridal","1900","$0.89","High","2","$10.6","37","en","us"
"asset based lending","3600","$13.41","High","3","$67.5","40","en","us"
"atkins bars keto","2900","$0.94","High","3","$17.0","28","en","us"
"atlantis vacation packages","1900","$2.46","Medium","3","$29.2","42","en","us"
"atvi stock price","6600","-","Low","3","-","53","en","us"
"auto financing","9900","$19.49","Low","2","$185.6","53","en","us"
"autonation hyundai","3600","$3.76","Low","2","$67.5","36","en","us"
"average health insurance cost","8100","$9.86","Medium","4","$151.8","48","en","us"
"baker hughes stock","3600","$5.22","Low","3","$67.5","51","en","us"
"bape clothing","9900","$0.54","High","2","$33.4","40","en","us"
"bardot dress","9900","$1.69","High","2","$104.5","39","en","us"
"beach clothes","8100","$1.34","High","2","$67.8","37","en","us"
"beautiful gowns","1300","$0.72","High","2","$5.9","40","en","us"
"best battery leaf blower","1900","$0.69","High","4","$8.2","44","en","us"
"best life insurance policy","3600","$17.59","High","4","$67.5","47","en","us"
"best vacation spots for couples on a budget","1900","$2.44","Low","8","$29.0","43","en","us"
"best way to pay off student loans","2400","$7.36","Medium","7","$45.0","48","en","us"
"blue office chair","1900","$2.58","High","3","$30.6","42","en","us"
"blush mother of the bride dresses","2900","$0.95","High","6","$17.2","43","en","us"
"bmw 745li","2400","$0.79","Low","2","$11.9","42","en","us"
