"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"boho wedding dress","49500","$0.67","High","3","$207.2","36","en","us"
"boston market coupon","40500","$0.46","Low","3","$116.4","34","en","us"
"boys clothes","33100","$1.87","High","2","$386.7","56","en","us"
"bridal shops near me","60500","$1.11","High","4","$419.6","33","en","us"
"bridal stores","12100","$1.66","High","2","$125.5","35","en","us"
"buy here pay here car lots","27100","$5.89","High","6","$508.0","21","en","us"
"buy here pay here car lots near me","14800","$6.29","Medium","8","$277.4","19","en","us"
"calvin klein underwear","60500","$0.91","High","3","$344.0","44","en","us"
"camaro ss for sale","18100","$1.25","Medium","4","$141.4","38","en","us"
"camo jacket","18100","$1.03","High","2","$116.5","37","en","us"
"car finance","33100","$14.86","High","2","$620.4","57","en","us"
"carmax payment","14800","$0.83","Low","2","$76.8","38","en","us"
"cash loans","33100","$6.55","Low","2","$620.4","36","en","us"
"casual dresses for women","22200","$1.37","High","4","$190.0","38","en","us"
"caterpillar stock price","12100","$5.42","Low","3","$226.8","54","en","us"
"cci stock","14800","$1.11","Low","2","$102.6","","en","us"
"centene","40500","$2.21","Low","1","$559.2","59","en","us"
"champion jacket","33100","$0.55","High","2","$113.7","42","en","us"
"chase personal loans","14800","$12.04","High","3","$277.4","40","en","us"
"cheap baby clothes","18100","$1.08","High","3","$122.1","43","en","us"
"cinch jeans","18100","$0.89","High","2","$100.7","","en","us"
"coachella outfits","27100","$0.56","High","2","$94.8","45","en","us"
"columbia rain jacket","14800","$1.00","High","3","$92.5","43","en","us"
"craigslist trucks for sale","12100","$0.96","Medium","4","$72.6","55","en","us"
"crew neck sweater","12100","$1.39","High","3","$105.1","","en","us"
"cute clothes","40500","$1.08","High","2","$273.3","45","en","us"
"cute one piece swimsuits","12100","$2.05","High","4","$155.0","41","en","us"
"cute sweatshirts","14800","$1.03","High","2","$95.2","38","en","us"
"cute winter outfits","22200","$0.65","High","3","$90.2","40","en","us"
"cwbhf stock","18100","$5.85","Low","2","$339.3","46","en","us"
"daily mortgage rates","14800","$5.18","Low","3","$277.4","62","en","us"
"dealer daily toyota","14800","$10.86","Low","3","$277.4","","en","us"
"delorean for sale","33100","$0.35","High","3","$72.4","","en","us"
"denim jacket women","27100","$1.25","High","3","$211.7","42","en","us"
"denim jeans","18100","$1.72","High","2","$194.5","42","en","us"
"disney stock","301000","$7.35","Low","2","$5,641.9","51","en","us"
"divorce lawyers","40500","$28.59","High","2","$759.1","40","en","us"
"dodge dealership","301000","$8.98","Medium","2","$5,641.9","28","en","us"
"easy ways to lose weight","12100","$2.65","Medium","5","$200.3","54","en","us"
"email marketing","18100","$64.81","High","2","$339.3","61","en","us"
"esg","27100","$11.20","Low","1","$508.0","56","en","us"
"fall wedding guest dresses","27100","$1.92","High","4","$325.1","50","en","us"
"filing cabinets","135000","$2.90","High","2","$2,446.1","51","en","us"
"gamestop stock","33100","$3.88","Low","2","$620.4","53","en","us"
"garden tools","40500","$1.08","High","2","$273.3","43","en","us"
"gevo stock","12100","-","Low","2","-","46","en","us"
"girls clothes","74000","$1.56","High","2","$721.3","56","en","us"
"golf pants","18100","$2.43","High","2","$274.8","40","en","us"
"graduation dress","135000","$1.31","High","2","$1,105.0","40","en","us"
"health insurance quotes","22200","$25.52","High","3","$416.1","54","en","us"
"hexo stock price","14800","$1.94","Low","3","$179.0","50","en","us"
"home equity line of credit","60500","$24.35","High","5","$1,134.0","56","en","us"
"how to lose 10 pounds in a month","12100","$1.86","Low","8","$140.6","47","en","us"
"how to lose thigh fat","18100","$2.65","Low","5","$299.7","40","en","us"
"how to lose weight in face","14800","$4.24","Low","6","$277.4","42","en","us"
"how to lose weight quickly","18100","$3.39","Medium","5","$339.3","54","en","us"
"hp stock","12100","$3.50","Low","2","$226.8","59","en","us"
"impossible burger nutrition","12100","$2.51","Low","3","$189.5","50","en","us"
"indian wedding dresses","14800","$0.47","High","3","$43.5","30","en","us"
"jean shorts","40500","$1.23","High","2","$311.2","44","en","us"
"jet's pizza coupons","40500","$1.79","Low","3","$453.0","40","en","us"
"jogger jeans","12100","$0.96","High","2","$72.6","42","en","us"
"kappa jacket","14800","$0.68","High","2","$62.7","41","en","us"
"kdealer","18100","$7.46","Low","1","$339.3","15","en","us"
"khaki pants for women","27100","$1.13","High","4","$191.3","45","en","us"
"kidcare","22200","$1.97","Low","1","$273.3","35","en","us"
"kr stock","27100","-","Low","2","-","","en","us"
"last minute vacation deals","14800","$2.19","High","4","$202.5","44","en","us"
"law offices near me","12100","$12.73","Medium","4","$226.8","31","en","us"
"lci stock","12100","-","Low","2","-","48","en","us"
"linen dress","27100","$1.59","High","2","$269.2","36","en","us"
"ll bean coupon code","12100","$1.62","High","4","$122.5","47","en","us"
"long sweater","12100","$0.99","High","2","$74.8","43","en","us"
"low calorie snacks","33100","$0.79","High","3","$163.4","44","en","us"
"low carb chips","14800","$0.62","High","3","$57.3","27","en","us"
"lululemon mens pants","14800","$0.67","High","3","$62.0","","en","us"
"lyft codes","14800","$0.72","Low","2","$66.6","42","en","us"
"macys wedding dresses","18100","$0.53","High","3","$59.9","35","en","us"
"market segmentation","18100","$8.68","Low","2","$339.3","43","en","us"
"maternity gowns","22200","$1.06","High","2","$147.0","34","en","us"
"medicare for all","40500","$8.39","Low","3","$759.1","57","en","us"
"medicare part d","60500","$18.93","High","3","$1,134.0","53","en","us"
"mommy and me dresses","27100","$0.57","High","4","$96.5","41","en","us"
"mortgage","135000","$14.64","Medium","1","$2,530.4","64","en","us"
"newborn girl clothes","12100","$0.92","High","3","$69.6","36","en","us"
"nike discount code","18100","$0.40","High","3","$45.2","51","en","us"
"no carb bread","12100","$0.33","High","3","$25.0","34","en","us"
"no sugar no carb diet","14800","$0.79","Low","5","$73.1","38","en","us"
"nog stock","18100","-","Low","2","-","47","en","us"
"nordstrom rack dresses","12100","$0.43","High","3","$32.5","47","en","us"
"nsc stock","18100","$0.03","Low","2","$3.4","55","en","us"
"nvda stock price today","12100","$1.70","Low","4","$128.5","","en","us"
"nvidia stock price","74000","$1.56","Low","3","$721.3","54","en","us"
"office max coupons","18100","$0.45","High","3","$50.9","44","en","us"
"old navy maternity","33100","$0.32","High","3","$66.2","50","en","us"
"oversized denim jacket","12100","$1.39","High","3","$105.1","41","en","us"
"panda express promo code","12100","$1.20","Low","4","$90.7","35","en","us"
"parachute pants","33100","$0.54","High","2","$111.7","49","en","us"
"payday loans near me","135000","$5.01","Low","4","$2,530.4","38","en","us"
"pbr stock","14800","$3.59","Low","2","$277.4","50","en","us"
"pg stock","110000","$3.32","Low","2","$2,061.8","","en","us"
"pink coupons","18100","$0.88","High","2","$99.5","37","en","us"
"plus size clothing stores","12100","$1.41","High","4","$106.6","38","en","us"
"plus size dresses","201000","$1.56","High","3","$1,959.1","47","en","us"
"plus size mother of the bride dresses","49500","$1.32","High","7","$408.2","38","en","us"
"plus size winter coats","18100","$1.41","High","4","$159.5","48","en","us"
"princess dress","27100","$0.84","High","2","$142.2","40","en","us"
"printers copiers and fax machines","14800","$1.86","Low","5","$172.0","38","en","us"
"progressive auto insurance","135000","$6.52","Medium","3","$2,530.4","57","en","us"
"purple bridesmaid dresses","12100","$0.82","High","3","$62.0","45","en","us"
"quick cash","14800","$5.43","High","2","$277.4","36","en","us"
"red leather jacket","14800","$1.05","High","3","$97.1","43","en","us"
"reddit investing","22200","$14.33","Low","2","$416.1","56","en","us"
"rosewe dresses","22200","$0.63","High","2","$87.4","24","en","us"
"rotita dresses","27100","$0.68","High","2","$114.6","24","en","us"
"royal blue dress","60500","$0.75","High","3","$283.5","37","en","us"
"senior life insurance","18100","$16.92","High","3","$339.3","42","en","us"
"sherwin williams stock","27100","$9.12","Low","3","$508.0","45","en","us"
"shorts for women","33100","$1.32","High","3","$273.0","","en","us"
"sirius xm stock","18100","$3.17","Low","3","$339.3","56","en","us"
"sleeveless shirts","12100","$1.61","High","2","$121.7","37","en","us"
"slv stock","33100","-","Low","2","-","51","en","us"
"small loans","12100","$7.52","High","2","$226.8","39","en","us"
"snapfish coupon codes","14800","$0.96","High","3","$88.8","","en","us"
"solar panels for sale","18100","$3.88","High","4","$339.3","40","en","us"
"southwest airlines promo code","12100","$0.92","Low","4","$69.6","46","en","us"
"southwest promo code","27100","$0.87","Low","3","$147.3","44","en","us"
"sparkly dresses","27100","$1.12","High","2","$189.6","36","en","us"
"spx stock","18100","$5.78","Low","2","$339.3","62","en","us"
"stock trading","22200","$14.12","Medium","2","$416.1","55","en","us"
"stz stock","27100","$3.22","Low","2","$508.0","58","en","us"
"subaru wrx for sale","22200","$2.50","Medium","4","$346.8","40","en","us"
"subway coupons","201000","$0.34","Low","2","$427.0","48","en","us"
"summer dresses","165000","$1.76","High","2","$1,814.4","42","en","us"
"suv for sale near me","18100","$3.80","High","5","$339.3","","en","us"
"tax lawyer","12100","$63.58","Medium","2","$226.8","35","en","us"
"teal dress","14800","$1.12","High","2","$103.6","42","en","us"
"teddy bear coat","18100","$1.27","High","3","$143.6","41","en","us"
"toddler christmas dress","18100","$0.72","High","3","$81.4","38","en","us"
"trench coat women","40500","$1.21","High","3","$306.2","41","en","us"
"trendy clothes","22200","$1.75","High","2","$242.7","45","en","us"
"trendy plus size clothing","18100","$1.57","High","4","$177.6","44","en","us"
"turquoise dress","12100","$0.93","High","2","$70.3","41","en","us"
"two piece prom dresses","27100","$0.48","High","4","$81.3","","en","us"
"ucc filing","14800","$2.04","Low","2","$188.6","47","en","us"
"united healthcare stock","18100","$13.48","Low","3","$339.3","57","en","us"
"unsubsidized loan","40500","$9.31","Low","2","$759.1","52","en","us"
"us bank home mortgage","49500","$2.09","Low","4","$646.4","63","en","us"
"usda loans","60500","$3.61","Medium","2","$1,134.0","50","en","us"
"used cars for sale by owner near me","14800","$1.90","High","8","$175.7","42","en","us"
"used toyota","18100","$3.83","Medium","2","$339.3","45","en","us"
"vxx stock","14800","$4.58","Low","2","$277.4","50","en","us"
"walmart swimsuits","27100","$0.52","High","2","$88.1","45","en","us"
"wdc stock","49500","$3.25","Low","2","$927.8","53","en","us"
"wedding dresses","823000","$0.92","High","2","$4,730.7","40","en","us"
"wells fargo auto","27100","$6.75","Low","3","$508.0","62","en","us"
"wells fargo student loans","33100","$4.81","Medium","4","$620.4","54","en","us"
"west elm promo code","12100","$2.71","High","4","$204.9","","en","us"
"white long sleeve shirt","14800","$0.72","High","4","$66.6","43","en","us"
"wide leg jeans","22200","$1.23","High","3","$170.6","","en","us"
"winter jackets for women","40500","$2.08","High","4","$526.3","47","en","us"
"yeezy clothing","18100","$0.60","High","2","$67.9","37","en","us"
"z stock","49500","$4.07","Low","2","$927.8","51","en","us"
"zales promo code","14800","$0.70","Medium","3","$64.7","43","en","us"
"zappos promo code","18100","$0.52","High","3","$58.8","40","en","us"
