"Icon";"Tag";"Niche";"Phrase";"Languages";"Countries";"Words";"Monthly Searches";"Top Results";"Visitors 1-3";"Top 1-3";"Visitors 4-7";"Top 4-7";"Visitors 8-10";"Top 8-10";"Title KW";"Domain KW";"URL KW";"MR Avg";"MR Max";"PA Avg";"PA Max";"DA Avg";"DA Max";"JL Avg";"JL Max";"RL Avg";"RL Max";"Domains";"CPC";"Competition";"Adsense Val";"Ads Top (BETA)";"Ads bottom (BETA)";"Images";"News";"Local/Maps";"Shopping";"Videos";"Exact Match Domain";"Amazon";"eBay";"YouTube";"Data Source";"Last changed";"MS flag [internal]"
"";"";"10";"24 hour lawyer";"en";"US";"3";"720";"12";"11";"16";"3";"9";"1";"13";"2";"0";"2";"2.8";"4.8";"28";"48";"38";"88";"97";"697";"27";"162";"c-o-m n-e-t";"6.95";"100";"20";"3";"3";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:44";"0"
"";"";"10";"weed eater riding lawn mower";"en";"US";"5";"880";"15";"14";"21";"3";"13";"1";"4";"2";"0";"2";"3.2";"5.3";"33";"53";"48";"96";"1";"5";"2";"7";"com n-e-t";"3.79";"100";"13";"0";"1";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:44";"0"
"";"";"10";"cheap seo packages";"en";"US";"3";"880";"15";"14";"28";"3";"9";"1";"7";"5";"0";"3";"2.5";"5.2";"25";"52";"28";"86";"84";"691";"20";"117";"c-o-m n-e-t";"10.57";"21";"37";"0";"0";"";"";"";"";"";"";"";"";"";"";"2019-12-16 19:29";"0"
"";"";"10";"money mart loan";"en";"US";"3";"880";"15";"14";"18";"3";"11";"1";"18";"4";"0";"7";"3.3";"4.5";"33";"45";"45";"80";"164";"1575";"58";"477";"net";"2.65";"50";"9";"4";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:52";"0"
"";"";"9";"the caves hotel all inclusive resorts";"en";"US";"6";"1000";"18";"15";"22";"4";"18";"1";"10";"0";"0";"0";"3.8";"5.4";"38";"54";"69";"94";"90";"351";"45";"302";"com net";"1.52";"0";"6";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:54";"0"
"";"";"9";"riu promo code";"en";"US";"3";"1300";"24";"20";"28";"5";"21";"1";"24";"0";"0";"1";"4.5";"5.2";"45";"52";"63";"80";"13";"37";"83";"177";"com net";"1.44";"0";"7";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:52";"0"
"";"";"9";"plus size black bridesmaid dresses";"en";"US";"5";"1000";"19";"15";"15";"4";"21";"1";"20";"0";"0";"0";"4.1";"5.1";"41";"51";"68";"96";"9";"40";"13";"33";"com net";"1.27";"100";"5";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:14";"0"
"";"";"9";"car accident injury lawyer";"en";"US";"4";"1000";"19";"15";"17";"4";"23";"1";"9";"1";"0";"3";"3.8";"5.6";"38";"56";"50";"84";"219";"596";"62";"171";"net";"158.45";"0";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2019-12-20 14:52";"0"
"";"";"9";"keto frozen yogurt";"en";"US";"3";"880";"17";"14";"20";"3";"16";"1";"11";"7";"0";"6";"2.8";"3.8";"28";"38";"45";"61";"4";"9";"4";"12";"com net";"2";"100";"7";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:55";"0"
"";"";"9";"danner promo code";"en";"US";"3";"1000";"20";"15";"28";"4";"16";"1";"15";"0";"0";"2";"4.1";"5";"41";"50";"62";"80";"3";"16";"30";"70";"com net";"3.46";"100";"14";"0";"1";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:45";"0"
"";"";"9";"office depot office desk";"en";"US";"4";"880";"17";"14";"23";"3";"13";"1";"0";"2";"0";"6";"3.6";"4";"36";"40";"76";"76";"0";"2";"1";"4";"com net";"38.98";"100";"100";"1";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 12:48";"0"
"";"";"8";"brown leather desk chair";"en";"US";"4";"1000";"20";"15";"24";"4";"20";"1";"12";"0";"0";"0";"4.2";"5.1";"42";"51";"88";"96";"0";"0";"1";"3";"com net";"2.25";"100";"9";"4";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 12:45";"0"
"";"";"8";"best battery powered leaf blower 2019";"en";"US";"6";"880";"18";"14";"21";"3";"13";"1";"31";"1";"0";"0";"3.6";"5.4";"36";"54";"44";"88";"27";"123";"45";"138";"com net";"0.49";"100";"2";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 12:52";"0"
"";"";"8";"keto vegan breakfast";"en";"US";"3";"720";"15";"11";"20";"3";"10";"1";"19";"5";"0";"4";"3.1";"4.2";"31";"42";"43";"63";"8";"37";"14";"43";"com net";"1.37";"100";"4";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:51";"0"
"";"";"8";"no carb no sugar desserts";"en";"US";"5";"880";"18";"14";"25";"3";"15";"1";"14";"1";"0";"1";"3.9";"4.6";"39";"46";"63";"77";"46";"202";"37";"141";"com net";"0.5";"100";"2";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 12:53";"0"
"";"";"8";"plus size club clothes";"en";"US";"4";"880";"19";"14";"27";"3";"18";"1";"12";"0";"0";"0";"4";"5.1";"40";"51";"64";"96";"79";"699";"53";"354";"c-o-m net";"1.03";"100";"4";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:13";"0"
"";"";"8";"van solar panels";"en";"US";"3";"1000";"21";"15";"22";"4";"18";"1";"27";"4";"0";"1";"3.6";"5";"36";"50";"34";"49";"40";"225";"165";"863";"c-o-m net";"3.41";"100";"14";"4";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:50";"0"
"";"";"8";"l shaped sit stand desk";"en";"US";"5";"590";"13";"9";"20";"2";"8";"1";"11";"0";"0";"0";"3.4";"5.1";"34";"51";"54";"96";"2";"8";"7";"19";"com net";"8.13";"100";"19";"2";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:50";"0"
"";"";"8";"best office chair under 300";"en";"US";"5";"590";"13";"9";"9";"2";"15";"1";"14";"3";"0";"9";"2.9";"4.9";"29";"49";"35";"69";"234";"2265";"47";"370";"com net";"2.64";"100";"6";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:50";"0"
"";"";"8";"blush wedding gown";"en";"US";"3";"880";"19";"14";"20";"3";"24";"1";"7";"0";"0";"0";"4";"4.9";"40";"49";"67";"92";"11";"35";"9";"31";"com net";"1.07";"100";"4";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:46";"0"
"";"";"8";"construction accident lawyers";"en";"US";"3";"720";"16";"11";"20";"3";"15";"1";"10";"6";"0";"2";"3";"4.8";"30";"48";"48";"84";"29";"214";"8";"45";"n-e-t";"208.24";"40";"100";"0";"1";"";"";"";"";"";"";"";"";"";"";"2020-01-09 16:43";"0"
"";"";"8";"menu weight watchers";"en";"US";"3";"1000";"22";"15";"14";"4";"24";"1";"26";"2";"0";"5";"4";"5.2";"40";"52";"69";"93";"23";"105";"23";"82";"com net";"2.67";"50";"11";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:46";"0"
"";"";"8";"meridian construction";"en";"US";"2";"880";"19";"14";"21";"3";"21";"1";"15";"10";"4";"4";"2";"2.8";"20";"28";"14";"24";"31";"126";"19";"49";"net";"3.65";"0";"13";"0";"0";"";"";"1";"";"";"1";"";"";"";"";"2020-01-15 12:48";"0"
"";"";"8";"house of cb discount code";"en";"US";"5";"880";"19";"14";"26";"3";"18";"1";"15";"0";"0";"0";"4.2";"5";"42";"50";"54";"78";"93";"202";"57";"92";"com net";"2.48";"100";"9";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:53";"0"
"";"";"8";"construction lawyer near me";"en";"US";"4";"720";"16";"11";"15";"3";"21";"1";"11";"0";"0";"0";"3.7";"5.2";"37";"52";"62";"95";"7";"23";"6";"18";"com net";"13.19";"50";"38";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:55";"0"
"";"";"8";"plus size flare dress";"en";"US";"4";"720";"16";"11";"14";"3";"21";"1";"8";"1";"0";"8";"3.6";"5.1";"36";"51";"67";"96";"0";"2";"2";"10";"com net";"1.18";"100";"3";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:34";"0"
"";"";"7";"corporate lawyer near me";"en";"US";"4";"880";"20";"14";"29";"3";"16";"1";"15";"0";"0";"0";"4";"5.5";"40";"55";"61";"98";"77";"306";"26";"118";"com net";"9.99";"50";"35";"3";"3";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:50";"0"
"";"";"7";"keto chocolate chip cookie dough";"en";"US";"5";"720";"16";"11";"21";"3";"13";"1";"15";"2";"0";"1";"3.6";"4.9";"36";"49";"53";"81";"58";"214";"31";"86";"com net";"0";"100";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:52";"0"
"";"";"7";"fashion nova plus size special occasion dresses";"en";"US";"7";"590";"13";"9";"11";"2";"18";"1";"10";"1";"0";"0";"3.5";"4.4";"35";"44";"80";"80";"6";"46";"10";"50";"com net";"1.17";"100";"3";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:39";"0"
"";"";"7";"cheap wedding invitation sets";"en";"US";"4";"1300";"30";"20";"28";"5";"25";"1";"37";"0";"0";"0";"4.6";"5.8";"46";"58";"61";"96";"42712";"404139";"170";"746";"com net";"4.91";"100";"26";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:44";"0"
"";"";"7";"davids bridal plus size wedding dresses";"en";"US";"6";"880";"20";"14";"24";"3";"18";"1";"20";"0";"0";"4";"4.2";"4.9";"42";"49";"68";"68";"577";"1949";"38";"115";"com net";"2.8";"100";"10";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:52";"0"
"";"";"7";"standing desk with drawers";"en";"US";"4";"720";"17";"11";"22";"3";"13";"1";"17";"1";"0";"1";"3.7";"4.9";"37";"49";"67";"91";"6";"56";"10";"63";"com net";"4.64";"100";"13";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:49";"0"
"";"";"7";"find cheap plus size clothing";"en";"US";"5";"1000";"23";"15";"23";"4";"23";"1";"25";"1";"0";"0";"4.3";"5.3";"43";"53";"59";"82";"365";"1769";"100";"242";"com net";"1.04";"100";"4";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 17:18";"0"
"";"";"7";"maroon cocktail dress";"en";"US";"3";"1000";"23";"15";"35";"4";"19";"1";"14";"1";"0";"0";"4.1";"6.1";"41";"61";"66";"96";"945";"7491";"29";"180";"com net";"1.39";"100";"6";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:22";"0"
"";"";"7";"construction accident lawyer";"en";"US";"3";"720";"17";"11";"19";"3";"17";"1";"11";"4";"0";"3";"3.1";"4.8";"31";"48";"44";"84";"45";"214";"18";"45";"check";"225.28";"0";"100";"0";"1";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:42";"0"
"";"";"7";"ferrari engine for sale";"en";"US";"4";"880";"21";"14";"36";"3";"13";"1";"6";"0";"0";"0";"4";"5.6";"40";"56";"69";"94";"5";"21";"6";"21";"com net";"0.94";"100";"3";"4";"0";"1";"";"";"1";"";"";"";"1";"";"";"2020-01-15 12:47";"0"
"";"";"7";"electric cultivator";"en";"US";"2";"720";"17";"11";"26";"3";"9";"1";"0";"0";"0";"5";"3.7";"5.4";"37";"54";"67";"96";"0";"2";"1";"2";"c-o-m net";"0.44";"100";"1";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 12:43";"0"
"";"";"7";"landlord tenant attorney near me";"en";"US";"5";"880";"21";"14";"19";"3";"25";"1";"18";"0";"0";"0";"4.2";"5.2";"42";"52";"73";"88";"13";"64";"19";"54";"com net";"5.14";"50";"18";"4";"3";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:50";"0"
"";"";"7";"fig trees for sale near me";"en";"US";"6";"590";"14";"9";"13";"2";"12";"1";"19";"0";"0";"0";"3.6";"5.1";"36";"51";"57";"96";"19";"74";"14";"44";"com net";"0.87";"100";"2";"0";"0";"";"";"1";"";"";"";"1";"";"";"";"2020-01-15 12:54";"0"
"";"";"7";"tesla motor for sale";"en";"US";"4";"1000";"24";"15";"23";"4";"26";"1";"22";"0";"0";"0";"4.3";"5.3";"44";"53";"79";"94";"51";"170";"39";"161";"com net";"1.93";"100";"8";"0";"1";"1";"";"";"";"";"";"";"1";"";"";"2020-01-15 12:50";"0"
"";"";"7";"plus size fila dress";"en";"US";"4";"720";"18";"11";"17";"3";"16";"1";"22";"1";"0";"1";"3.8";"5.1";"38";"51";"72";"96";"22";"186";"7";"36";"com net";"1.06";"100";"3";"0";"0";"1";"";"";"1";"";"";"1";"1";"";"";"2020-01-14 17:35";"0"
"";"";"7";"cheap used car engines for sale";"en";"US";"6";"720";"18";"11";"40";"3";"10";"1";"6";"0";"0";"0";"3.5";"6";"35";"60";"34";"94";"475338";"4752310";"75";"364";"com net";"1.67";"100";"5";"0";"0";"";"";"1";"";"";"";"";"1";"";"";"2020-01-15 12:48";"0"
"";"";"7";"macys plus size gowns";"en";"US";"4";"1000";"25";"15";"33";"4";"22";"1";"20";"0";"0";"0";"4.5";"5.3";"45";"53";"89";"89";"6";"40";"19";"92";"com net";"1.21";"100";"5";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 17:39";"0"
"";"";"7";"couples wedding shower invitations";"en";"US";"4";"880";"22";"14";"17";"3";"25";"1";"23";"1";"0";"2";"4.1";"4.9";"41";"49";"63";"92";"188";"1241";"32";"172";"com net";"4.49";"100";"16";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:44";"0"
"";"";"7";"party wear dresses for womens";"en";"US";"5";"880";"22";"14";"27";"3";"15";"1";"29";"0";"0";"0";"4.3";"5.3";"43";"53";"73";"96";"37";"211";"22";"80";"com net";"0.99";"100";"3";"0";"1";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:01";"0"
"";"";"7";"plus size dress stores";"en";"US";"4";"1000";"25";"15";"33";"4";"22";"1";"21";"0";"0";"0";"4.5";"5.3";"45";"53";"71";"89";"176";"835";"84";"128";"com net";"1.31";"100";"5";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 17:15";"0"
"";"";"7";"low carb snack bars";"en";"US";"4";"880";"22";"14";"30";"3";"18";"1";"20";"0";"0";"0";"4.3";"5.3";"43";"53";"80";"96";"12";"58";"14";"58";"com net";"1.7";"100";"6";"0";"0";"";"";"";"1";"";"";"1";"";"";"";"2020-01-14 09:26";"0"
"";"";"7";"bodycon wedding dress";"en";"US";"3";"880";"22";"14";"24";"3";"19";"1";"26";"1";"0";"4";"4";"5.2";"40";"52";"74";"96";"5";"42";"5";"44";"com net";"1.46";"100";"5";"0";"0";"1";"";"";"1";"";"";"1";"1";"";"";"2020-01-15 12:49";"0"
"";"";"7";"meal plan for weight loss and muscle gain male";"en";"US";"9";"880";"22";"14";"31";"3";"23";"1";"12";"1";"0";"1";"4";"5.8";"40";"58";"62";"89";"156";"843";"91";"351";"com net";"4.21";"50";"15";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:50";"0"
"";"";"7";"meal plan for kids";"en";"US";"4";"880";"22";"14";"22";"3";"23";"1";"21";"0";"0";"2";"4.4";"5";"44";"50";"71";"89";"30";"84";"28";"63";"com net";"2.4";"100";"8";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:46";"0"
"";"";"7";"davids bridal colors";"en";"US";"3";"880";"22";"14";"21";"3";"23";"1";"23";"0";"0";"0";"4.4";"5.1";"44";"51";"68";"68";"74";"566";"52";"261";"com net";"2.98";"100";"10";"1";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:55";"0"
"";"";"7";"red and black plus size dress";"en";"US";"6";"1000";"25";"15";"39";"4";"20";"1";"16";"1";"0";"1";"4.3";"5.1";"43";"51";"73";"96";"159";"835";"50";"106";"com net";"0.97";"100";"4";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:40";"0"
"";"";"7";"how to lose 10 lbs in 2 weeks";"en";"US";"8";"1000";"25";"15";"41";"4";"21";"1";"11";"0";"0";"0";"4.2";"5.9";"42";"59";"68";"93";"290";"1281";"56";"319";"com net";"3.98";"0";"16";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:45";"0"
"";"";"7";"low carb gravy";"en";"US";"3";"1000";"26";"15";"28";"4";"25";"1";"24";"8";"0";"7";"3.6";"4.3";"36";"43";"55";"81";"19";"39";"17";"36";"com net";"0.32";"100";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 09:24";"0"
"";"";"7";"solar system cost";"en";"US";"3";"880";"23";"14";"27";"3";"22";"1";"20";"1";"0";"0";"4.2";"5.2";"42";"52";"60";"90";"7624";"75301";"126";"596";"c-o-m net";"6.45";"100";"23";"4";"3";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 12:42";"0"
"";"";"6";"hand held grass trimmer";"en";"US";"4";"720";"19";"11";"22";"3";"13";"1";"25";"0";"0";"3";"3.8";"5.3";"38";"53";"69";"96";"3";"18";"3";"12";"com net";"0.47";"100";"1";"0";"0";"1";"";"";"1";"";"";"1";"1";"";"";"2020-01-15 12:44";"0"
"";"";"6";"industrial copier";"en";"US";"2";"880";"23";"14";"25";"3";"24";"1";"18";"0";"0";"0";"4.1";"5.8";"41";"58";"63";"96";"27";"136";"29";"70";"c-o-m net";"5.23";"100";"18";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:48";"0"
"";"";"6";"weekend getaways for couples cheap";"en";"US";"5";"1000";"26";"15";"40";"4";"18";"1";"22";"0";"0";"0";"4.5";"5.5";"45";"55";"74";"93";"78";"479";"43";"170";"com net";"2.19";"50";"9";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:47";"0"
"";"";"6";"baha mar all inclusive";"en";"US";"4";"880";"23";"14";"31";"3";"19";"1";"17";"1";"0";"1";"4.1";"5.5";"41";"55";"70";"93";"149";"1324";"54";"402";"com net";"1.39";"50";"5";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:52";"0"
"";"";"6";"ryobi cordless leaf blower";"en";"US";"4";"1000";"27";"15";"31";"4";"23";"1";"0";"0";"0";"1";"4.6";"5.4";"46";"54";"87";"96";"1";"3";"6";"13";"com net";"0.39";"100";"2";"1";"0";"1";"";"";"1";"";"";"1";"1";"";"";"2020-01-15 12:46";"0"
"";"";"6";"wedding event planner";"en";"US";"3";"1000";"27";"15";"34";"4";"21";"1";"0";"0";"0";"1";"4.6";"5.1";"46";"51";"71";"88";"1932";"12771";"51";"84";"c-o-m n-e-t";"4";"100";"16";"1";"0";"1";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:43";"0"
"";"";"6";"no carb drinks";"en";"US";"3";"1000";"27";"15";"26";"4";"31";"1";"22";"0";"0";"0";"4.6";"5.3";"46";"53";"79";"89";"91";"308";"55";"215";"c-o-m net";"0.64";"100";"3";"3";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 12:47";"0"
"";"";"6";"cheap spring break trips for families";"en";"US";"6";"1000";"27";"15";"29";"4";"16";"1";"41";"1";"0";"0";"4.4";"5.5";"44";"55";"76";"93";"101";"712";"28";"104";"com net";"2.12";"0";"8";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:47";"0"
"";"";"6";"dillards women's dresses plus size";"en";"US";"5";"720";"20";"11";"23";"3";"20";"1";"16";"0";"0";"0";"4.2";"4.9";"42";"49";"72";"73";"3";"22";"18";"81";"com net";"1.06";"100";"3";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:42";"0"
"";"";"6";"jeans top";"en";"US";"2";"880";"24";"14";"14";"3";"36";"1";"8";"4";"0";"6";"3.6";"5.2";"36";"52";"74";"94";"7";"43";"4";"16";"c-o-m net";"1.74";"100";"6";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:44";"0"
"";"";"6";"totally free online dating sites over 50";"en";"US";"7";"720";"20";"11";"23";"3";"26";"1";"9";"0";"0";"0";"3.9";"5.8";"39";"58";"52";"93";"168";"427";"65";"163";"com net";"2.39";"100";"7";"4";"3";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:52";"0"
"";"";"6";"glass office partitions";"en";"US";"3";"880";"24";"14";"26";"3";"19";"1";"31";"4";"0";"3";"3.3";"4.1";"33";"41";"29";"51";"14";"71";"19";"47";"c-o-m n-e-t";"6.18";"100";"22";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 12:43";"0"
"";"";"6";"whole 30 list";"en";"US";"3";"1000";"28";"15";"29";"4";"29";"1";"23";"0";"0";"5";"4.7";"5.4";"47";"54";"72";"86";"176";"500";"119";"273";"com net";"4.01";"0";"16";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:51";"0"
"";"";"6";"white church dresses plus size";"en";"US";"5";"720";"20";"11";"16";"3";"25";"1";"15";"1";"0";"0";"3.9";"5.5";"39";"55";"50";"96";"384";"3438";"123";"1020";"com net";"1.18";"100";"3";"0";"2";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:41";"0"
"";"";"6";"crv 2008";"en";"US";"2";"880";"25";"14";"31";"3";"24";"1";"18";"0";"0";"0";"4.5";"5.3";"45";"53";"78";"93";"3";"13";"19";"44";"com net";"1.73";"0";"6";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:48";"0"
"";"";"6";"ashley stewart summer dresses";"en";"US";"4";"590";"16";"9";"21";"2";"16";"1";"13";"1";"0";"0";"3.8";"4.5";"38";"45";"61";"61";"145";"835";"21";"79";"com net";"2.76";"100";"7";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 17:39";"0"
"";"";"6";"how to lose 20 lbs in 2 weeks";"en";"US";"8";"720";"20";"11";"36";"3";"11";"1";"6";"0";"0";"0";"3.7";"5.9";"37";"59";"56";"93";"46";"284";"35";"156";"com net";"2.78";"0";"8";"3";"2";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 12:46";"0"
"";"";"6";"used office cubicles";"en";"US";"3";"720";"20";"11";"21";"3";"20";"1";"19";"4";"0";"3";"3.5";"5.4";"35";"54";"29";"94";"122";"673";"69";"300";"c-o-m net";"4.2";"100";"12";"1";"0";"";"";"1";"";"";"";"";"1";"";"";"2020-01-15 12:43";"0"
"";"";"6";"plus size mustard dress";"en";"US";"4";"720";"21";"11";"14";"3";"26";"1";"21";"0";"0";"0";"4.2";"5.3";"42";"53";"75";"93";"124";"835";"46";"106";"com net";"1.22";"100";"4";"1";"3";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:39";"0"
"";"";"6";"superwoman super lawyer";"en";"US";"3";"720";"21";"11";"17";"3";"25";"1";"15";"0";"1";"5";"3.5";"5.9";"35";"59";"59";"96";"9";"43";"10";"39";"c-o-m net";"57.5";"0";"100";"1";"0";"1";"";"";"";"";"1";"";"";"";"";"2020-01-15 12:54";"0"
"";"";"6";"authorized disney vacation planner";"en";"US";"4";"880";"26";"14";"12";"3";"39";"1";"21";"5";"1";"4";"3.4";"4.9";"34";"49";"38";"61";"3682";"21214";"175";"1149";"c-o-m net";"1.84";"50";"6";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:46";"0"
"";"";"6";"steel structure building";"en";"US";"3";"590";"17";"9";"19";"2";"19";"1";"5";"1";"1";"2";"3.7";"4.7";"37";"47";"34";"61";"327";"2087";"80";"248";"c-o-m net";"2.55";"100";"6";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:48";"0"
