"Icon";"Tag";"Niche";"Phrase";"Languages";"Countries";"Words";"Monthly Searches";"Top Results";"Visitors 1-3";"Top 1-3";"Visitors 4-7";"Top 4-7";"Visitors 8-10";"Top 8-10";"Title KW";"Domain KW";"URL KW";"MR Avg";"MR Max";"PA Avg";"PA Max";"DA Avg";"DA Max";"JL Avg";"JL Max";"RL Avg";"RL Max";"Domains";"CPC";"Competition";"Adsense Val";"Ads Top (BETA)";"Ads bottom (BETA)";"Images";"News";"Local/Maps";"Shopping";"Videos";"Exact Match Domain";"Amazon";"eBay";"YouTube";"Data Source";"Last changed";"MS flag [internal]"
"icon_ruby";"";"684";"gmc dealership";"en";"US";"2";"135000";"10";"1998";"12";"444";"11";"45";"6";"2";"0";"1";"2.7";"4.7";"27";"47";"24";"67";"4641";"18119";"79";"208";"c-o-m net";"3.75";"50";"100";"4";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:14";"0"
"icon_ruby";"";"484";"buy here pay here near me";"en";"US";"6";"90500";"13";"1339";"22";"298";"6";"30";"13";"2";"0";"1";"2.9";"5.1";"29";"51";"30";"74";"204348";"2042766";"38";"131";"c-o-m net";"4.27";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 16:04";"0"
"icon_ruby";"";"463";"car lots near me";"en";"US";"4";"90500";"14";"1339";"32";"298";"6";"30";"6";"1";"0";"1";"2.9";"5.9";"29";"59";"26";"77";"8838";"85627";"567";"5409";"c-o-m net";"2.54";"27";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 19:20";"0"
"icon_ruby";"";"406";"loans near me";"en";"US";"3";"90500";"15";"1339";"14";"298";"21";"30";"9";"6";"0";"5";"3.1";"4.2";"31";"42";"44";"72";"383";"2457";"89";"499";"c-o-m n-e-t";"5.21";"64";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 08:35";"0"
"icon_ruby";"";"380";"great lakes student loans";"en";"US";"4";"135000";"18";"1998";"29";"444";"13";"45";"13";"1";"0";"0";"3.9";"4.8";"39";"48";"53";"53";"1072";"9563";"255";"2144";"c-o-m n-e-t";"7.85";"3";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 08:33";"0"
"icon_ruby";"";"370";"mazda dealership near me";"en";"US";"4";"74000";"16";"1095";"34";"244";"8";"25";"9";"0";"0";"0";"3.5";"6";"35";"60";"30";"67";"17756";"172594";"725";"6320";"com net";"7.2";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:17";"0"
"icon_ruby";"";"359";"lord and taylor dresses";"en";"US";"4";"33100";"12";"490";"16";"109";"11";"11";"11";"0";"0";"17";"3.5";"4";"35";"40";"67";"72";"4";"22";"2";"10";"com net";"1.91";"100";"100";"2";"3";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 14:07";"0"
"icon_ruby";"";"321";"car lots";"en";"US";"2";"22200";"10";"329";"11";"73";"10";"8";"7";"1";"2";"3";"2.8";"3.8";"28";"38";"24";"49";"307";"794";"96";"286";"check";"2.63";"34";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 12:51";"0"
"icon_ruby";"";"314";"carhartt jacket";"en";"US";"2";"110000";"21";"1628";"21";"362";"25";"37";"12";"1";"0";"7";"4.1";"5.1";"41";"51";"63";"96";"18";"102";"28";"77";"com net";"5.07";"100";"100";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 14:12";"0"
"icon_ruby";"";"309";"midi dress";"en";"US";"2";"74000";"19";"1095";"17";"244";"21";"25";"19";"1";"0";"9";"4";"4.5";"40";"45";"74";"93";"36";"219";"23";"78";"net";"1.62";"100";"100";"4";"3";"1";"";"";"";"";"";"";"";"";"";"2020-01-03 23:40";"0"
"icon_ruby";"";"306";"white dress";"en";"US";"2";"301000";"24";"4453";"35";"990";"19";"99";"18";"1";"0";"9";"4.2";"5";"42";"50";"78";"89";"13";"68";"25";"73";"n-e-t";"1.2";"100";"100";"1";"3";"1";"";"";"1";"";"";"";"";"";"";"2020-01-03 23:35";"0"
"icon_ruby";"";"302";"columbia jacket";"en";"US";"2";"110000";"22";"1628";"24";"362";"23";"37";"18";"0";"0";"9";"4.3";"5.1";"43";"51";"78";"96";"401";"1985";"32";"115";"com net";"57.15";"100";"100";"1";"0";"";"";"";"1";"";"";"1";"";"";"";"2020-01-15 14:13";"0"
"icon_ruby";"";"296";"buy here pay here car lots";"en";"US";"6";"27100";"12";"401";"23";"90";"7";"9";"8";"1";"0";"1";"3.2";"5.1";"32";"51";"35";"74";"227001";"2042766";"35";"131";"c-o-m n-e-t";"5.72";"70";"100";"0";"0";"1";"";"1";"";"";"";"";"";"";"";"2020-01-14 13:13";"0"
"icon_ruby";"";"285";"dillards dresses";"en";"US";"2";"110000";"23";"1628";"24";"362";"19";"37";"24";"3";"0";"12";"4.2";"5.5";"42";"55";"78";"96";"4";"33";"10";"61";"c-o-m net";"1.23";"100";"100";"2";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 14:08";"0"
"icon_ruby";"";"281";"infiniti dealer near me";"en";"US";"4";"27100";"13";"401";"16";"90";"13";"9";"10";"1";"0";"0";"3.5";"4.3";"35";"43";"33";"77";"39577";"374652";"115";"185";"com net";"5.19";"0";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:17";"0"
"icon_ruby";"";"278";"mitsubishi dealer near me";"en";"US";"4";"22200";"11";"329";"12";"73";"14";"8";"8";"0";"0";"1";"3.3";"4.5";"33";"45";"35";"77";"327";"1299";"55";"107";"c-o-m net";"5.03";"0";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:19";"0"
"icon_ruby";"";"277";"moncler jacket";"en";"US";"2";"74000";"21";"1095";"31";"244";"17";"25";"18";"0";"0";"1";"4.2";"5.6";"42";"56";"77";"88";"5165";"51560";"352";"3414";"n-e-t";"0.82";"100";"100";"2";"0";"";"";"1";"1";"";"";"";"";"";"";"2020-01-15 14:13";"0"
"icon_ruby";"";"271";"nissan dealership near me";"en";"US";"4";"135000";"25";"1998";"50";"444";"12";"45";"18";"2";"0";"0";"4";"6.5";"40";"65";"41";"76";"538968";"5376197";"1089";"9715";"c-o-m net";"5.85";"50";"100";"1";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:15";"0"
"icon_ruby";"";"269";"plant nursery near me";"en";"US";"4";"110000";"24";"1628";"36";"362";"14";"37";"27";"0";"0";"0";"4.3";"5.4";"43";"54";"54";"93";"1884";"9757";"382";"1736";"c-o-m net";"3.06";"0";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:16";"0"
"icon_ruby";"";"266";"north face jacket";"en";"US";"3";"201000";"27";"2974";"30";"661";"27";"67";"14";"0";"0";"8";"4.6";"5.2";"46";"52";"78";"89";"852";"2938";"72";"189";"net";"2.87";"100";"100";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 14:11";"0"
"icon_ruby";"";"265";"leather jacket mens";"en";"US";"3";"90500";"24";"1339";"23";"298";"24";"30";"23";"0";"0";"7";"4.3";"5.8";"43";"58";"68";"96";"284";"2303";"42";"107";"c-o-m net";"1.68";"100";"100";"4";"3";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 08:59";"0"
"icon_ruby";"";"260";"mcdonalds nutrition";"en";"US";"2";"110000";"25";"1628";"46";"362";"21";"37";"10";"0";"1";"6";"4";"5.9";"40";"59";"60";"93";"622";"6037";"233";"2061";"net";"2.45";"0";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-09 08:40";"0"
"icon_ruby";"";"255";"mini dress";"en";"US";"2";"33100";"16";"490";"12";"109";"18";"11";"19";"0";"0";"7";"3.9";"4.6";"39";"46";"73";"86";"49";"378";"22";"138";"n-e-t";"1.26";"100";"100";"3";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-03 23:37";"0"
"icon_ruby";"";"254";"ford dealership near me";"en";"US";"4";"368000";"29";"5444";"76";"1210";"10";"121";"8";"2";"0";"1";"3.5";"7.1";"36";"71";"46";"86";"1038052";"10364515";"2628";"24628";"c-o-m net";"6.31";"50";"100";"1";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:17";"0"
"icon_ruby";"";"250";"tommy hilfiger jacket";"en";"US";"3";"49500";"20";"733";"25";"163";"20";"17";"14";"0";"0";"8";"4.1";"5.1";"41";"51";"80";"96";"2";"13";"3";"15";"com net";"1.04";"100";"100";"1";"0";"1";"";"";"1";"";"";"1";"1";"";"";"2020-01-15 14:14";"0"
"icon_ruby";"";"250";"audi dealership";"en";"US";"2";"74000";"24";"1095";"35";"244";"23";"25";"14";"5";"0";"0";"3.3";"4.4";"33";"44";"31";"71";"537";"1871";"134";"284";"n-e-t";"4.9";"0";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:09";"0"
