"Icon";"Tag";"Niche";"Phrase";"Languages";"Countries";"Words";"Monthly Searches";"Top Results";"Visitors 1-3";"Top 1-3";"Visitors 4-7";"Top 4-7";"Visitors 8-10";"Top 8-10";"Title KW";"Domain KW";"URL KW";"MR Avg";"MR Max";"PA Avg";"PA Max";"DA Avg";"DA Max";"JL Avg";"JL Max";"RL Avg";"RL Max";"Domains";"CPC";"Competition";"Adsense Val";"Ads Top (BETA)";"Ads bottom (BETA)";"Images";"News";"Local/Maps";"Shopping";"Videos";"Exact Match Domain";"Amazon";"eBay";"YouTube";"Data Source";"Last changed";"MS flag [internal]"
"";"";"69";"bardot dress";"en";"US";"2";"9900";"23";"147";"33";"33";"18";"4";"19";"1";"0";"7";"4";"4.5";"40";"45";"80";"90";"10";"85";"7";"26";"c-o-m net";"1.04";"100";"41";"4";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 17:05";"0"
"";"";"68";"100 percent free dating sites";"en";"US";"5";"8100";"19";"120";"8";"27";"19";"3";"31";"0";"0";"1";"3.8";"5.7";"38";"57";"37";"93";"53556";"478937";"480";"1548";"c-o-m net";"2.26";"89";"73";"4";"3";"";"";"";"";"";"";"";"";"";"";"2019-12-29 19:06";"0"
"";"";"64";"white puffer jacket";"en";"US";"3";"8100";"21";"120";"21";"27";"17";"3";"28";"0";"0";"3";"4.1";"5.3";"41";"53";"82";"96";"20";"105";"11";"70";"com net";"2.11";"100";"68";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 13:28";"0"
"";"";"64";"mens slim fit jeans";"en";"US";"4";"8100";"21";"120";"18";"27";"17";"3";"29";"0";"0";"4";"4.2";"5.3";"42";"53";"80";"96";"7";"42";"12";"53";"com net";"2.14";"100";"69";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:22";"0"
"";"";"63";"carbs in ranch dressing";"en";"US";"4";"6600";"17";"98";"10";"22";"23";"3";"17";"1";"0";"0";"3.5";"4.7";"35";"47";"64";"89";"18";"82";"12";"71";"com net";"2.21";"0";"58";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:34";"0"
"";"";"62";"cars under 3000";"en";"US";"3";"8100";"21";"120";"32";"27";"18";"3";"15";"1";"0";"7";"4";"5";"40";"50";"69";"83";"3";"12";"20";"64";"n-e-t";"1.23";"80";"40";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 03:43";"0"
"";"";"58";"slip and fall lawyer";"en";"US";"4";"5400";"15";"80";"26";"18";"11";"2";"8";"4";"0";"3";"2.9";"4";"29";"40";"43";"59";"4";"10";"6";"15";"n-e-t";"136.72";"28";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-09 16:45";"0"
"";"";"57";"nearest toyota dealer";"en";"US";"3";"5400";"16";"80";"23";"18";"10";"2";"0";"0";"0";"1";"3.5";"5.6";"35";"56";"42";"91";"9621";"64045";"146";"397";"com net";"5.44";"50";"100";"1";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:32";"0"
"";"";"57";"beautycounter promo code";"en";"US";"3";"8100";"23";"120";"18";"27";"23";"3";"28";"1";"0";"3";"4.3";"5";"43";"50";"52";"75";"6";"14";"74";"94";"c-o-m net";"4.56";"100";"100";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:35";"0"
"";"";"56";"tesla pre owned";"en";"US";"3";"8100";"24";"120";"30";"27";"22";"3";"19";"0";"0";"0";"4.4";"5.3";"44";"53";"73";"88";"661";"4410";"53";"169";"c-o-m net";"0.79";"0";"26";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:31";"0"
"";"";"55";"electric leaf blower";"en";"US";"3";"9900";"29";"147";"31";"33";"27";"4";"29";"0";"0";"5";"4.7";"5.5";"47";"55";"78";"96";"143";"1042";"42";"105";"c-o-m net";"0.78";"100";"31";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:23";"0"
"";"";"55";"oreilly stock";"en";"US";"2";"9900";"29";"147";"31";"33";"24";"4";"32";"0";"0";"0";"4.4";"5.7";"44";"57";"81";"93";"94";"313";"43";"112";"com net";"6.73";"0";"100";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:36";"0"
"";"";"55";"no credit check loans near me";"en";"US";"6";"4400";"13";"66";"13";"15";"14";"2";"0";"0";"0";"0";"3.5";"4.3";"35";"43";"47";"63";"1538";"8491";"174";"883";"c-o-m net";"3.27";"0";"58";"4";"1";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:30";"0"
"";"";"54";"men clothing styles";"en";"US";"3";"9900";"30";"147";"19";"33";"42";"4";"21";"0";"0";"0";"4.6";"6.2";"46";"62";"60";"94";"13193";"118387";"160";"1056";"c-o-m net";"2.9";"100";"100";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:24";"0"
"";"";"53";"used mustangs for sale";"en";"US";"4";"9900";"30";"147";"35";"33";"33";"4";"20";"2";"0";"0";"4.6";"5.2";"46";"52";"68";"83";"70";"348";"71";"138";"c-o-m net";"2.29";"100";"91";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:26";"0"
"";"";"53";"average health insurance cost";"en";"US";"4";"8100";"25";"120";"19";"27";"27";"3";"29";"0";"0";"0";"4.5";"5.4";"45";"54";"74";"91";"60";"320";"49";"229";"c-o-m net";"9.81";"50";"100";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:23";"0"
"";"";"53";"mini cooper for sale near me";"en";"US";"6";"6600";"20";"98";"26";"22";"19";"3";"17";"0";"0";"0";"4.2";"4.8";"42";"48";"71";"83";"19";"69";"20";"47";"com net";"2.13";"50";"56";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:31";"0"
"";"";"52";"mpix promo code";"en";"US";"3";"8100";"25";"120";"27";"27";"22";"3";"28";"0";"0";"0";"4.6";"5.3";"46";"53";"62";"80";"55";"377";"103";"222";"com net";"2.31";"100";"75";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:24";"0"
"";"";"52";"hungry howie's promo code";"en";"US";"4";"8100";"26";"120";"27";"27";"33";"3";"8";"0";"0";"0";"4.4";"5.7";"44";"57";"64";"93";"79";"588";"71";"208";"com net";"2.22";"0";"72";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:34";"0"
"";"";"51";"jeep wrangler near me";"en";"US";"4";"3600";"12";"54";"11";"12";"14";"2";"8";"0";"0";"0";"3.4";"4.3";"34";"43";"67";"83";"0";"0";"1";"5";"com net";"4.25";"50";"61";"4";"2";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:32";"0"
"";"";"51";"gowns for womens";"en";"US";"3";"9900";"31";"147";"48";"33";"23";"4";"23";"0";"0";"1";"4.8";"5.9";"48";"59";"78";"96";"120";"931";"56";"189";"c-o-m net";"1.37";"100";"54";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-03 23:42";"0"
"";"";"50";"balmain dress";"en";"US";"2";"4400";"14";"66";"17";"15";"14";"2";"11";"0";"0";"6";"3.7";"4.6";"37";"46";"77";"88";"11";"89";"9";"61";"com net";"1.05";"100";"18";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:11";"0"
"";"";"50";"silk slip dress";"en";"US";"3";"9900";"32";"147";"43";"33";"29";"4";"21";"2";"0";"2";"4.1";"5";"41";"50";"81";"92";"24";"121";"14";"61";"com net";"1.54";"100";"61";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:00";"0"
"";"";"50";"carb free foods";"en";"US";"3";"9900";"32";"147";"49";"33";"27";"4";"22";"0";"0";"0";"4.8";"5.7";"48";"57";"70";"91";"1621";"14430";"277";"1694";"c-o-m net";"0.38";"100";"15";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 09:23";"0"
"";"";"49";"umr provider";"en";"US";"2";"6600";"22";"98";"28";"22";"17";"3";"0";"0";"0";"0";"4.1";"5";"41";"50";"53";"92";"823";"5611";"229";"1395";"c-o-m net";"9.91";"0";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:31";"0"
"";"";"49";"how to lose back fat";"en";"US";"5";"9900";"33";"147";"59";"33";"19";"4";"21";"1";"0";"1";"4.4";"6.5";"44";"65";"81";"99";"15";"37";"18";"39";"c-o-m net";"29.72";"0";"100";"1";"0";"";"";"";"";"";"";"";"";"1";"";"2020-01-15 13:22";"0"
"";"";"48";"hibbett coupon code";"en";"US";"3";"8100";"27";"120";"28";"27";"26";"3";"28";"0";"0";"0";"4.7";"5.3";"47";"53";"66";"89";"56";"419";"100";"193";"com net";"1.21";"100";"39";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:30";"0"
"";"";"48";"tortilla carbs";"en";"US";"2";"6600";"23";"98";"18";"22";"15";"3";"44";"2";"0";"1";"3.9";"5.1";"39";"51";"65";"92";"20";"77";"20";"79";"com net";"5";"0";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:36";"0"
"";"";"48";"mens clothing brands";"en";"US";"3";"9900";"33";"147";"26";"33";"34";"4";"40";"0";"0";"0";"4.9";"5.6";"49";"56";"83";"95";"178";"998";"76";"254";"c-o-m net";"2.77";"100";"100";"1";"3";"";"";"1";"1";"";"";"";"";"";"";"2020-01-15 13:23";"0"
"";"";"48";"bridal shower dresses for bride";"en";"US";"5";"8100";"28";"120";"46";"27";"23";"3";"16";"3";"0";"0";"4";"5.1";"40";"51";"74";"96";"3";"15";"6";"26";"com net";"1.26";"100";"41";"0";"2";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:35";"0"
"";"";"47";"jeep service near me";"en";"US";"4";"3600";"13";"54";"22";"12";"10";"2";"7";"0";"0";"0";"3.2";"5";"33";"50";"45";"93";"122";"1172";"26";"129";"com net";"4.08";"0";"59";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:32";"0"
"";"";"47";"carbs in honey";"en";"US";"3";"6600";"23";"98";"23";"22";"20";"3";"27";"2";"0";"2";"3.7";"5.6";"37";"56";"64";"91";"38";"237";"26";"121";"com net";"2.4";"0";"63";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:34";"0"
"";"";"47";"used cars under 3000";"en";"US";"4";"6600";"23";"98";"23";"22";"18";"3";"30";"1";"0";"5";"4";"5";"40";"50";"67";"83";"4";"15";"23";"61";"com net";"2.26";"86";"60";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 12:51";"0"
"";"";"47";"old navy bathing suits";"en";"US";"4";"8100";"28";"120";"19";"27";"32";"3";"32";"2";"0";"1";"4.3";"5.2";"43";"52";"84";"94";"27";"165";"12";"58";"com net";"0.99";"100";"32";"0";"0";"";"";"";"";"";"";"";"1";"";"";"2020-01-15 13:27";"0"
"";"";"47";"cheap online clothing stores";"en";"US";"4";"9900";"34";"147";"25";"33";"39";"4";"37";"0";"0";"0";"4.9";"6.1";"49";"61";"63";"93";"10917";"87633";"428";"2724";"c-o-m net";"1.37";"100";"54";"4";"3";"";"";"";"1";"";"";"";"";"";"";"2020-01-08 09:46";"0"
"";"";"46";"last minute vacations";"en";"US";"3";"8100";"29";"120";"34";"27";"30";"3";"22";"1";"0";"1";"4.5";"5.5";"45";"55";"68";"90";"1125";"5258";"142";"384";"n-e-t";"1.48";"100";"48";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:22";"0"
"";"";"46";"courthouse wedding dress";"en";"US";"3";"9900";"35";"147";"16";"33";"47";"4";"38";"2";"0";"4";"4.2";"6.2";"42";"62";"59";"94";"5";"24";"10";"36";"com net";"0.83";"100";"33";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 16:46";"0"
"";"";"45";"cream cheese keto";"en";"US";"3";"5400";"20";"80";"25";"18";"20";"2";"12";"5";"0";"4";"3.3";"4.5";"33";"45";"52";"83";"44";"147";"35";"106";"com net";"1.86";"50";"40";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:35";"0"
"";"";"45";"advance financial near me";"en";"US";"4";"4400";"16";"66";"15";"15";"17";"2";"0";"0";"0";"0";"3.7";"4.8";"37";"48";"56";"93";"201";"1351";"109";"653";"com net";"2.6";"0";"46";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 16:06";"0"
"";"";"45";"mobile loans";"en";"US";"2";"8100";"30";"120";"30";"27";"48";"3";"21";"7";"2";"10";"3.2";"4.7";"32";"47";"36";"72";"494";"2947";"198";"1107";"check";"3.31";"50";"100";"3";"0";"1";"";"";"";"";"1";"";"";"";"";"2020-01-15 13:25";"0"
"";"";"44";"drybar promo code";"en";"US";"3";"6600";"24";"98";"35";"22";"22";"3";"13";"1";"0";"1";"4.1";"5.1";"41";"51";"55";"89";"2";"7";"47";"79";"com net";"4";"100";"100";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:32";"0"
"";"";"44";"shein plus size";"en";"US";"3";"9900";"36";"147";"40";"33";"32";"4";"0";"6";"0";"6";"4.1";"4.5";"41";"45";"73";"73";"3026";"5818";"9";"20";"com net";"1.04";"100";"41";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:33";"0"
"";"";"44";"amtrak discount code";"en";"US";"3";"9900";"36";"147";"39";"33";"39";"4";"26";"0";"0";"0";"5.1";"6";"51";"60";"71";"95";"837";"6745";"208";"423";"c-o-m net";"3.38";"0";"100";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:27";"0"
"";"";"44";"credit card consolidation loan";"en";"US";"4";"8100";"30";"120";"33";"27";"30";"3";"27";"0";"0";"3";"4.8";"5.8";"48";"58";"76";"93";"384";"2024";"104";"230";"c-o-m net";"19.74";"100";"100";"2";"1";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:22";"0"
"";"";"43";"desk table";"en";"US";"2";"9900";"37";"147";"38";"33";"42";"4";"24";"1";"0";"3";"4.9";"5.7";"49";"57";"85";"96";"486";"2443";"76";"244";"c-o-m net";"1.56";"100";"62";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 13:22";"0"
"";"";"43";"payday advance loans";"en";"US";"3";"5400";"21";"80";"16";"18";"23";"2";"23";"4";"0";"0";"3.8";"4.5";"38";"45";"43";"58";"392";"1432";"100";"245";"net";"5.54";"62";"100";"1";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 08:27";"0"
"";"";"42";"redbox coupon";"en";"US";"2";"9900";"38";"147";"34";"33";"45";"4";"30";"0";"0";"6";"5.1";"6.2";"51";"62";"72";"95";"114";"283";"136";"201";"com net";"0.42";"0";"17";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:28";"0"
"";"";"42";"audi wagon";"en";"US";"2";"8100";"32";"120";"30";"27";"28";"3";"40";"3";"0";"7";"4.2";"4.8";"42";"48";"74";"83";"32";"233";"21";"115";"com net";"5.99";"0";"100";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:29";"0"
"";"";"41";"used car interest rates";"en";"US";"4";"9900";"39";"147";"43";"33";"49";"4";"21";"1";"0";"1";"5";"5.6";"50";"56";"78";"93";"1365";"8842";"181";"707";"c-o-m net";"3.25";"50";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 15:59";"0"
"";"";"41";"plus size wedding dresses with sleeves";"en";"US";"6";"6600";"26";"98";"36";"22";"18";"3";"30";"3";"0";"4";"3.8";"4.5";"38";"45";"43";"68";"1798";"12164";"49";"229";"com n-e-t";"1.9";"100";"50";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 17:12";"0"
"";"";"41";"very cheap car insurance no deposit";"en";"US";"6";"5400";"22";"80";"14";"18";"25";"2";"26";"6";"0";"2";"3.2";"3.8";"32";"38";"33";"69";"297";"2231";"33";"59";"c-o-m n-e-t";"31.7";"96";"100";"3";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-10 15:25";"0"
"";"";"41";"1800flowers promo code";"en";"US";"3";"9900";"39";"147";"38";"33";"45";"4";"33";"0";"0";"1";"5.2";"6";"52";"60";"75";"93";"2198";"16320";"217";"355";"c-o-m net";"1.51";"100";"60";"3";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:26";"0"
"";"";"40";"lending tree loan";"en";"US";"3";"6600";"27";"98";"37";"22";"20";"3";"0";"0";"0";"2";"4.5";"6";"45";"60";"67";"67";"51525";"352187";"839";"5254";"c-o-m net";"6.53";"100";"100";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:31";"0"
"";"";"40";"landscaping services near me";"en";"US";"4";"6600";"27";"98";"40";"22";"24";"3";"14";"1";"0";"1";"4.4";"5.1";"44";"51";"63";"93";"697";"3085";"92";"514";"c-o-m net";"7.11";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:31";"0"
"";"";"40";"cute prom dresses";"en";"US";"3";"9900";"40";"147";"73";"33";"27";"4";"19";"2";"0";"0";"4.6";"5.6";"46";"56";"70";"89";"864";"7265";"313";"2207";"c-o-m net";"0.36";"100";"14";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-03 23:39";"0"
"";"";"40";"mom jeans outfit";"en";"US";"3";"8100";"33";"120";"22";"27";"40";"3";"36";"2";"0";"2";"4.5";"5.6";"45";"56";"77";"94";"35";"196";"17";"48";"com net";"3.14";"100";"100";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:33";"0"
"";"";"39";"1987 monte carlo ss for sale";"en";"US";"6";"3600";"15";"54";"23";"12";"13";"2";"9";"0";"0";"1";"3.7";"4.7";"37";"47";"67";"75";"7";"51";"8";"38";"com net";"1.07";"100";"15";"4";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:35";"0"
"";"";"39";"lane bryant promo code";"en";"US";"4";"6600";"28";"98";"30";"22";"23";"3";"35";"0";"0";"0";"4.7";"5.5";"47";"55";"66";"89";"562";"4656";"116";"180";"com net";"0.56";"100";"15";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:29";"0"
"";"";"39";"pre approved car loan";"en";"US";"4";"6600";"28";"98";"26";"22";"27";"3";"30";"3";"0";"6";"4.3";"5.4";"43";"54";"72";"82";"241";"1893";"85";"481";"c-o-m n-e-t";"13.42";"100";"100";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 15:58";"0"
"";"";"39";"short mother of the bride dresses";"en";"US";"6";"8100";"34";"120";"51";"27";"30";"3";"16";"6";"0";"7";"3.8";"5";"38";"50";"61";"89";"10";"61";"9";"36";"com net";"0.75";"100";"24";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 16:46";"0"
"";"";"39";"buy used tesla";"en";"US";"3";"5400";"23";"80";"23";"18";"21";"2";"25";"0";"0";"0";"4.3";"5.3";"43";"53";"70";"88";"719";"4064";"49";"161";"c-o-m net";"0.63";"50";"14";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:31";"0"
"";"";"39";"yellow jeep wrangler";"en";"US";"3";"5400";"23";"80";"22";"18";"14";"2";"25";"4";"0";"6";"4.1";"5.1";"41";"51";"68";"83";"60";"374";"41";"137";"com net";"3.25";"50";"70";"1";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:28";"0"
"";"";"39";"evo promo code";"en";"US";"3";"6600";"28";"98";"39";"22";"24";"3";"22";"2";"0";"0";"4.4";"5.1";"44";"51";"60";"75";"19";"64";"66";"103";"com net";"1.5";"0";"40";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:29";"0"
"";"";"39";"90s grunge fashion";"en";"US";"3";"9900";"41";"147";"48";"33";"58";"4";"11";"4";"0";"3";"4.2";"6.6";"42";"66";"69";"98";"18";"130";"17";"86";"c-o-m net";"1.83";"50";"72";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:32";"0"
"";"";"39";"buick convertible";"en";"US";"2";"8100";"34";"120";"39";"27";"31";"3";"33";"5";"0";"6";"4.3";"5.3";"43";"53";"76";"93";"67";"466";"45";"291";"c-o-m net";"2.14";"50";"69";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:28";"0"
"";"";"38";"pink plus size dresses";"en";"US";"4";"9900";"42";"147";"59";"33";"33";"4";"33";"6";"0";"4";"4";"5.1";"40";"51";"77";"96";"25";"121";"25";"106";"com net";"1.17";"100";"46";"1";"3";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:15";"0"
"";"";"38";"black tux promo code";"en";"US";"4";"6600";"29";"98";"23";"22";"39";"3";"17";"1";"0";"4";"4.5";"6.4";"45";"64";"56";"91";"1";"3";"47";"76";"com net";"7.61";"50";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:35";"0"
"";"";"38";"bnd stock";"en";"US";"2";"8100";"35";"120";"27";"27";"34";"3";"44";"4";"0";"1";"4.2";"5.4";"42";"54";"75";"93";"77";"437";"35";"103";"c-o-m net";"9.31";"0";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:36";"0"
"";"";"38";"suede jacket";"en";"US";"2";"9900";"42";"147";"50";"33";"24";"4";"67";"5";"0";"8";"4";"5.4";"40";"54";"77";"96";"13";"84";"9";"56";"c-o-m net";"1.4";"100";"55";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:23";"0"
"";"";"38";"tweed jacket womens";"en";"US";"3";"5400";"24";"80";"27";"18";"29";"2";"9";"2";"0";"3";"4.1";"5.1";"41";"51";"78";"96";"3";"28";"5";"32";"com net";"1.95";"100";"42";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:30";"0"
"";"";"37";"full coverage insurance";"en";"US";"3";"9900";"43";"147";"38";"33";"50";"4";"35";"7";"0";"8";"4.5";"5.3";"45";"53";"70";"87";"588";"2514";"91";"291";"n-e-t";"39.83";"100";"100";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:23";"0"
"";"";"37";"royal blue gown";"en";"US";"3";"3600";"16";"54";"25";"12";"13";"2";"9";"0";"0";"1";"3.8";"5.3";"38";"53";"68";"96";"4";"13";"3";"9";"com net";"1.26";"100";"18";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 16:56";"0"
"";"";"37";"easy canvas prints promo code";"en";"US";"5";"6600";"29";"98";"35";"22";"28";"3";"22";"0";"0";"0";"4.8";"5.4";"48";"54";"69";"89";"26";"134";"101";"138";"com net";"3.79";"100";"100";"3";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:29";"0"
