"Icon";"Tag";"Niche";"Phrase";"Languages";"Countries";"Words";"Monthly Searches";"Top Results";"Visitors 1-3";"Top 1-3";"Visitors 4-7";"Top 4-7";"Visitors 8-10";"Top 8-10";"Title KW";"Domain KW";"URL KW";"MR Avg";"MR Max";"PA Avg";"PA Max";"DA Avg";"DA Max";"JL Avg";"JL Max";"RL Avg";"RL Max";"Domains";"CPC";"Competition";"Adsense Val";"Ads Top (BETA)";"Ads bottom (BETA)";"Images";"News";"Local/Maps";"Shopping";"Videos";"Exact Match Domain";"Amazon";"eBay";"YouTube";"Data Source";"Last changed";"MS flag [internal]"
"";"";"73";"black party dress";"en";"US";"3";"9900";"22";"147";"24";"33";"21";"4";"21";"0";"0";"2";"4.3";"5.1";"43";"51";"79";"96";"19";"59";"29";"80";"c-o-m net";"1.1";"100";"44";"1";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-03 23:39";"0"
"";"";"73";"burberry dress";"en";"US";"2";"8100";"18";"120";"19";"27";"17";"3";"19";"0";"0";"7";"4.1";"4.7";"41";"47";"80";"88";"41";"194";"6";"21";"c-o-m net";"2.71";"100";"88";"2";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 16:46";"0"
"";"";"71";"qdoba nutrition";"en";"US";"2";"9900";"23";"147";"25";"33";"27";"4";"14";"6";"0";"6";"3.3";"4.9";"33";"49";"56";"78";"989";"9867";"33";"274";"com net";"0.43";"11";"17";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-09 08:46";"0"
"";"";"69";"carbs in shrimp";"en";"US";"3";"9900";"23";"147";"23";"33";"23";"4";"24";"1";"0";"0";"3.9";"5.6";"39";"56";"70";"89";"38";"203";"31";"130";"com net";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:41";"0"
"";"";"67";"frc clothing";"en";"US";"2";"6600";"16";"98";"18";"22";"13";"3";"18";"5";"1";"1";"3";"5.1";"30";"51";"36";"96";"115";"1093";"27";"100";"net";"1.86";"100";"49";"4";"3";"";"";"1";"1";"";"";"1";"";"";"";"2020-01-15 13:41";"0"
"";"";"67";"long sleeve mini dress";"en";"US";"4";"6600";"16";"98";"14";"22";"16";"3";"20";"1";"0";"2";"3.7";"4.5";"37";"45";"74";"89";"9";"65";"7";"34";"c-o-m net";"1.28";"100";"34";"0";"1";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 16:39";"0"
"";"";"67";"bad credit car lots";"en";"US";"4";"5400";"13";"80";"21";"18";"11";"2";"8";"0";"0";"0";"3.4";"5.1";"34";"51";"40";"75";"204702";"2042766";"87";"393";"com net";"12.14";"100";"100";"0";"2";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 16:02";"0"
"";"";"64";"womens fashion sneakers";"en";"US";"3";"12100";"30";"179";"51";"40";"17";"4";"25";"0";"0";"2";"4.6";"6.1";"46";"61";"82";"96";"65";"404";"37";"134";"com net";"2.01";"100";"97";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:39";"0"
"";"";"63";"international dealer near me";"en";"US";"4";"4400";"11";"66";"13";"15";"9";"2";"13";"0";"0";"0";"3.3";"4.5";"33";"45";"35";"60";"11672";"113590";"82";"198";"com net";"5.11";"0";"90";"2";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:46";"0"
"";"";"63";"opportunity loans";"en";"US";"2";"8100";"21";"120";"18";"27";"21";"3";"24";"2";"1";"4";"3.8";"4.9";"38";"49";"52";"80";"348";"1721";"148";"701";"n-e-t";"3.78";"50";"100";"4";"0";"";"";"";"";"";"1";"";"";"";"";"2020-01-15 13:45";"0"
"";"";"63";"90s outfits women";"en";"US";"3";"9900";"25";"147";"25";"33";"27";"4";"23";"0";"0";"0";"4.5";"5.2";"45";"52";"78";"94";"110";"716";"44";"135";"com net";"0.99";"100";"39";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:46";"0"
"";"";"63";"chanel jacket";"en";"US";"2";"5400";"14";"80";"16";"18";"14";"2";"12";"0";"1";"9";"3.6";"4.4";"36";"44";"71";"90";"7";"27";"7";"41";"c-o-m net";"2.36";"100";"51";"1";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:41";"0"
"";"";"63";"jordan sweatshirt";"en";"US";"2";"5400";"14";"80";"12";"18";"16";"2";"12";"0";"0";"3";"3.6";"5.1";"36";"51";"76";"96";"0";"1";"0";"3";"com net";"0.62";"100";"13";"1";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 13:43";"0"
"";"";"62";"bad credit loans near me";"en";"US";"5";"8100";"21";"120";"21";"27";"19";"3";"26";"0";"0";"0";"4.3";"5";"43";"50";"68";"87";"515";"3084";"84";"234";"c-o-m net";"5.34";"23";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 08:38";"0"
"";"";"61";"jean jumpsuit";"en";"US";"2";"8100";"22";"120";"27";"27";"22";"3";"14";"1";"0";"1";"4";"5.1";"40";"51";"82";"96";"0";"1";"4";"10";"com net";"1.55";"100";"50";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 13:43";"0"
"";"";"60";"sustainable clothing brands";"en";"US";"3";"12100";"32";"179";"40";"40";"20";"4";"42";"3";"0";"1";"4.4";"5.6";"44";"56";"71";"93";"157";"976";"97";"556";"net";"1.93";"100";"93";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:41";"0"
"";"";"60";"chinchilla coat";"en";"US";"2";"12100";"32";"179";"6";"40";"56";"4";"23";"3";"0";"5";"3.2";"5.1";"32";"51";"48";"96";"16";"72";"4";"13";"c-o-m net";"0.57";"100";"28";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:37";"0"
"";"";"60";"yellow sundress";"en";"US";"2";"8100";"22";"120";"26";"27";"16";"3";"28";"1";"0";"0";"4.1";"5.1";"41";"51";"83";"96";"10";"75";"8";"41";"c-o-m net";"0.97";"100";"31";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 16:46";"0"
"";"";"59";"off white sweater";"en";"US";"3";"6600";"18";"98";"22";"22";"18";"3";"14";"0";"0";"6";"4";"5.1";"40";"51";"78";"93";"234";"2104";"113";"991";"com net";"1.09";"100";"29";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:44";"0"
"";"";"59";"white jacket";"en";"US";"2";"9900";"27";"147";"40";"33";"22";"4";"19";"2";"0";"9";"4";"5.1";"40";"51";"85";"96";"0";"0";"1";"5";"net";"1.58";"100";"63";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:40";"0"
"";"";"58";"red mini dress";"en";"US";"3";"6600";"19";"98";"32";"22";"12";"3";"12";"2";"0";"3";"3.5";"4";"35";"40";"72";"86";"45";"378";"19";"138";"com net";"1.09";"100";"29";"0";"0";"1";"";"1";"";"";"";"";"";"";"";"2020-01-14 16:50";"0"
"";"";"57";"the general insurance quote";"en";"US";"4";"8100";"23";"120";"41";"27";"14";"3";"14";"4";"0";"1";"3.8";"5.4";"38";"54";"42";"51";"4198";"34090";"433";"2990";"c-o-m n-e-t";"21.33";"100";"100";"4";"1";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:45";"0"
"";"";"56";"navy federal mortgage rates";"en";"US";"4";"8100";"24";"120";"31";"27";"18";"3";"25";"3";"0";"2";"4";"4.9";"40";"49";"63";"80";"112";"517";"56";"246";"com net";"4.6";"0";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:45";"0"
"";"";"56";"white sweater dress";"en";"US";"3";"9900";"29";"147";"20";"33";"31";"4";"37";"2";"0";"2";"4.2";"5.1";"42";"51";"79";"96";"1867";"16770";"11";"25";"c-o-m net";"1.61";"100";"64";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 16:42";"0"
"";"";"56";"used suv for sale near me";"en";"US";"6";"8100";"24";"120";"33";"27";"24";"3";"15";"0";"0";"0";"4.4";"5.1";"44";"51";"67";"83";"56";"161";"53";"101";"c-o-m net";"3.6";"87";"100";"1";"0";"";"";"1";"1";"";"";"";"";"";"";"2020-01-14 19:41";"0"
"";"";"55";"stanley steemer promo code";"en";"US";"4";"9900";"29";"147";"31";"33";"28";"4";"28";"0";"0";"1";"4.8";"5.4";"48";"54";"62";"89";"3118";"30784";"397";"3046";"c-o-m net";"4.72";"0";"100";"2";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:41";"0"
"";"";"55";"retro dress";"en";"US";"2";"8100";"24";"120";"14";"27";"41";"3";"5";"2";"0";"5";"3.8";"5.3";"38";"53";"55";"96";"393";"3030";"137";"902";"net";"0.79";"100";"26";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-03 23:40";"0"
"";"";"55";"checkered pants";"en";"US";"2";"9900";"29";"147";"28";"33";"36";"4";"18";"2";"0";"1";"4.4";"5.3";"44";"53";"86";"96";"10";"84";"7";"55";"c-o-m net";"1.57";"100";"62";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:44";"0"
"";"";"55";"fashion nova prom dresses";"en";"US";"4";"5400";"16";"80";"25";"18";"13";"2";"9";"3";"0";"5";"3.6";"5.2";"36";"52";"82";"94";"5";"46";"6";"50";"com net";"1.8";"100";"39";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:47";"0"
"";"";"54";"best online boutiques";"en";"US";"3";"8100";"25";"120";"18";"27";"29";"3";"26";"2";"0";"3";"4.2";"5";"42";"50";"47";"90";"641";"2572";"276";"793";"net";"1";"100";"32";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:38";"0"
"";"";"53";"keto bagel recipe";"en";"US";"3";"6600";"20";"98";"23";"22";"19";"3";"19";"0";"0";"4";"4.3";"4.6";"43";"46";"62";"81";"81";"220";"76";"177";"com net";"1.9";"0";"50";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:48";"0"
"";"";"52";"keto soup recipes";"en";"US";"3";"8100";"25";"120";"36";"27";"20";"3";"20";"5";"0";"4";"3.9";"4.5";"39";"45";"68";"84";"27";"62";"21";"47";"com net";"0.27";"8";"9";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-12 01:32";"0"
"";"";"52";"2013 bmw 328i";"en";"US";"3";"9900";"31";"147";"26";"33";"31";"4";"35";"3";"0";"3";"4.4";"5.2";"44";"52";"78";"93";"27";"188";"17";"39";"com net";"2.5";"0";"99";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:44";"0"
"";"";"52";"dusty blue dress";"en";"US";"3";"9900";"31";"147";"19";"33";"50";"4";"9";"3";"0";"9";"3.7";"5.1";"37";"51";"65";"96";"1";"5";"2";"13";"com net";"0.78";"100";"31";"0";"3";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:10";"0"
"";"";"50";"at&t stock dividend";"en";"US";"3";"8100";"26";"120";"30";"27";"35";"3";"11";"2";"0";"4";"4.2";"5.3";"42";"53";"72";"92";"54";"198";"29";"89";"com net";"3.07";"0";"99";"2";"1";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:48";"0"
"";"";"50";"sauder desk";"en";"US";"2";"6600";"22";"98";"13";"22";"23";"3";"31";"1";"0";"8";"4.1";"5.2";"41";"52";"65";"93";"4";"27";"12";"24";"com net";"1.41";"100";"37";"1";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:41";"0"
"";"";"50";"family lawyer free consultation";"en";"US";"4";"3600";"12";"54";"15";"12";"5";"2";"19";"0";"0";"0";"3.1";"4.7";"31";"47";"38";"84";"160";"636";"46";"136";"c-o-m net";"7.33";"100";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:42";"0"
"";"";"50";"business casual attire for women";"en";"US";"5";"8100";"27";"120";"23";"27";"25";"3";"35";"0";"0";"1";"4.5";"5.8";"45";"58";"70";"94";"52";"171";"41";"101";"com net";"3.3";"100";"100";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:38";"0"
"";"";"49";"nursing tank tops";"en";"US";"3";"8100";"27";"120";"25";"27";"34";"3";"14";"3";"0";"1";"4";"5.1";"40";"51";"79";"96";"26";"163";"12";"55";"c-o-m net";"1.08";"100";"35";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:37";"0"
"";"";"49";"dodge service";"en";"US";"2";"5400";"18";"80";"25";"18";"18";"2";"12";"7";"0";"6";"3.2";"5.2";"32";"52";"37";"70";"298070";"2906855";"685";"6437";"c-o-m net";"3.72";"0";"80";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:39";"0"
"";"";"49";"carbs in brown rice";"en";"US";"4";"9900";"32";"147";"44";"33";"26";"4";"30";"0";"0";"0";"4.7";"5.9";"47";"59";"80";"92";"128";"576";"83";"294";"com net";"1.97";"0";"78";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:46";"0"
"";"";"49";"cheap mother of the bride dresses";"en";"US";"6";"8100";"27";"120";"27";"27";"20";"3";"36";"5";"0";"3";"3.7";"4.6";"37";"46";"48";"85";"352";"2768";"21";"42";"c-o-m net";"0.89";"100";"29";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 16:45";"0"
"";"";"48";"oversized jean jacket";"en";"US";"3";"9900";"33";"147";"28";"33";"39";"4";"29";"3";"0";"3";"4.3";"5.3";"43";"53";"85";"96";"35";"183";"21";"99";"com net";"1.39";"100";"55";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 13:45";"0"
"";"";"48";"noodles and company coupons";"en";"US";"4";"8100";"28";"120";"40";"27";"24";"3";"20";"2";"0";"0";"4.3";"5.1";"43";"51";"57";"75";"482";"4711";"86";"297";"com net";"2.96";"0";"96";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:43";"0"
"";"";"48";"servicehomeloan";"en";"US";"1";"4400";"15";"66";"27";"15";"8";"2";"7";"0";"1";"1";"2.8";"4.2";"28";"42";"31";"52";"915";"5326";"46";"153";"check";"13.78";"0";"100";"0";"0";"";"";"";"";"";"1";"";"";"";"";"2020-01-15 13:46";"0"
"";"";"47";"automaxx";"en";"US";"1";"9900";"34";"147";"38";"33";"19";"4";"49";"8";"5";"7";"2.8";"4";"28";"40";"29";"77";"498";"1668";"70";"359";"check";"3.18";"0";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:43";"0"
"";"";"47";"aeropostale jeans";"en";"US";"2";"9900";"34";"147";"39";"33";"32";"4";"30";"9";"0";"8";"4";"4.3";"40";"43";"65";"65";"15";"42";"18";"39";"com net";"8.91";"100";"100";"2";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:41";"0"
"";"";"47";"mens designer clothes";"en";"US";"3";"8100";"28";"120";"35";"27";"27";"3";"23";"0";"0";"1";"4.7";"5.3";"47";"53";"78";"89";"105";"372";"68";"174";"c-o-m net";"1.64";"100";"53";"0";"3";"";"";"";"";"";"";"";"";"";"";"2020-01-03 23:50";"0"
"";"";"46";"keto desserts to buy";"en";"US";"4";"4400";"16";"66";"17";"15";"11";"2";"21";"7";"0";"7";"3";"5.2";"30";"52";"39";"94";"1";"7";"5";"17";"com net";"0.63";"100";"11";"3";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-12 01:37";"0"
"";"";"46";"birkenstock promo code";"en";"US";"3";"6600";"23";"98";"28";"22";"20";"3";"23";"2";"0";"2";"4.2";"4.9";"42";"49";"61";"80";"4";"21";"47";"93";"com net";"1.94";"100";"51";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:44";"0"
"";"";"46";"american eagle shirts";"en";"US";"3";"9900";"35";"147";"39";"33";"32";"4";"34";"8";"0";"0";"4.1";"4.8";"41";"48";"78";"78";"31";"69";"32";"78";"c-o-m n-e-t";"0.26";"100";"10";"1";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:39";"0"
"";"";"46";"tax attorney near me";"en";"US";"4";"8100";"29";"120";"47";"27";"27";"3";"14";"1";"0";"2";"4.3";"5.7";"43";"57";"64";"98";"730";"3385";"50";"159";"n-e-t";"35.93";"100";"100";"2";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:45";"0"
"";"";"45";"nookie dress";"en";"US";"2";"2900";"11";"43";"7";"10";"14";"1";"10";"0";"0";"4";"3.1";"4.2";"31";"42";"54";"82";"77";"757";"21";"196";"com net";"1.57";"100";"18";"3";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:08";"0"
"";"";"45";"windsor promo code";"en";"US";"3";"6600";"24";"98";"29";"22";"20";"3";"24";"1";"0";"2";"4.4";"5.2";"44";"52";"63";"80";"35";"139";"77";"138";"com net";"2.37";"0";"63";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:45";"0"
"";"";"44";"pleasures clothing";"en";"US";"2";"3600";"13";"54";"12";"12";"15";"2";"14";"1";"0";"2";"3.2";"4.6";"32";"46";"58";"88";"22";"177";"15";"105";"com net";"1.42";"100";"20";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:46";"0"
"";"";"44";"apply for student loan";"en";"US";"4";"6600";"25";"98";"24";"22";"18";"3";"34";"2";"0";"1";"4.3";"5.4";"43";"54";"67";"81";"1046";"9872";"247";"2134";"c-o-m n-e-t";"12.29";"100";"100";"1";"1";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:37";"0"
"";"";"44";"amica home insurance";"en";"US";"3";"6600";"25";"98";"31";"22";"20";"3";"0";"3";"0";"2";"4";"5.3";"40";"53";"57";"80";"13301";"92557";"412";"2663";"net";"22.83";"50";"100";"4";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:41";"0"
"";"";"44";"mens chino shorts";"en";"US";"3";"4400";"17";"66";"22";"15";"15";"2";"14";"0";"0";"3";"3.9";"5.1";"39";"51";"81";"96";"5";"27";"4";"17";"com net";"2.11";"100";"37";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:38";"0"
"";"";"43";"under armour promo code";"en";"US";"4";"9900";"37";"147";"32";"33";"48";"4";"21";"0";"0";"0";"5";"6.1";"50";"61";"76";"95";"98";"613";"92";"165";"com net";"17.12";"100";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:43";"0"
"";"";"43";"car depot";"en";"US";"2";"5400";"21";"80";"17";"18";"26";"2";"17";"9";"9";"10";"2.2";"3.6";"22";"36";"17";"77";"157";"1520";"14";"62";"n-e-t";"2.38";"0";"51";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:43";"0"
"";"";"43";"ford stock dividend";"en";"US";"3";"6600";"25";"98";"22";"22";"33";"3";"18";"3";"0";"3";"4";"5.2";"40";"52";"72";"95";"19";"115";"19";"73";"com net";"1.59";"0";"42";"1";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:47";"0"
"";"";"43";"cheap insurance quotes";"en";"US";"3";"8100";"31";"120";"26";"27";"29";"3";"37";"3";"0";"1";"4.5";"5.6";"45";"56";"61";"80";"335";"1373";"156";"368";"check";"54.58";"97";"100";"4";"1";"";"";"";"";"";"";"";"";"";"";"2020-01-10 15:07";"0"
"";"";"43";"e55 amg for sale";"en";"US";"4";"5400";"21";"80";"12";"18";"18";"2";"34";"4";"0";"1";"3.5";"4.2";"35";"42";"71";"83";"0";"2";"2";"15";"com net";"2.59";"100";"56";"1";"3";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:44";"0"
"";"";"43";"twitch stocks";"en";"US";"2";"9900";"37";"147";"50";"33";"27";"4";"0";"2";"1";"5";"4.4";"5.9";"44";"59";"76";"93";"251";"1652";"44";"228";"c-o-m net";"5.98";"0";"100";"0";"0";"";"";"";"";"";"1";"";"";"";"";"2020-01-15 13:49";"0"
"";"";"43";"federal direct unsubsidized loan";"en";"US";"4";"9900";"37";"147";"45";"33";"23";"4";"49";"1";"0";"4";"4.3";"6.7";"43";"67";"71";"93";"638";"6191";"248";"2267";"com net";"8.7";"0";"100";"1";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:37";"0"
"";"";"43";"jaguar convertible";"en";"US";"2";"5400";"21";"80";"31";"18";"18";"2";"14";"3";"0";"8";"3.7";"4.5";"37";"45";"71";"83";"4";"20";"5";"23";"c-o-m net";"2.11";"0";"46";"3";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:43";"0"
"";"";"43";"columbia promo code";"en";"US";"3";"9900";"37";"147";"38";"33";"38";"4";"36";"0";"0";"1";"5.1";"5.9";"51";"59";"75";"94";"45";"173";"137";"221";"com net";"1.5";"100";"59";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:44";"0"
"";"";"42";"e renters insurance";"en";"US";"3";"5400";"21";"80";"24";"18";"19";"2";"0";"1";"0";"5";"4.1";"4.8";"41";"48";"52";"69";"45096";"315289";"232";"1329";"c-o-m n-e-t";"18.16";"50";"100";"4";"2";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:39";"0"
"";"";"42";"billionaire boys club t shirt";"en";"US";"5";"2900";"11";"43";"14";"10";"12";"1";"6";"0";"0";"1";"3.3";"4.3";"33";"43";"52";"66";"12";"52";"15";"47";"com net";"0.39";"100";"5";"1";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:47";"0"
"";"";"42";"wedding dress stores near me";"en";"US";"5";"9900";"38";"147";"60";"33";"36";"4";"19";"0";"0";"0";"4.9";"6.3";"49";"63";"57";"93";"35345";"260806";"2079";"10447";"com net";"2.99";"100";"100";"4";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 16:59";"0"
"";"";"42";"keto cheese chips";"en";"US";"3";"8100";"31";"120";"48";"27";"22";"3";"18";"5";"0";"4";"3.9";"4.8";"39";"48";"65";"92";"28";"112";"25";"92";"com net";"1.96";"100";"64";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:46";"0"
"";"";"42";"long shirt dress";"en";"US";"3";"5400";"21";"80";"26";"18";"17";"2";"22";"0";"0";"0";"4.2";"5.1";"42";"51";"86";"96";"0";"2";"5";"19";"com net";"1.87";"100";"40";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 16:53";"0"
"";"";"42";"nissan used cars";"en";"US";"3";"5400";"21";"80";"36";"18";"18";"2";"11";"6";"0";"2";"3.5";"5";"35";"50";"51";"77";"1355";"12593";"24";"98";"net";"5.56";"65";"100";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 12:50";"0"
"";"";"42";"puma sweatpants";"en";"US";"2";"6600";"26";"98";"13";"22";"35";"3";"27";"2";"0";"2";"3.9";"5.4";"39";"54";"85";"96";"1";"3";"2";"9";"com net";"0.99";"100";"26";"1";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:42";"0"
"";"";"42";"top 10 women's online clothing stores";"en";"US";"6";"8100";"32";"120";"26";"27";"36";"3";"31";"2";"0";"1";"4.5";"5.6";"45";"56";"71";"94";"177";"738";"84";"184";"com net";"2.29";"100";"74";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:46";"0"
"";"";"41";"easy online loans";"en";"US";"3";"6600";"26";"98";"27";"22";"32";"3";"18";"5";"0";"1";"3.8";"4.9";"39";"49";"47";"72";"579";"3631";"229";"688";"n-e-t";"6.65";"95";"100";"4";"3";"";"";"";"";"";"";"";"";"";"";"2020-01-14 08:33";"0"
"";"";"41";"low carb cheesecake";"en";"US";"3";"9900";"39";"147";"80";"33";"39";"4";"36";"12";"0";"11";"3.8";"4.8";"38";"48";"52";"73";"128";"746";"60";"193";"c-o-m net";"0.47";"100";"19";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 09:22";"0"
