"Icon";"Tag";"Niche";"Phrase";"Languages";"Countries";"Words";"Monthly Searches";"Top Results";"Visitors 1-3";"Top 1-3";"Visitors 4-7";"Top 4-7";"Visitors 8-10";"Top 8-10";"Title KW";"Domain KW";"URL KW";"MR Avg";"MR Max";"PA Avg";"PA Max";"DA Avg";"DA Max";"JL Avg";"JL Max";"RL Avg";"RL Max";"Domains";"CPC";"Competition";"Adsense Val";"Ads Top (BETA)";"Ads bottom (BETA)";"Images";"News";"Local/Maps";"Shopping";"Videos";"Exact Match Domain";"Amazon";"eBay";"YouTube";"Data Source";"Last changed";"MS flag [internal]"
"";"";"11";"plus size christmas outfit";"en";"US";"4";"1000";"16";"15";"22";"4";"12";"1";"13";"0";"0";"3";"3.7";"5.1";"37";"51";"68";"96";"2";"10";"3";"12";"com net";"0.93";"100";"4";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:38";"0"
"";"";"11";"low carb sloppy joe";"en";"US";"4";"720";"11";"11";"17";"3";"9";"1";"9";"1";"0";"4";"3.1";"3.9";"31";"39";"51";"73";"8";"20";"5";"14";"com net";"2.38";"5";"7";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 09:33";"0"
"";"";"10";"guaranteed car finance";"en";"US";"3";"720";"12";"11";"11";"3";"11";"1";"14";"1";"0";"1";"3.1";"4.6";"31";"46";"40";"73";"29";"224";"30";"157";"check";"11.46";"100";"33";"2";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 15:59";"0"
"";"";"10";"plus size black bodycon dress";"en";"US";"5";"880";"14";"14";"10";"3";"14";"1";"22";"0";"0";"0";"3.5";"5.1";"35";"51";"58";"96";"265";"2254";"10";"33";"com net";"0.94";"100";"3";"1";"3";"1";"";"1";"1";"";"";"1";"";"";"";"2020-01-14 17:39";"0"
"";"";"10";"traumatic brain injury attorney";"en";"US";"4";"590";"10";"9";"16";"2";"7";"1";"7";"1";"0";"0";"2.9";"3.9";"29";"39";"42";"59";"13";"59";"7";"28";"net";"22.87";"8";"54";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-09 16:40";"0"
"";"";"9";"shapeways promo code";"en";"US";"3";"1000";"18";"15";"23";"4";"19";"1";"12";"0";"0";"1";"4.1";"4.8";"41";"48";"63";"80";"10";"64";"21";"50";"com net";"2.09";"0";"8";"0";"2";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
"";"";"9";"solaria solar panels";"en";"US";"3";"880";"16";"14";"20";"3";"14";"1";"14";"6";"0";"2";"3.2";"4.5";"32";"45";"46";"81";"186";"1600";"48";"420";"com net";"5.35";"100";"19";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:17";"0"
"";"";"9";"low carb tortilla recipe";"en";"US";"4";"1000";"18";"15";"21";"4";"13";"1";"33";"1";"0";"1";"3.9";"4.5";"39";"45";"57";"81";"58";"171";"52";"136";"com net";"3.35";"0";"13";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:11";"0"
"";"";"9";"decorative curbing";"en";"US";"2";"480";"9";"8";"9";"2";"10";"1";"5";"8";"0";"2";"1.9";"3.2";"19";"32";"12";"43";"105";"809";"10";"26";"c-o-m net";"3.32";"50";"6";"0";"0";"1";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:12";"0"
"";"";"9";"steelcase file cabinet";"en";"US";"3";"880";"16";"14";"18";"3";"21";"1";"9";"3";"0";"8";"3.5";"4.8";"35";"48";"63";"94";"1";"4";"4";"18";"com net";"3.08";"100";"11";"0";"0";"";"";"";"";"";"";"";"1";"";"";"2020-01-15 13:13";"0"
"";"";"9";"plus size new years dress";"en";"US";"5";"1000";"19";"15";"16";"4";"22";"1";"16";"0";"0";"4";"4.1";"5.3";"41";"53";"80";"96";"2";"14";"4";"10";"com net";"1.13";"100";"5";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:38";"0"
"";"";"9";"keto pressure cooker recipes";"en";"US";"4";"1000";"19";"15";"24";"4";"17";"1";"15";"2";"0";"1";"3.8";"4.4";"38";"44";"64";"82";"36";"115";"20";"60";"com net";"0.37";"77";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-12 01:34";"0"
"";"";"9";"portable solar power";"en";"US";"3";"1000";"19";"15";"27";"4";"13";"1";"20";"1";"0";"1";"4";"5.1";"40";"51";"63";"96";"96";"819";"34";"149";"c-o-m net";"1.15";"100";"5";"3";"0";"";"";"";"1";"";"";"1";"";"";"";"2020-01-12 06:03";"0"
"";"";"9";"car wreck attorney";"en";"US";"3";"1000";"19";"15";"14";"4";"27";"1";"5";"0";"0";"0";"3.9";"5.6";"39";"56";"48";"84";"390";"1614";"96";"186";"n-e-t";"167.5";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2019-12-20 14:52";"0"
"";"";"9";"landscape installation";"en";"US";"2";"880";"17";"14";"18";"3";"17";"1";"16";"8";"0";"8";"2.1";"5.2";"21";"52";"28";"81";"84";"753";"9";"77";"c-o-m net";"7.07";"34";"25";"0";"0";"1";"";"1";"";"";"";"";"";"";"";"2019-12-30 21:02";"0"
"";"";"9";"menards rototiller";"en";"US";"2";"590";"12";"9";"13";"2";"11";"1";"10";"0";"0";"1";"3.4";"3.9";"34";"39";"63";"63";"0";"1";"1";"4";"com net";"0.28";"100";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:21";"0"
"";"";"9";"hipaa lawyer";"en";"US";"2";"590";"12";"9";"19";"2";"7";"1";"11";"3";"0";"3";"2.8";"4";"28";"40";"41";"88";"9";"33";"10";"37";"net";"4.39";"50";"10";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:11";"0"
"";"";"8";"entertainment attorney";"en";"US";"2";"880";"18";"14";"29";"3";"14";"1";"12";"1";"0";"2";"3.7";"5.2";"37";"52";"64";"92";"5";"17";"10";"28";"n-e-t";"3.68";"0";"13";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:10";"0"
"";"";"8";"low carb breakfast on the go";"en";"US";"6";"1000";"20";"15";"17";"4";"23";"1";"20";"0";"0";"1";"4.2";"5.2";"42";"52";"71";"89";"26";"130";"26";"96";"com net";"2.08";"100";"8";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:11";"0"
"";"";"8";"light pink cocktail dress";"en";"US";"4";"1000";"20";"15";"17";"4";"19";"1";"29";"0";"0";"0";"4.1";"5.4";"41";"54";"77";"96";"21";"78";"19";"115";"com net";"1.33";"100";"5";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:16";"0"
"";"";"8";"disney travel agents near me";"en";"US";"5";"720";"15";"11";"12";"3";"22";"1";"8";"0";"0";"0";"3.6";"4.9";"36";"49";"45";"61";"3234";"22337";"270";"1301";"com net";"3.94";"0";"11";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
"";"";"8";"plus size one shoulder dress";"en";"US";"5";"880";"18";"14";"23";"3";"16";"1";"16";"0";"0";"3";"4";"5.1";"40";"51";"75";"96";"54";"352";"27";"102";"com net";"1.22";"100";"4";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:12";"0"
"";"";"8";"keto bread machine recipe";"en";"US";"4";"1000";"21";"15";"24";"4";"15";"1";"38";"1";"0";"1";"3.8";"5.2";"38";"52";"57";"94";"82";"202";"50";"146";"com net";"2";"0";"8";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:17";"0"
"";"";"8";"plus size neon clothing";"en";"US";"4";"1000";"21";"15";"21";"4";"24";"1";"14";"2";"0";"1";"3.9";"5";"39";"50";"73";"93";"2546";"21860";"107";"499";"com net";"0.93";"100";"4";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-14 17:24";"0"
"";"";"8";"4.7 dodge engine for sale";"en";"US";"5";"720";"15";"11";"29";"3";"5";"1";"15";"1";"0";"1";"3.3";"5.6";"33";"56";"43";"94";"4";"31";"11";"35";"com net";"1.67";"100";"5";"0";"0";"";"";"";"1";"";"";"";"1";"";"";"2020-01-15 13:09";"0"
"";"";"8";"carb free tortillas";"en";"US";"3";"1000";"21";"15";"22";"4";"15";"1";"32";"3";"0";"3";"3.9";"4.5";"39";"45";"57";"81";"61";"171";"51";"136";"com net";"1.21";"100";"5";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:19";"0"
"";"";"8";"elopement planner";"en";"US";"2";"480";"10";"8";"8";"2";"16";"1";"5";"2";"0";"1";"2.8";"4.6";"28";"46";"38";"84";"19";"148";"14";"100";"c-o-m n-e-t";"1.37";"50";"3";"1";"1";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
"";"";"8";"2nd marriage wedding dresses";"en";"US";"4";"1000";"22";"15";"13";"4";"27";"1";"26";"1";"0";"3";"4";"5.8";"40";"58";"46";"94";"6";"47";"13";"73";"com net";"0.77";"100";"3";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:10";"0"
"";"";"7";"small conference table";"en";"US";"3";"1000";"22";"15";"39";"4";"10";"1";"0";"0";"0";"1";"4";"5.9";"40";"59";"62";"96";"2044";"13998";"24";"63";"com net";"5.11";"100";"20";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:12";"0"
"";"";"7";"trademark lawyer near me";"en";"US";"4";"1000";"22";"15";"20";"4";"26";"1";"17";"0";"0";"0";"4.2";"5.8";"42";"58";"65";"98";"1343";"11084";"147";"1110";"c-o-m net";"9.98";"50";"40";"4";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:15";"0"
"";"";"7";"landscape curbing near me";"en";"US";"4";"590";"13";"9";"22";"2";"9";"1";"4";"2";"0";"1";"3.1";"4";"31";"40";"37";"80";"89";"543";"21";"51";"com net";"4.49";"50";"11";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:17";"0"
"";"";"7";"plus size cocktail dresses for weddings";"en";"US";"6";"880";"20";"14";"22";"3";"23";"1";"13";"0";"0";"0";"4.1";"5.1";"41";"51";"69";"96";"4";"12";"15";"42";"com net";"1.34";"100";"5";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:21";"0"
"";"";"7";"free black dating sites";"en";"US";"4";"880";"20";"14";"17";"3";"28";"1";"13";"1";"0";"1";"3.8";"5.2";"38";"52";"44";"73";"37899";"347162";"298";"2114";"c-o-m net";"2";"87";"7";"3";"3";"";"";"";"";"";"";"";"";"";"";"2019-12-29 19:05";"0"
"";"";"7";"cook law firm";"en";"US";"3";"720";"16";"11";"12";"3";"22";"1";"13";"8";"3";"5";"2.3";"3.9";"23";"39";"27";"84";"117";"567";"16";"46";"c-o-m n-e-t";"5.81";"0";"17";"0";"0";"";"";"1";"";"";"1";"";"";"";"";"2020-01-15 13:11";"0"
"";"";"7";"cold shoulder cocktail dress";"en";"US";"4";"1000";"23";"15";"31";"4";"21";"1";"15";"1";"0";"3";"4";"5.1";"40";"51";"81";"96";"1";"6";"5";"44";"com net";"1.29";"100";"5";"0";"3";"1";"";"1";"1";"";"";"1";"";"";"";"2020-01-14 17:27";"0"
"";"";"7";"plus size white gown";"en";"US";"4";"1000";"23";"15";"27";"4";"25";"1";"13";"0";"0";"0";"4.4";"5.2";"44";"52";"70";"96";"20";"87";"39";"81";"com net";"1.26";"100";"5";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:39";"0"
"";"";"7";"local tree nurseries";"en";"US";"3";"720";"17";"11";"21";"3";"17";"1";"11";"0";"0";"0";"3.7";"5.1";"37";"51";"42";"93";"959";"4530";"152";"608";"com net";"2.37";"100";"7";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:11";"0"
"";"";"7";"costco disney vacation";"en";"US";"3";"720";"17";"11";"16";"3";"18";"1";"0";"0";"0";"0";"4";"4.6";"40";"46";"61";"92";"375";"2572";"42";"109";"com net";"5.3";"0";"15";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
"";"";"7";"plus size wedding guest dresses cheap";"en";"US";"6";"720";"17";"11";"16";"3";"17";"1";"18";"0";"0";"0";"3.9";"4.8";"39";"48";"66";"89";"8";"70";"11";"18";"com net";"1.03";"100";"3";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:34";"0"
"";"";"7";"rh desk";"en";"US";"2";"390";"9";"6";"10";"2";"10";"1";"7";"4";"0";"3";"2.5";"3.9";"25";"39";"45";"83";"0";"0";"1";"10";"c-o-m net";"3.03";"100";"5";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:21";"0"
"";"";"7";"mauve mother of the bride dresses";"en";"US";"6";"1000";"24";"15";"33";"4";"19";"1";"18";"1";"0";"1";"4.3";"5.3";"43";"53";"67";"89";"45";"95";"50";"114";"com net";"0.8";"100";"3";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:15";"0"
"";"";"7";"top seo companies";"en";"US";"3";"880";"21";"14";"24";"3";"24";"1";"14";"4";"0";"2";"3.7";"5";"37";"50";"41";"61";"281";"1273";"128";"612";"net";"27.39";"42";"96";"4";"3";"";"";"1";"";"";"";"";"";"";"";"2019-12-16 19:29";"0"
"";"";"7";"office depot glass desk";"en";"US";"4";"720";"17";"11";"20";"3";"17";"1";"13";"3";"0";"0";"3.6";"3.9";"36";"39";"76";"76";"1";"2";"4";"23";"com net";"31.74";"100";"91";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:12";"0"
"";"";"7";"free legal advice near me";"en";"US";"5";"1300";"31";"20";"37";"5";"27";"1";"29";"0";"0";"0";"4.7";"5.7";"47";"57";"67";"93";"1613";"14377";"129";"449";"com net";"3.64";"100";"19";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
"";"";"7";"free dating site no credit card";"en";"US";"6";"480";"12";"8";"14";"2";"6";"1";"17";"0";"0";"4";"3";"5.3";"30";"53";"30";"62";"6343";"50792";"437";"2583";"com net";"1.93";"100";"4";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:11";"0"
"";"";"7";"l desk with hutch";"en";"US";"4";"1000";"24";"15";"24";"4";"25";"1";"22";"1";"0";"3";"4.3";"5.3";"43";"53";"79";"96";"1";"1";"9";"23";"com net";"2.69";"100";"11";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:11";"0"
"";"";"7";"cheese wraps keto";"en";"US";"3";"1000";"24";"15";"15";"4";"31";"1";"0";"2";"0";"4";"4";"5.7";"40";"57";"66";"94";"8";"28";"11";"40";"com net";"1.84";"100";"7";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:21";"0"
"";"";"7";"best criminal defense attorney";"en";"US";"4";"1000";"24";"15";"47";"4";"19";"1";"8";"1";"0";"1";"3.8";"5.7";"38";"57";"55";"93";"242";"1137";"34";"115";"c-o-m n-e-t";"27.4";"0";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:08";"0"
"";"";"7";"mori lee bridal gowns";"en";"US";"4";"880";"22";"14";"29";"3";"19";"1";"15";"0";"0";"0";"4.2";"5.5";"42";"55";"53";"84";"5793";"47001";"456";"3257";"com net";"1.31";"100";"5";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:13";"0"
"";"";"7";"nike plus size dress";"en";"US";"4";"880";"22";"14";"30";"3";"18";"1";"17";"0";"0";"0";"4.3";"5.1";"43";"51";"78";"89";"139";"900";"26";"137";"com net";"0.83";"100";"3";"1";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:38";"0"
"";"";"7";"plus size mother of the bride dresses with sleeves";"en";"US";"9";"880";"22";"14";"29";"3";"22";"1";"11";"0";"0";"0";"4.2";"5.5";"42";"55";"67";"96";"14";"65";"17";"63";"com net";"1.04";"100";"4";"4";"3";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:21";"0"
"";"";"7";"mobile file cabinet";"en";"US";"3";"1000";"25";"15";"34";"4";"14";"1";"40";"0";"0";"0";"4.3";"5.8";"43";"58";"86";"96";"83";"640";"17";"108";"c-o-m net";"2.35";"100";"9";"4";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-15 13:08";"0"
"";"";"7";"labor and employment attorney";"en";"US";"4";"720";"18";"11";"14";"3";"25";"1";"9";"0";"0";"0";"3.7";"5.9";"37";"59";"61";"94";"290";"2307";"37";"176";"c-o-m n-e-t";"8.13";"50";"23";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:11";"0"
"";"";"7";"black lace bridesmaid dress";"en";"US";"4";"720";"18";"11";"13";"3";"26";"1";"9";"0";"0";"2";"3.9";"5.1";"39";"51";"63";"96";"34";"221";"18";"134";"com net";"1.3";"100";"4";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:12";"0"
"";"";"7";"yellow plus size prom dress";"en";"US";"5";"720";"18";"11";"18";"3";"17";"1";"20";"0";"0";"0";"3.9";"4.9";"39";"49";"52";"89";"1264";"10987";"174";"1331";"com net";"0.8";"100";"2";"0";"0";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:35";"0"
"";"";"7";"keto almond milk";"en";"US";"3";"720";"18";"11";"28";"3";"13";"1";"13";"3";"0";"4";"3.4";"5.3";"34";"53";"54";"86";"21";"107";"20";"98";"com net";"1.96";"100";"6";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:19";"0"
"";"";"7";"adjustable office chair";"en";"US";"3";"880";"22";"14";"24";"3";"24";"1";"9";"0";"0";"3";"4.2";"5.3";"42";"53";"84";"96";"1871";"14965";"24";"179";"c-o-m net";"2.19";"100";"8";"1";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 13:11";"0"
"";"";"7";"plus size gothic wedding dresses";"en";"US";"5";"880";"22";"14";"13";"3";"21";"1";"37";"4";"0";"6";"3.4";"5.1";"34";"51";"52";"96";"0";"1";"0";"1";"com net";"1.09";"100";"4";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:21";"0"
"";"";"7";"best sit stand desk";"en";"US";"4";"1300";"33";"20";"23";"5";"39";"1";"37";"0";"0";"1";"4.8";"5.7";"48";"57";"77";"95";"229";"1498";"114";"656";"c-o-m net";"5.31";"100";"28";"1";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:14";"0"
"";"";"7";"muumuu dress plus size";"en";"US";"4";"720";"18";"11";"20";"3";"21";"1";"12";"0";"0";"0";"3.9";"5.2";"39";"52";"57";"96";"75";"670";"5";"16";"com net";"0.65";"100";"2";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:27";"0"
"";"";"7";"torrid maxi dress";"en";"US";"3";"880";"23";"14";"17";"3";"17";"1";"42";"3";"0";"8";"3.8";"5.1";"38";"51";"79";"96";"2";"15";"5";"35";"com net";"22.95";"100";"81";"1";"0";"1";"";"";"";"";"";"1";"1";"";"";"2020-01-14 17:39";"0"
"";"";"6";"absolutely free dating sites";"en";"US";"4";"1000";"26";"15";"32";"4";"15";"1";"34";"0";"0";"0";"4.3";"6";"43";"60";"47";"93";"60967";"501754";"891";"5959";"c-o-m net";"2.51";"88";"10";"4";"3";"1";"";"";"";"";"";"";"";"";"";"2019-12-29 19:06";"0"
"";"";"6";"best all inclusive family vacations";"en";"US";"5";"1000";"26";"15";"29";"4";"24";"1";"25";"1";"0";"1";"4.5";"5.2";"45";"52";"77";"93";"41";"118";"40";"114";"com net";"2.17";"50";"9";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:08";"0"
"";"";"6";"red long sleeve cocktail dress";"en";"US";"5";"880";"23";"14";"26";"3";"20";"1";"23";"0";"0";"0";"4.4";"5.1";"44";"51";"80";"96";"16";"126";"17";"47";"com net";"1.67";"100";"6";"0";"1";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:22";"0"
"";"";"6";"plus size mommy and me outfits";"en";"US";"6";"880";"23";"14";"40";"3";"19";"1";"12";"2";"0";"1";"4";"5.1";"40";"51";"70";"96";"3832";"38260";"27";"217";"com net";"0.49";"100";"2";"1";"3";"";"";"1";"1";"";"";"1";"";"";"";"2020-01-14 17:35";"0"
"";"";"6";"davids bridal plus size prom dresses";"en";"US";"6";"880";"23";"14";"22";"3";"23";"1";"23";"0";"0";"1";"4.3";"5.5";"43";"55";"71";"94";"24";"178";"35";"147";"com net";"1.02";"100";"4";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 17:35";"0"
"";"";"6";"bald cypress trees for sale";"en";"US";"5";"480";"12";"8";"20";"2";"9";"1";"10";"1";"0";"0";"3.2";"3.9";"32";"39";"48";"83";"7";"26";"6";"16";"c-o-m net";"0.66";"100";"1";"4";"3";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:13";"0"
"";"";"6";"illusion lace wedding dress";"en";"US";"4";"590";"15";"9";"16";"2";"19";"1";"7";"1";"0";"0";"3.6";"4.5";"36";"45";"60";"86";"34";"240";"11";"50";"com net";"1.46";"100";"3";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
"";"";"6";"aliexpress code";"en";"US";"2";"1300";"34";"20";"32";"5";"39";"1";"26";"0";"0";"1";"4.9";"6";"49";"60";"74";"95";"217";"1030";"124";"233";"net";"0.94";"50";"5";"4";"3";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
"";"";"6";"macys wedding dresses plus size";"en";"US";"5";"720";"19";"11";"18";"3";"17";"1";"21";"0";"0";"7";"4.1";"4.7";"41";"47";"89";"89";"1";"4";"4";"13";"com net";"1.23";"100";"4";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 17:41";"0"
"";"";"6";"long plus size bridesmaid dresses";"en";"US";"5";"720";"19";"11";"18";"3";"23";"1";"12";"0";"0";"0";"4.1";"5.1";"41";"51";"68";"96";"9";"40";"13";"33";"com net";"1.21";"100";"3";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:36";"0"
"";"";"6";"navy blue bridesmaid dresses plus size";"en";"US";"6";"880";"23";"14";"35";"3";"19";"1";"14";"1";"0";"1";"4.1";"5.1";"41";"51";"67";"96";"10";"40";"14";"33";"com net";"1.19";"100";"4";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:37";"0"
"";"";"6";"construction injury lawyer";"en";"US";"3";"480";"13";"8";"8";"2";"19";"1";"7";"4";"0";"5";"2.8";"4.8";"28";"48";"42";"84";"34";"214";"10";"45";"net";"325.62";"28";"100";"0";"3";"";"";"1";"";"";"";"";"";"";"";"2020-01-09 16:41";"0"
"";"";"6";"havertys desk";"en";"US";"2";"590";"16";"9";"18";"2";"14";"1";"0";"4";"0";"6";"3.3";"4";"33";"40";"53";"53";"2";"15";"10";"40";"com net";"2.18";"100";"5";"0";"0";"";"";"";"1";"";"";"";"";"";"";"2020-01-15 13:18";"0"
"";"";"6";"litigation attorney near me";"en";"US";"4";"720";"19";"11";"21";"3";"16";"1";"23";"0";"0";"0";"4.2";"4.7";"42";"47";"60";"70";"88";"533";"22";"42";"com net";"11.36";"50";"33";"1";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:16";"0"
