"Icon";"Tag";"Niche";"Phrase";"Languages";"Countries";"Words";"Monthly Searches";"Top Results";"Visitors 1-3";"Top 1-3";"Visitors 4-7";"Top 4-7";"Visitors 8-10";"Top 8-10";"Title KW";"Domain KW";"URL KW";"MR Avg";"MR Max";"PA Avg";"PA Max";"DA Avg";"DA Max";"JL Avg";"JL Max";"RL Avg";"RL Max";"Domains";"CPC";"Competition";"Adsense Val";"Ads Top (BETA)";"Ads bottom (BETA)";"Images";"News";"Local/Maps";"Shopping";"Videos";"Exact Match Domain";"Amazon";"eBay";"YouTube";"Data Source";"Last changed";"MS flag [internal]"
"icon_ruby";"";"484";"buy here pay here near me";"en";"US";"6";"90500";"13";"1339";"22";"298";"6";"30";"13";"2";"0";"1";"2.9";"5.1";"29";"51";"30";"74";"204348";"2042766";"38";"131";"c-o-m net";"4.27";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-14 16:04";"0"
"icon_ruby";"";"479";"kia dealership near me";"en";"US";"4";"110000";"14";"1628";"15";"362";"10";"37";"17";"4";"0";"2";"2.8";"4.7";"28";"47";"36";"86";"1135";"6499";"43";"196";"com net";"6.48";"50";"100";"2";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:17";"0"
"icon_ruby";"";"414";"mazda dealership";"en";"US";"2";"110000";"16";"1628";"16";"362";"13";"37";"19";"4";"0";"0";"3.4";"4.7";"34";"47";"28";"67";"2800";"13453";"140";"268";"c-o-m net";"6.42";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:14";"0"
"icon_ruby";"";"335";"jeep dealership near me";"en";"US";"4";"201000";"21";"2974";"46";"661";"9";"67";"13";"1";"0";"1";"3.6";"6.3";"36";"63";"39";"77";"81253";"722910";"1404";"13202";"com net";"7.25";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:17";"0"
"icon_ruby";"";"333";"sexy dress";"en";"US";"2";"60500";"17";"895";"22";"199";"16";"20";"14";"0";"0";"5";"3.9";"4.8";"39";"48";"60";"89";"717";"4663";"62";"160";"n-e-t";"0.83";"100";"100";"0";"1";"1";"";"";"1";"";"";"";"";"";"";"2020-01-09 17:22";"0"
"icon_ruby";"";"320";"leather jacket";"en";"US";"2";"135000";"21";"1998";"24";"444";"21";"45";"17";"0";"0";"7";"4.3";"5.2";"43";"52";"70";"89";"331";"2303";"60";"184";"check";"2.6";"100";"100";"1";"0";"1";"";"1";"";"";"";"";"";"";"";"2020-01-14 08:59";"0"
"icon_ruby";"";"319";"kia dealership";"en";"US";"2";"165000";"22";"2441";"26";"543";"16";"55";"25";"7";"0";"0";"3.5";"4.4";"35";"44";"31";"86";"58893";"564571";"137";"212";"c-o-m net";"5.65";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:12";"0"
"icon_ruby";"";"296";"buy here pay here car lots";"en";"US";"6";"27100";"12";"401";"23";"90";"7";"9";"8";"1";"0";"1";"3.2";"5.1";"32";"51";"35";"74";"227001";"2042766";"35";"131";"c-o-m n-e-t";"5.72";"70";"100";"0";"0";"1";"";"1";"";"";"";"";"";"";"";"2020-01-14 13:13";"0"
"icon_ruby";"";"295";"mens fur coat";"en";"US";"3";"27100";"12";"401";"11";"90";"9";"9";"21";"0";"0";"3";"3.3";"5.2";"33";"52";"44";"94";"126";"1078";"11";"18";"c-o-m net";"1.29";"100";"100";"0";"1";"1";"";"";"1";"";"";"";"1";"";"";"2020-01-15 14:13";"0"
"icon_ruby";"";"280";"chrysler dealership";"en";"US";"2";"60500";"20";"895";"42";"199";"10";"20";"11";"3";"0";"0";"3.5";"5.1";"36";"51";"32";"72";"1154";"3904";"184";"510";"n-e-t";"6.99";"50";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 14:15";"0"
