"Keyword","Avg. Search Volume","Location","CPC","PPC","Keyword Difficulty","Search Volume 3/2015","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019"
"ransom clothing",4000,"United States",0.69,38,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,6600,5400,4400,5400,2900,4400,4400,4400,4400,2900,4400,3600,4400,2900,3600,5400,3600
"filing cabinet folders",1300,"United States",1.24,100,33,"","","","","480","590","480","390",480,390,590,590,480,480,480,480,480,720,720,720,590,590,1000,720,880,720,720,720,1000,1000,880,880,880,720,"1300","1000","1300",1000,1000,880,1000,1300,1000,1000,880,1000,1600,1300,1300,1000,1000,1300,1300,1600,1600,1300,1000,1300
"tesla model s for sale",7800,"United States",0.64,75,,"","","","","","","4400","5400",4400,4400,5400,4400,5400,8100,5400,5400,5400,5400,5400,5400,4400,4400,4400,4400,5400,6600,5400,5400,8100,8100,6600,8100,9900,8100,"9900","9900","9900",8100,8100,6600,8100,8100,8100,6600,5400,6600,6600,6600,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
"pstg stock",9400,"United States",,0,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,14800,9900,8100,9900,5400,8100,9900,9900,9900,12100,8100,8100,12100,6600,8100,12100,8100
"ace insurance",2200,"United States",6.32,27,20,"","","","","","","","",,,9900,8100,8100,6600,6600,6600,5400,6600,5400,5400,4400,4400,4400,4400,4400,3600,4400,3600,3600,3600,2900,3600,2900,2900,"2900","2900","2900",2900,2900,2400,2400,2900,2400,2900,2400,2400,2900,2400,2400,2400,2400,2400,2400,2400,1900,2400,1900,1600
"ameriprise costco",9400,"United States",1.78,18,,"","","","","","","","",,,4400,4400,4400,4400,4400,5400,6600,8100,6600,4400,3600,3600,,,6600,5400,6600,8100,6600,6600,6600,6600,5400,5400,"6600","5400","6600",5400,6600,5400,6600,6600,6600,6600,5400,5400,6600,6600,8100,9900,8100,8100,12100,12100,12100,9900,9900,9900
"cutting meal plan",1600,"United States",1.66,17,37,"","","","","","","","880",720,880,1600,1600,1900,1900,1900,1300,1300,1300,1600,1600,1600,1600,2900,2400,2900,2900,2400,2400,1900,1600,1600,1600,1300,1300,"2400","1900","2400",2400,1900,1600,1600,1600,1300,1300,1300,1300,1900,1900,2400,1900,1900,1600,1600,1600,1300,1300,1000,1300
"acs student loans",3000,"United States",7.76,9,41,"","","","","33100","33100","27100","22200",22200,22200,40500,33100,33100,27100,18100,18100,18100,18100,18100,18100,14800,14800,22200,22200,18100,18100,12100,12100,12100,12100,9900,9900,14800,12100,"18100","18100","14800",12100,4400,3600,3600,3600,3600,3600,2400,2400,5400,6600,5400,4400,2400,1900,1900,1900,1900,1900,1300,1300
"lyft promo code existing users 2018",980,"United States",,7,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,4400,2400,1600,1300,880,320,210,210,210,110,90,30
"r8 for sale",4200,"United States",0.65,77,26,"","","","","","","","1600",1300,1600,1900,2400,2400,2400,1900,1900,2400,1900,1900,1900,1900,1900,2400,2400,2900,2900,2900,2900,3600,3600,2900,3600,3600,2900,"2900","2900","2900",3600,4400,4400,3600,3600,3600,4400,4400,4400,4400,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,3600
"instacart promo",3700,"United States",1.81,32,,"","","90","110","70","140","140","170",170,260,480,320,260,320,260,210,390,480,590,590,590,880,1000,880,880,720,880,1000,1300,1300,1300,1300,1300,1600,"1900","1600","1900",1900,1900,1900,1900,2400,3600,3600,3600,4400,4400,3600,3600,2900,3600,2900,3600,3600,3600,4400,4400,4400
"rock outfit",2200,"United States",0.44,99,38,"","","","","","","","",,,1000,1000,1000,1300,1000,880,1000,1300,2400,2400,1000,880,1300,1000,1000,1000,1000,880,1000,1300,1900,2400,1000,720,"1000","1000","1300",1300,1000,880,880,1300,1900,1900,1000,880,1000,1000,1300,1300,1300,1300,2400,2400,5400,5400,2400,1600
"gq fashion",4400,"United States",1.45,100,,"","","","","","","","",,,,,,,4400,2900,2400,1900,2900,3600,2900,3600,2900,3600,3600,4400,3600,2900,2900,2400,2400,2900,2900,2900,"2400","2900","4400",5400,3600,2900,2400,2400,2900,3600,2900,3600,2900,3600,5400,6600,5400,3600,3600,3600,4400,5400,4400,4400
"black skater dress",5600,"United States",1.05,100,34,"","","","","","6600","12100","12100",8100,8100,8100,8100,8100,9900,9900,5400,5400,6600,12100,12100,8100,6600,8100,6600,8100,9900,9900,5400,5400,6600,8100,9900,6600,5400,"8100","6600","5400",6600,6600,4400,4400,5400,8100,8100,5400,4400,5400,5400,5400,6600,6600,3600,4400,5400,8100,8100,4400,4400
"casual style",1400,"United States",1.45,68,33,"","720","720","720","880","880","720","720",880,880,1000,1000,1300,1000,880,880,1000,1000,1000,1000,1000,880,1000,1000,1000,1000,1000,1000,1300,1000,1000,1300,1000,1000,"1300","1300","1300",1300,1300,1000,1300,1300,1000,1000,1000,1000,1000,1000,1300,1000,1000,1300,1900,1900,1600,1600,1600,1600
"stage stores coupons",7900,"United States",0.12,66,,"","","","","","","","",,,,,,,,,8100,6600,5400,6600,8100,12100,6600,6600,9900,12100,12100,6600,9900,12100,9900,12100,9900,18100,"8100","9900","12100",12100,14800,14800,12100,12100,9900,12100,14800,22200,8100,9900,12100,12100,9900,8100,8100,8100,3600,4400,5400,5400
"velvet maxi dress",4800,"United States",1.2,100,,"","","","","","320","590","880",1600,1600,1000,590,720,480,390,320,390,590,1600,3600,5400,5400,3600,2900,2400,1600,1000,880,1000,1900,3600,6600,9900,6600,"3600","1900","2400",1600,1000,880,1000,2400,4400,5400,8100,6600,3600,2400,1900,1600,1600,1300,1900,3600,5400,9900,14800,9900
"dr nowzaradan diet plan 1200 calories",1500,"United States",0.94,36,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,2400,2400,1900,1900,2400,1900,1600,720,590,880,720,720
"used range rover velar",2300,"United States",2.18,47,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900
"legal advice online",1800,"United States",10.15,89,35,"","","","","","","390","480",590,480,590,480,880,880,1000,880,880,880,1600,1600,1300,1600,1900,1900,2400,4400,2900,1600,1300,1900,1900,1900,1600,1600,"1900","1900","1900",2400,2400,2400,1900,2400,1900,1900,1300,1600,2400,1900,1900,1900,1900,1900,1900,1900,1600,1600,1600,1600
"mustard yellow dress",8300,"United States",1.16,100,35,"","","","","","2900","3600","4400",2400,1300,2400,2900,2900,3600,3600,3600,3600,4400,6600,8100,3600,2400,4400,3600,5400,6600,6600,5400,6600,8100,9900,12100,5400,2900,"4400","5400","8100",9900,12100,8100,9900,9900,14800,9900,6600,4400,5400,6600,8100,9900,9900,8100,9900,9900,12100,9900,6600,3600
"low carb gluten free bread",1500,"United States",0.62,100,32,"","","","","","","","480",390,260,480,480,590,480,590,480,480,480,720,880,590,590,1300,880,1000,1000,1000,880,1000,1000,1000,880,880,720,"1300","1300","1300",1300,1600,1600,1600,1600,1300,1300,1300,1000,1900,1600,1900,1300,1600,1600,1600,1600,1600,1600,1300,1300
"costco promotion code",2600,"United States",2.67,13,53,"","","","","","","","",,,,,720,590,480,590,590,720,480,880,1600,1600,880,590,590,720,880,880,720,880,720,880,1900,1600,"1000","880","880",880,880,880,1000,1000,1000,1000,2400,1900,1300,2400,2400,2400,2400,2400,2400,2400,1900,2400,4400,4400
"bmw station wagon",2900,"United States",4.15,13,,"","","","","","","","",,,,1900,1900,1900,1900,1900,2400,2400,1900,2400,1900,2400,2400,1900,2400,2400,2400,,,,,,,,"2400","1900","2400",2400,2400,2400,2900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2900,3600,3600,3600,3600,3600,2900
"1800s fashion",5500,"United States",0.37,97,,"","","","","","","1900","2400",2400,1900,2400,2400,2900,2400,2400,1600,1600,1900,2400,2900,3600,2900,3600,3600,4400,3600,3600,2400,2400,2400,3600,3600,2900,2900,"3600","2900","2900",3600,2900,2400,2900,3600,3600,4400,3600,2900,5400,3600,3600,3600,3600,3600,6600,6600,8100,8100,6600,6600
"keto diet plan for beginners free",6600,"United States",1.57,100,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,720,1900,1000,390,720,720,720,1300,1000,2400,3600,4400,5400,9900,12100,12100,9900,9900,8100
"landscape drainage",2600,"United States",3.71,100,36,"","","","","","590","590","590",480,480,590,590,880,1000,1000,880,720,880,1600,1300,880,720,1600,1300,1900,2900,2400,2400,2400,2400,1600,1300,880,720,"1000","1900","2400",2400,2900,2400,2400,2400,2400,2400,1300,1600,1900,2400,3600,3600,3600,3600,2900,2900,2400,1900,1300,1300
"all inclusive resorts with airfare",5000,"United States",2.09,86,46,"","","","","1900","1600","1300","880",880,1000,2400,1900,1900,1000,1000,1900,1600,1000,880,880,1300,1900,5400,4400,8100,6600,6600,4400,4400,4400,2900,2900,2900,2900,"9900","8100","9900",6600,3600,5400,8100,5400,3600,3600,3600,4400,6600,6600,6600,5400,5400,4400,4400,4400,3600,3600,4400,5400
"fit jeans",440,"United States",0.91,100,41,"","90","90","90","140","110","110","90",140,140,140,123,123,123,123,123,123,123,140,140,140,,266,266,756,406,336,224,266,406,266,336,406,406,"406","336","336",336,266,266,224,266,266,756,504,504,336,336,406,406,336,336,406,504,406,616,616,616
"lamborghini miura for sale",1500,"United States",2.29,58,26,"","1000","1000","1000","1300","1300","1000","1000",1000,1000,1000,880,1000,1000,1000,1300,1000,1000,1000,1000,1000,880,1000,880,1000,880,1000,1000,1000,1000,1000,1000,1600,1300,"1900","1300","1300",1000,880,880,1000,1300,1000,880,720,1000,1600,1000,1600,1300,1300,1600,1900,2400,1600,1600,1600,1600
"computer hutch",1200,"United States",1.23,100,49,"","","","","","","1600","1300",1600,1600,1900,1300,1300,1000,1300,1300,1300,1300,1300,1300,1900,1600,1600,1300,1600,1300,1600,1300,1600,1600,1300,1300,1300,1600,"1600","1600","1600",1600,1300,1300,1300,1300,1000,1000,1000,1000,1600,1300,1300,1000,1300,1000,1300,1300,1000,1000,1000,1300
"plus size empire waist dress",2200,"United States",1.39,100,49,"","","","","","","1000","1000",1000,720,1300,1600,1900,1900,1900,1300,1300,1600,1300,1000,880,720,1000,1600,1900,,,,,2400,1900,2400,1600,1300,"2400","2900","3600",3600,3600,2900,2900,2900,2400,1600,1300,1000,1900,1900,2400,2900,2900,2400,2900,2900,2400,1600,1600,1300
"gtr motor",1700,"United States",0.22,58,,"","","","","","590","590","720",590,590,720,590,720,720,720,590,590,720,720,720,720,1600,1600,1300,1600,1600,1600,1600,1600,1900,1600,1300,1300,1300,"","","",1600,1900,1600,1600,1600,1600,1600,1300,1300,1900,1600,1900,1900,1900,1600,1600,1600,1600,1600,1600,1600
"fila tracksuit",4200,"United States",0.77,100,,"","","","","","","","",880,880,1000,880,1300,1000,1000,720,720,1000,1300,1600,1900,1900,1900,1600,2400,2400,2400,1900,1900,2400,3600,5400,5400,5400,"5400","4400","6600",4400,3600,2900,3600,4400,5400,6600,6600,8100,6600,5400,5400,3600,2900,2400,2900,3600,3600,4400,4400,5400
"nissan skyline r32 for sale",2900,"United States",0.74,84,,"","","","","","","","",,,,,,1000,1300,1000,1000,1000,1000,880,880,880,1300,1000,1300,880,720,590,880,1000,1000,880,1000,1300,"1300","880","1300",1600,1600,1600,1600,1900,1600,1300,1900,2400,2900,1900,2400,2400,2900,3600,2900,2900,2900,3600,2900,3600
"junk bonds",6700,"United States",3.6,3,48,"","","4400","3600","4400","3600","4400","8100",6600,22200,9900,8100,9900,8100,8100,5400,5400,4400,5400,8100,8100,6600,5400,6600,8100,6600,6600,5400,5400,9900,4400,6600,9900,6600,"5400","8100","9900",9900,8100,5400,5400,5400,5400,9900,8100,8100,6600,6600,6600,9900,6600,4400,4400,4400,6600,9900,6600,8100
"ralph lauren baby boy",3200,"United States",0.86,100,,"","","","","","","","",2400,1900,2400,2900,2400,2400,2400,2400,2900,2900,2900,2900,2400,2400,2900,2900,2900,3600,2900,2900,2900,2900,2900,2900,3600,2900,"2900","2900","4400",2900,2900,3600,3600,3600,3600,3600,3600,3600,2900,2900,4400,3600,2900,3600,2900,2900,2400,2900,3600,3600
"tot stock",4200,"United States",,0,,"","","","","","","","",2400,2400,2900,2900,2900,2900,2900,3600,4400,6600,5400,3600,4400,4400,3600,4400,4400,3600,4400,5400,5400,5400,4400,4400,4400,4400,"5400","5400","4400",5400,6600,4400,4400,4400,4400,5400,4400,3600,3600,3600,4400,4400,4400,3600,3600,4400,5400,5400,4400,3600
"jcpenney cocktail dresses",3600,"United States",0.5,100,,"","","","","","","","",,,1900,1600,1900,2400,2400,1900,1900,2900,2900,2900,3600,2900,,,3600,3600,2900,2400,2900,2900,3600,4400,6600,4400,"4400","3600","",5400,5400,4400,4400,5400,5400,4400,4400,3600,2900,2400,3600,3600,3600,2900,3600,4400,4400,4400,4400,3600
"squash nutrition",4700,"United States",0.32,1,42,"","2900","2400","3600","4400","3600","2900","4400",3600,2400,4400,3600,3600,3600,3600,4400,4400,3600,4400,5400,4400,2900,4400,3600,3600,3600,4400,5400,5400,4400,4400,6600,4400,3600,"6600","4400","4400",5400,5400,5400,6600,5400,5400,5400,5400,3600,6600,4400,5400,4400,4400,4400,5400,4400,4400,5400,4400,2900
"under armour golf pants",5800,"United States",2.37,100,,"","","","","","","","",,,,,4400,6600,4400,3600,2900,3600,3600,4400,5400,5400,3600,5400,5400,6600,5400,5400,5400,6600,6600,5400,6600,6600,"4400","5400","6600",8100,6600,5400,4400,5400,6600,6600,6600,5400,4400,5400,6600,6600,6600,5400,4400,5400,5400,6600,6600,6600
"disney special offers",3000,"United States",2.16,25,46,"","","","","","","","",,,,1000,1300,2400,1300,1300,1300,1000,1000,1300,720,880,1600,1300,1900,3600,1300,1300,1900,1600,1600,2400,1300,880,"1900","1600","1600",5400,1900,1900,1900,1900,1900,1900,1300,1000,3600,2400,2900,2900,2400,2900,4400,2900,2900,3600,2900,2400
"holiday cocktail dresses",4100,"United States",1.72,100,39,"","","","","","","","",313,210,210,70,30,20,30,50,90,210,720,4400,27100,18100,720,140,170,140,110,140,140,390,1000,5400,33100,12100,"320","140","210",110,90,90,140,320,880,5400,27100,12100,320,90,90,90,70,110,320,390,1600,5400,27100,14800
"keto hot chocolate",9000,"United States",0.8,100,31,"","","","","","","","480",590,720,880,590,320,320,320,210,260,390,590,1000,1600,2900,2900,1300,1300,1000,1000,880,880,1300,1900,5400,8100,9900,"12100","5400","4400",4400,3600,2900,2900,4400,6600,14800,22200,18100,22200,12100,6600,3600,2900,1900,2400,2900,5400,12100,22200,14800
"stussy t shirt",2200,"United States",0.95,100,40,"","","","","","","","",,,,2400,1900,1900,1900,1900,1900,2400,1600,1300,1300,1600,1300,1600,1900,2400,2400,2400,2900,2900,1900,1900,1600,1900,"1300","1600","1900",2400,2900,2400,2900,2900,1900,1600,1300,1300,1300,1600,1900,2400,2400,2400,3600,3600,2400,1900,1600,1900
"carbs in white rice",7600,"United States",1.39,0,31,"","","","","","","","",1300,1300,2400,2400,2400,2400,2400,2400,2400,2400,4400,4400,3600,3600,6600,5400,6600,5400,5400,5400,5400,5400,4400,5400,4400,3600,"8100","6600","6600",6600,6600,6600,8100,8100,6600,6600,5400,5400,9900,8100,8100,8100,8100,8100,8100,8100,6600,8100,5400,5400
"church outfits",5000,"United States",0.62,100,26,"","","","","","2900","2400","2400",2400,2400,2900,2900,3600,2900,2900,2400,2900,2900,2900,2900,2900,2900,3600,3600,3600,4400,3600,2900,3600,3600,3600,3600,3600,3600,"3600","4400","5400",4400,3600,3600,3600,2900,3600,2900,2900,3600,3600,3600,4400,4400,2900,4400,6600,6600,6600,5400,5400,6600
"nike tank tops",10900,"United States",1.08,100,32,"","","","","","","","",,,,,8100,9900,12100,14800,14800,9900,5400,3600,4400,4400,5400,6600,9900,12100,12100,14800,14800,8100,5400,3600,4400,4400,"5400","6600","9900",9900,18100,18100,18100,12100,6600,4400,5400,6600,6600,9900,12100,14800,14800,18100,18100,12100,8100,5400,5400,5400
"modest fashion",2300,"United States",0.94,100,42,"","","","1000","1300","1000","1000","1000",1000,1000,1000,1000,1300,1300,1900,1600,1300,1600,1600,1300,1300,1300,1600,1300,1900,1900,1900,1900,1600,1900,1600,1600,1900,1600,"1900","1600","1900",1600,2400,1900,1600,1600,1900,1900,4400,2400,2400,1900,2400,2400,2400,1900,2400,2400,2400,2400,2400,2400
"solar power inverter",2000,"United States",1.22,100,35,"","","","","","","1300","1300",1000,1300,1600,1300,1600,1600,1600,1600,1600,1600,1600,1600,1600,1300,1600,1600,1600,1600,1600,1900,1900,1900,2400,2900,1900,1600,"1600","1300","1600",1900,1900,1900,1900,1600,1600,1600,1600,1600,1900,1600,1900,1900,2400,1900,2400,2400,1900,2400,1600,1900
"beach outfits",10900,"United States",0.97,100,35,"","","","","","","","",1600,1900,3600,5400,8100,8100,9900,12100,12100,6600,5400,2900,2400,2900,6600,8100,12100,9900,9900,12100,14800,8100,4400,2900,2400,2900,"5400","8100","12100",9900,12100,14800,14800,8100,5400,3600,2400,2900,6600,8100,12100,12100,12100,18100,22200,14800,9900,5400,4400,5400
"lgcy stock",9500,"United States",1.88,1,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,9900,6600,12100,6600,6600,60500,6600,1600,1000,1000,880,880
"wedding shops near me",3000,"United States",2.38,27,45,"","","","","","1000","880","1000",880,880,1600,1300,1600,1600,1600,1600,1600,1600,1900,1600,1300,1300,1900,1900,2400,2400,1900,1900,2400,2400,1900,1900,1900,2400,"3600","2900","2400",2900,2900,2900,2900,2900,2400,2900,1900,1900,3600,2900,3600,2900,2900,2900,3600,3600,2900,2900,2400,2400
"pontiac convertible",2500,"United States",0.28,60,,"","","","","","","","",,,1300,1600,2400,2400,2400,2400,2400,2400,1900,1900,1600,1300,1600,1600,1900,2400,2400,2400,2900,2400,1900,,,,"","","",1900,2900,2900,2900,2400,1900,1600,1300,1300,1300,1600,1900,2400,2400,3600,4400,3600,2900,2400,1900,1600
"ticketfly promo code",1200,"United States",3.2,8,43,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,5400,5400,5400,4400,5400,"4400","4400","5400",5400,4400,2400,2900,3600,3600,2900,2900,2400,2400,2400,2400,1900,1600,1300,1300,1000,720,260,90,40
"roman dresses",2300,"United States",1.04,100,,"","","","","","","","",,,1300,1900,2400,2400,1300,1000,880,880,1000,1600,1600,1000,1900,2400,2900,2400,1900,1600,1900,1900,2900,3600,2400,1600,"1600","1600","2400",2400,2900,1900,1900,1900,2900,2400,1900,1300,1600,1900,2900,3600,2400,2400,2400,2400,2400,2400,1600,1600
"keto bread whole foods",1700,"United States",0.91,100,26,"","","","","","","","",,,,,,,,,,,20,20,20,20,40,50,40,50,70,70,90,140,170,210,260,210,"390","260","390",480,880,1000,1300,1600,1300,1300,1000,880,2400,1900,1900,1900,1900,1600,1600,1900,1600,1600,1300,1000
"doordash gift code",3000,"United States",1.98,98,38,"","","","","","","","",,,,390,480,390,480,720,880,720,590,720,720,720,590,590,720,720,880,720,880,880,720,1000,1300,1000,"1300","1900","2400",1900,1900,1300,1600,1900,1600,1900,1900,2400,2400,2900,3600,3600,3600,3600,4400,4400,3600,2900,1000,880
"low carb fast food breakfast",2700,"United States",4.41,5,26,"","","","","","","","720",480,390,880,720,880,880,1000,880,880,1000,1600,1300,1000,1000,2400,1900,2400,2400,2400,2400,2400,2400,2400,2400,1900,1300,"2900","2400","2900",2900,2900,2900,2900,2900,2400,2400,1900,1600,3600,2900,2900,2900,2900,2900,2900,2900,2900,2400,1900,1300
"how to lose 30 pounds in a month",2100,"United States",2.33,18,31,"","","","","","","4400","1300",1000,880,1900,2400,2400,1600,2900,4400,2900,1000,1600,2900,1900,880,1300,1600,1900,3600,2900,1600,1600,1000,1000,1300,1300,1600,"1900","1300","1300",2400,4400,2400,1300,1600,1900,1300,1000,880,1600,1900,2400,2400,2900,3600,2900,1000,1000,1000,2400,2400
"casual wedding dresses for summer",1300,"United States",0.66,100,29,"","","","","880","590","390","390",720,880,2400,1900,2400,2400,1900,2400,2400,1300,880,1000,880,1000,2900,2400,2900,2900,2900,2900,1900,1000,320,320,480,590,"1600","1600","1900",2400,1900,2400,1900,1300,720,320,260,480,1000,1300,1600,1900,2400,2400,2400,1300,480,390,480,590
"keto lemon bars",5800,"United States",1.23,71,35,"","","","","","","0","0",0,0,0,0,0,0,170,170,170,210,210,140,210,170,320,320,480,590,590,590,880,880,590,720,880,880,"1600","1900","2900",2900,4400,3600,4400,4400,4400,3600,3600,3600,8100,6600,8100,8100,6600,6600,6600,5400,4400,3600,3600,2900
"toyota 2014",1300,"United States",2.23,9,,"","","880","880","880","720","720","720",590,590,720,720,720,720,720,720,590,720,1300,1600,1300,1300,1600,1600,1600,1300,1300,1300,1300,1300,1300,1300,1300,1300,"1300","1300","1300",1000,1300,1000,1000,1300,1000,1000,1000,1000,1000,1000,1300,1300,1000,1300,1600,1600,1600,1600,1600,1600
"upl stock",9500,"United States",2.48,0,,"","","","","","","","",,,,,,,,12100,4400,9900,4400,5400,4400,4400,2900,2400,1900,2900,2400,1900,1000,1600,1600,,,,"1900","2900","3600",5400,14800,14800,12100,14800,12100,12100,8100,8100,14800,9900,12100,8100,9900,8100,18100,12100,8100,5400,4400,3600
