Keywords,"Search Volume (Average)","Search Volume (Jan 2019)","Search Volume (Feb 2019)","Search Volume (Mar 2019)","Search Volume (Apr 2019)","Search Volume (May 2019)","Search Volume (Jun 2019)","Search Volume (Jul 2019)","Search Volume (Aug 2019)","Search Volume (Sep 2019)","Search Volume (Oct 2019)","Search Volume (Nov 2019)","Search Volume (Dec 2019)",Trend,"CPC (USD)",Competition
"life insurance",201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,0,27.48,72
"sweatpants women",201000,246000,135000,135000,90500,74000,60500,74000,110000,135000,301000,550000,450000,83,1.71,100
"f stock",201000,246000,165000,165000,246000,201000,135000,201000,165000,135000,201000,165000,135000,-45,3.58,0
"white desk",201000,301000,165000,165000,165000,165000,201000,301000,301000,201000,165000,201000,246000,-18,1.06,100
"maternity jeans",201000,246000,165000,201000,201000,201000,165000,165000,201000,201000,246000,246000,246000,0,1.85,100
"macys dresses",201000,165000,165000,246000,246000,246000,246000,201000,246000,246000,201000,201000,165000,0,0.63,100
"chewy promo code",201000,90500,165000,201000,201000,201000,201000,201000,135000,165000,201000,201000,201000,122,1.20,100
"chino pants",201000,201000,201000,201000,201000,301000,201000,165000,201000,201000,246000,246000,301000,50,2.11,100
"postmates promo code",201000,201000,246000,246000,201000,201000,201000,201000,201000,165000,201000,165000,165000,-18,4.00,32
"all inclusive resorts",201000,301000,201000,246000,201000,201000,201000,201000,165000,135000,165000,165000,201000,-33,2.64,69
"cron stock",201000,368000,550000,368000,201000,165000,165000,135000,135000,110000,135000,135000,110000,-70,1.84,1
"business casual women",201000,201000,201000,201000,201000,201000,201000,201000,201000,246000,246000,201000,165000,-18,2.42,100
"auto insurance",201000,201000,201000,246000,201000,201000,165000,201000,246000,201000,201000,201000,246000,22,98.96,74
"car insurance quotes",201000,165000,110000,165000,201000,201000,165000,201000,246000,246000,246000,201000,201000,22,110.93,98
"tesla stock price",165000,165000,110000,165000,165000,201000,165000,165000,110000,90500,165000,165000,201000,22,1.36,16
"buy here pay here",165000,165000,201000,201000,165000,165000,165000,165000,165000,165000,165000,135000,135000,-18,5.01,65
"facebook stock price",165000,201000,165000,165000,201000,165000,165000,165000,135000,110000,135000,135000,110000,-45,3.69,0
"christmas sweater womens",165000,14800,1300,1000,480,480,590,1300,1600,4400,40500,368000,1500000,10035,1.09,100
"quinceanera dresses",165000,246000,201000,201000,165000,165000,165000,201000,165000,165000,135000,135000,110000,-55,0.40,100
"leggings for girls",165000,165000,135000,110000,90500,60500,49500,90500,165000,135000,246000,368000,368000,123,1.63,100
"office furniture",165000,301000,201000,201000,165000,201000,135000,135000,165000,135000,165000,165000,165000,-45,8.98,100
"office desk",165000,246000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,-33,3.22,100
ambetter,165000,246000,165000,165000,165000,135000,135000,135000,135000,135000,165000,201000,301000,22,7.44,40
"lyft promo code",165000,246000,246000,90500,90500,165000,165000,110000,165000,165000,165000,135000,165000,-33,0.78,23
"keto bread",135000,201000,135000,135000,110000,110000,110000,110000,110000,135000,135000,110000,74000,-63,0.57,100
"crm stock",135000,110000,110000,201000,110000,110000,201000,90500,201000,90500,90500,90500,135000,23,5.91,0
"70s fashion",135000,110000,110000,110000,110000,110000,90500,90500,110000,246000,301000,110000,90500,-18,0.41,100
"victoria secret coupons",135000,135000,110000,135000,110000,135000,135000,135000,135000,110000,110000,135000,246000,82,1.12,100
"groupon promo code",135000,110000,135000,135000,110000,135000,135000,135000,110000,110000,110000,135000,165000,50,1.49,53
"low carb diet",135000,165000,135000,135000,135000,135000,135000,135000,135000,110000,110000,90500,90500,-45,1.45,43
"wish promo code",135000,165000,110000,135000,110000,90500,110000,135000,135000,165000,135000,135000,110000,-33,0.81,52
"papa murphys coupons",135000,165000,135000,165000,135000,135000,135000,135000,135000,135000,165000,165000,201000,22,0.64,2
"mazda dealership",110000,110000,110000,135000,110000,135000,135000,135000,135000,135000,135000,110000,90500,-18,9.00,39
"petite dresses",110000,74000,90500,165000,246000,201000,135000,135000,74000,60500,60500,60500,40500,-45,2.16,100
"macys promo code",110000,135000,90500,90500,90500,90500,74000,90500,74000,60500,90500,201000,246000,82,2.15,88
"e girl outfits",110000,2400,12100,90500,74000,40500,49500,74000,90500,246000,368000,165000,110000,4483,0.55,100
"shorts for girls",110000,60500,74000,135000,201000,201000,201000,201000,165000,60500,40500,33100,33100,-45,0.97,100
"80s outfits",110000,90500,74000,74000,74000,74000,49500,74000,74000,201000,301000,90500,74000,-18,0.29,100
"bealls coupons",110000,90500,110000,135000,135000,135000,110000,90500,90500,74000,90500,90500,110000,22,0.28,68
"stock market futures",110000,135000,90500,90500,90500,135000,110000,90500,165000,110000,110000,90500,90500,-33,4.32,1
"mens coats",110000,201000,90500,60500,22200,14800,12100,18100,27100,49500,165000,368000,301000,50,2.13,100
"jpm stock",110000,135000,90500,110000,165000,90500,90500,110000,110000,90500,135000,90500,110000,-19,8.34,0
"vintage clothing",110000,110000,110000,110000,90500,90500,90500,135000,110000,110000,110000,110000,110000,0,1.25,100
"cocktail attire",90500,74000,60500,60500,74000,74000,60500,60500,74000,90500,90500,110000,135000,82,1.21,100
"rain jacket",90500,90500,90500,74000,90500,110000,90500,60500,90500,74000,110000,90500,74000,-18,1.83,100
"miss me jeans",90500,110000,90500,110000,74000,74000,60500,74000,74000,74000,90500,90500,90500,-18,0.88,100
"jacket for girls",90500,90500,60500,60500,49500,33100,18100,40500,74000,74000,165000,201000,165000,82,1.36,100
"30 year mortgage rates",90500,60500,49500,74000,74000,74000,110000,110000,201000,135000,110000,74000,60500,0,6.23,68
"buy here pay here near me",90500,74000,110000,135000,90500,90500,90500,90500,110000,110000,90500,90500,74000,0,4.87,60
"american eagle promo code",90500,90500,74000,74000,74000,74000,74000,74000,90500,60500,74000,110000,135000,49,2.17,100
"plus size",90500,74000,60500,90500,74000,74000,60500,60500,110000,135000,135000,135000,90500,22,1.72,100
"nutritional yeast",90500,165000,110000,110000,90500,90500,90500,90500,90500,90500,90500,110000,110000,-33,0.27,100
"kohls coupon code",90500,90500,60500,90500,74000,74000,74000,74000,74000,90500,60500,110000,135000,49,0.38,83
"red lobster coupons",90500,90500,90500,90500,74000,74000,74000,90500,90500,90500,74000,74000,74000,-18,0.65,31
"penny stocks",90500,110000,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,-18,4.72,61
"big 5 coupon",90500,90500,90500,90500,74000,74000,90500,90500,110000,90500,60500,74000,110000,22,0.38,48
"semi formal dresses",90500,110000,90500,90500,90500,90500,49500,49500,49500,90500,90500,90500,74000,-33,0.99,100
"v stock",90500,90500,60500,74000,74000,74000,74000,110000,90500,90500,110000,74000,74000,-18,0.93,0
"palazzo pants",90500,74000,74000,110000,135000,165000,135000,110000,90500,74000,60500,49500,49500,-33,1.10,100
"express coupons",74000,60500,60500,74000,74000,90500,74000,60500,74000,74000,74000,90500,90500,50,0.55,86
"kroger stock",74000,60500,49500,90500,74000,60500,74000,74000,74000,74000,60500,74000,74000,22,5.15,1
"landscape design",74000,49500,60500,90500,110000,110000,74000,74000,74000,60500,49500,40500,33100,-33,6.49,71
"installment loans",74000,60500,49500,49500,74000,74000,74000,74000,74000,74000,74000,74000,74000,22,6.79,3
"low carb snacks",74000,135000,90500,90500,74000,74000,74000,74000,74000,74000,74000,60500,49500,-63,0.60,100
"cheap wedding dresses",74000,110000,90500,90500,74000,74000,74000,90500,74000,74000,74000,60500,49500,-55,0.97,100
"big lots coupon",74000,49500,49500,60500,60500,74000,60500,60500,74000,60500,74000,135000,135000,173,0.49,86
"instacart promo code",74000,74000,74000,74000,74000,74000,60500,74000,74000,74000,90500,90500,90500,22,1.71,32
"premier protein shakes",74000,165000,90500,90500,90500,74000,74000,74000,74000,74000,60500,49500,49500,-70,0.99,100
"jeeps for sale",74000,74000,74000,74000,74000,74000,74000,90500,90500,74000,60500,60500,49500,-33,3.04,100
"tilray stock",74000,201000,135000,135000,90500,74000,74000,49500,74000,49500,49500,49500,33100,-84,2.54,1
"cars for sale by owner",74000,60500,74000,74000,74000,74000,74000,74000,74000,74000,74000,60500,60500,0,1.44,73
"geico car insurance",74000,49500,49500,60500,60500,74000,60500,90500,90500,90500,74000,74000,74000,49,12.30,47
"boys jackets",74000,90500,49500,49500,33100,22200,14800,27100,49500,49500,135000,165000,135000,49,1.50,100
"apple promo code",74000,74000,60500,74000,49500,49500,49500,60500,60500,110000,90500,74000,110000,49,2.05,83
"nike leggings",74000,74000,74000,90500,60500,49500,49500,60500,74000,60500,74000,135000,135000,82,0.89,100
"women seeking men",74000,27100,22200,22200,18100,18100,14800,14800,90500,301000,201000,110000,74000,173,0.99,48
"chrysler dealership",74000,60500,60500,74000,60500,74000,74000,74000,74000,74000,60500,49500,49500,-18,11.12,40
bcbstx,74000,110000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,90500,-18,2.74,13
"cheap cars for sale",74000,60500,74000,90500,90500,90500,90500,90500,90500,90500,74000,74000,60500,0,2.57,100
"zm stock",74000,70,70,1000,165000,135000,135000,90500,60500,90500,60500,40500,60500,86329,5.85,0
"taco bell nutrition",74000,90500,74000,90500,90500,74000,74000,74000,74000,74000,40500,33100,33100,-63,0.80,0
"cheap dresses",74000,90500,74000,90500,90500,74000,60500,74000,74000,74000,60500,49500,49500,-45,0.87,100
"reverse mortgage",74000,74000,74000,90500,74000,74000,74000,74000,74000,74000,90500,90500,74000,0,37.99,72
"cardigan sweater",74000,60500,49500,60500,49500,49500,40500,49500,49500,60500,135000,165000,201000,232,1.91,100
"long prom dresses",74000,165000,135000,135000,135000,90500,40500,33100,40500,60500,49500,40500,27100,-84,0.57,100
"jetblue vacations",74000,90500,90500,90500,74000,74000,74000,74000,74000,60500,60500,49500,60500,-33,0.87,7
"vintage dresses",60500,74000,60500,74000,60500,60500,49500,60500,60500,60500,74000,74000,49500,-33,0.84,100
"lulu stock",60500,40500,27100,90500,49500,40500,90500,33100,40500,110000,40500,49500,135000,233,1.54,0
"digital marketing",60500,60500,60500,60500,60500,60500,49500,60500,74000,74000,90500,74000,74000,22,11.12,48
"lace wedding dress",60500,90500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,40500,-55,0.40,100
"keto cheesecake",60500,90500,74000,74000,74000,60500,60500,60500,60500,60500,60500,74000,49500,-45,0.72,70
"plus size prom dresses",60500,135000,135000,165000,135000,60500,18100,18100,22200,33100,27100,22200,22200,-84,0.67,100
"spirit halloween coupon",60500,880,1000,720,720,720,880,2900,22200,135000,550000,9900,1000,14,0.32,11
"workers compensation",60500,74000,60500,74000,60500,60500,60500,60500,74000,60500,74000,60500,60500,-18,25.94,69
"united healthcare providers",60500,60500,60500,49500,40500,49500,49500,49500,49500,60500,74000,60500,60500,0,7.79,35
"morgan and morgan",60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,-18,8.75,30
"car insurance companies",60500,49500,60500,60500,49500,60500,74000,74000,60500,60500,60500,49500,49500,0,74.88,90
"little caesars promo code",60500,27100,40500,33100,33100,40500,49500,49500,49500,90500,90500,90500,74000,173,1.47,2
"exxon stock",60500,74000,74000,74000,74000,60500,60500,49500,74000,74000,60500,60500,60500,-18,2.94,0
"nike shorts women",60500,22200,27100,49500,90500,90500,110000,110000,74000,33100,27100,33100,33100,49,1.07,100
"xom stock",60500,60500,60500,49500,49500,49500,49500,49500,90500,74000,74000,74000,74000,22,1.35,0
"us stock market",60500,90500,49500,60500,49500,74000,60500,60500,110000,60500,60500,49500,60500,-33,3.05,2
"hummer h3",60500,60500,60500,60500,49500,60500,49500,60500,60500,60500,60500,60500,49500,-18,0.63,31
"lane bryant coupon",60500,60500,49500,60500,60500,74000,74000,60500,60500,60500,60500,60500,60500,0,0.48,100
"mcd stock",60500,49500,49500,40500,49500,49500,49500,60500,60500,60500,90500,135000,74000,49,3.61,0
"overall dress",60500,60500,60500,74000,60500,60500,49500,60500,74000,74000,90500,74000,60500,0,0.89,100
"girls winter coats",60500,74000,40500,33100,8100,4400,3600,12100,27100,49500,165000,201000,90500,22,1.65,100
"a line dress",60500,60500,60500,74000,74000,74000,60500,60500,60500,60500,49500,49500,40500,-33,1.31,100
"aetna dental",60500,74000,60500,74000,74000,60500,60500,74000,74000,60500,74000,74000,60500,-18,4.90,44
"mens big and tall",60500,60500,40500,60500,49500,49500,60500,49500,40500,22200,60500,165000,90500,50,3.87,100
"nordstrom dresses",60500,60500,60500,74000,90500,90500,60500,60500,60500,74000,60500,49500,40500,-33,0.87,100
"thermal underwear",60500,165000,74000,40500,14800,12100,6600,6600,9900,18100,74000,165000,135000,-18,1.17,100
"msft stock price",60500,49500,40500,40500,49500,49500,60500,74000,60500,49500,74000,60500,60500,22,1.51,0
"15 year mortgage rates",60500,40500,40500,49500,49500,40500,74000,74000,135000,90500,74000,49500,40500,0,8.36,84
"flare pants",60500,33100,33100,49500,74000,74000,60500,60500,60500,60500,110000,90500,74000,124,0.88,100
"twilio stock",49500,40500,60500,60500,49500,60500,40500,49500,49500,49500,49500,49500,27100,-33,2.99,1
"volvo dealership",49500,60500,49500,60500,49500,60500,60500,60500,60500,60500,60500,49500,49500,-18,5.99,22
"online travel agent",49500,49500,49500,60500,60500,60500,49500,40500,74000,60500,60500,49500,49500,0,5.08,73
"2 drawer file cabinet",49500,60500,40500,33100,33100,33100,33100,49500,60500,49500,49500,49500,49500,-18,1.94,100
"medicare advantage plans",49500,22200,22200,27100,27100,22200,27100,27100,27100,49500,135000,110000,60500,173,18.17,89
"us bank mortgage",49500,60500,49500,49500,49500,49500,49500,40500,49500,49500,49500,40500,40500,-33,1.58,10
"acura tsx",49500,49500,49500,60500,49500,49500,49500,49500,49500,49500,49500,49500,40500,-18,3.06,14
"sweet potato nutrition",49500,60500,49500,49500,49500,40500,40500,40500,40500,40500,49500,49500,40500,-33,0.43,0
"carhartt pants",49500,49500,40500,40500,33100,33100,33100,33100,40500,49500,60500,74000,74000,49,1.46,100
"venture capital",49500,49500,49500,60500,60500,49500,49500,49500,49500,60500,60500,49500,49500,0,14.84,29
"healthy eating",49500,60500,49500,49500,49500,40500,40500,40500,40500,49500,49500,49500,49500,-18,2.42,22
"interest rates today",49500,33100,27100,40500,40500,33100,49500,60500,74000,74000,60500,40500,33100,0,6.15,75
"lmt stock",49500,60500,49500,40500,60500,49500,49500,60500,60500,49500,60500,49500,49500,-18,0.70,0
"men's clothing stores",49500,22200,33100,33100,33100,40500,40500,49500,60500,60500,60500,60500,74000,233,2.48,86
"high low dresses",49500,49500,49500,60500,74000,74000,49500,40500,40500,40500,33100,27100,22200,-55,0.91,100
"infiniti g37",49500,49500,49500,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,0,1.09,12
"shutterfly free shipping",49500,49500,33100,33100,33100,40500,33100,22200,27100,22200,27100,74000,135000,173,1.24,100
"turtleneck sweater",49500,74000,49500,33100,14800,12100,9900,14800,22200,40500,90500,135000,110000,49,1.46,100
"how to lose face fat",49500,40500,40500,49500,40500,40500,49500,49500,49500,49500,49500,49500,49500,22,3.49,3
"easter dresses for girls",49500,27100,90500,246000,301000,6600,1300,880,880,720,590,720,1600,-94,0.84,100
"amazon discount code",49500,40500,40500,40500,33100,40500,40500,49500,49500,49500,49500,60500,90500,123,3.34,24
"lee jeans for women",49500,60500,49500,74000,49500,40500,27100,33100,33100,22200,74000,110000,40500,-33,1.61,100
"ihop coupons",49500,49500,40500,49500,40500,40500,49500,49500,40500,40500,49500,49500,49500,0,0.43,10
"plus size cocktail dresses",49500,49500,49500,49500,49500,49500,40500,40500,49500,49500,49500,49500,33100,-33,1.53,100
"m stock",49500,49500,40500,33100,27100,49500,33100,27100,74000,60500,60500,90500,74000,49,3.35,0
"bridal dresses",49500,60500,49500,49500,49500,49500,49500,49500,49500,40500,49500,40500,33100,-45,1.22,100
"spandex shorts",49500,33100,33100,49500,49500,60500,60500,60500,74000,60500,49500,40500,33100,0,1.07,100
"amazon dresses",49500,27100,33100,40500,49500,49500,49500,60500,49500,49500,49500,40500,40500,49,0.56,100
"subaru baja",49500,40500,40500,49500,74000,49500,49500,49500,60500,49500,49500,49500,49500,22,1.51,11
"fandango promo code",49500,40500,33100,49500,74000,60500,60500,74000,40500,33100,40500,49500,49500,22,3.98,25
"kohls 30 off",49500,40500,49500,74000,49500,49500,40500,40500,60500,40500,40500,60500,49500,22,0.47,54
"white jeans",49500,33100,33100,60500,74000,74000,74000,60500,49500,40500,49500,33100,33100,0,1.40,100
"alphabet stock",49500,49500,60500,49500,74000,60500,49500,60500,40500,33100,49500,40500,49500,0,2.83,2
"plus size summer dresses",49500,22200,27100,49500,90500,110000,110000,201000,33100,8100,6600,5400,6600,-70,1.35,100
"2015 nissan altima",49500,49500,49500,60500,60500,60500,60500,60500,60500,49500,49500,49500,40500,-18,2.93,24
"pypl stock",49500,49500,40500,40500,49500,40500,40500,60500,49500,40500,60500,49500,40500,-18,5.57,0
"denim shorts women",40500,22200,22200,40500,60500,74000,90500,74000,40500,18100,9900,8100,8100,-64,1.62,100
"seatgeek promo code",40500,33100,40500,49500,40500,27100,33100,40500,33100,33100,40500,40500,40500,22,1.67,28
"splunk stock",40500,27100,40500,49500,27100,49500,40500,27100,74000,49500,40500,60500,40500,49,2.68,0
"bridal gowns",40500,49500,40500,40500,27100,33100,49500,49500,40500,33100,40500,33100,27100,-45,0.96,100
"et stock",40500,33100,33100,27100,27100,33100,33100,33100,40500,40500,49500,74000,74000,124,0.45,0
"western wear",40500,40500,40500,40500,33100,33100,33100,40500,40500,49500,49500,40500,49500,22,1.22,97
"champion shorts",40500,22200,22200,40500,49500,60500,60500,74000,60500,33100,22200,22200,27100,22,0.74,100
"dresses for weddings",40500,33100,27100,60500,49500,33100,33100,49500,60500,40500,40500,33100,22200,-33,1.30,100
"activision stock",40500,90500,90500,40500,27100,27100,22200,22200,33100,27100,60500,27100,14800,-84,12.45,1
"best all inclusive resorts",40500,60500,49500,49500,40500,49500,49500,40500,40500,33100,33100,33100,40500,-33,1.58,46
"dominos promo code",40500,49500,49500,40500,40500,40500,40500,40500,40500,40500,40500,40500,49500,0,0.81,20
"jnj stock price",40500,40500,33100,33100,27100,33100,33100,40500,49500,33100,49500,40500,40500,0,3.13,0
"aveo stock",40500,27100,40500,40500,110000,33100,33100,27100,27100,40500,27100,40500,27100,0,10.40,0
"landscape edging",40500,14800,14800,40500,90500,90500,60500,49500,40500,33100,22200,12100,8100,-45,0.70,100
"wedding dresses near me",40500,49500,40500,40500,33100,40500,40500,49500,40500,49500,40500,33100,40500,-18,1.24,100
"womens fleece jacket",40500,60500,33100,33100,22200,18100,9900,9900,22200,27100,90500,135000,74000,22,2.12,100
"doubledown casino codes",40500,49500,40500,40500,40500,49500,40500,33100,33100,33100,33100,33100,33100,-33,3.52,1
"cake toppers",40500,49500,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,27100,-45,0.77,100
"nio stock price",40500,22200,40500,60500,33100,33100,27100,40500,27100,33100,33100,40500,49500,123,3.45,0
"ram dealer near me",40500,27100,33100,40500,40500,40500,40500,49500,49500,49500,49500,49500,49500,83,12.09,46
"black desk",40500,49500,33100,33100,40500,40500,40500,49500,49500,40500,33100,49500,49500,0,1.21,100
"toyota supra for sale",40500,49500,40500,33100,33100,40500,33100,40500,49500,40500,33100,27100,27100,-45,2.13,74
"90s clothes",40500,40500,40500,40500,40500,40500,27100,33100,33100,60500,60500,27100,22200,-45,0.65,100
"nvax stock",40500,74000,74000,90500,60500,49500,22200,18100,33100,22200,18100,22200,27100,-63,1.99,0
"elsa dress",40500,27100,22200,22200,18100,18100,14800,22200,22200,27100,40500,110000,135000,398,0.75,100
"grubhub promo",40500,33100,27100,40500,40500,33100,33100,33100,40500,40500,40500,40500,40500,22,1.51,30
"mpc stock",40500,27100,27100,33100,33100,49500,40500,33100,40500,49500,60500,40500,33100,22,0.21,0
"camaro for sale",40500,40500,40500,49500,40500,40500,40500,40500,40500,40500,33100,33100,27100,-33,1.94,89
"life insurance quotes",40500,49500,40500,40500,40500,40500,33100,40500,40500,33100,40500,33100,33100,-33,41.30,92
"long coat women",40500,60500,33100,18100,6600,5400,3600,5400,9900,18100,60500,135000,110000,82,1.44,100
"mermaid prom dresses",40500,74000,74000,90500,74000,40500,18100,14800,14800,27100,22200,18100,18100,-76,0.33,100
"yriv stock",40500,1000,12100,60500,165000,60500,60500,22200,90500,22200,18100,12100,8100,710,,0
"quince dresses",40500,49500,40500,49500,40500,40500,40500,49500,33100,33100,33100,33100,27100,-45,0.35,100
"2014 honda accord",40500,40500,40500,49500,40500,40500,40500,49500,40500,40500,40500,40500,40500,0,2.28,20
"wedding gowns",40500,49500,40500,40500,40500,40500,40500,40500,40500,33100,33100,27100,27100,-45,1.07,100
"winter dresses",40500,40500,22200,9900,4400,4400,4400,8100,18100,33100,90500,135000,110000,172,1.10,100
"kids snow pants",40500,135000,60500,18100,3600,1900,880,1600,3600,8100,27100,90500,110000,-19,1.29,100
"mens fur coat",33100,60500,40500,22200,12100,9900,9900,12100,14800,22200,40500,74000,60500,0,0.95,100
"clvs stock",33100,18100,18100,12100,9900,9900,8100,9900,18100,18100,22200,90500,165000,812,5.67,0
"nissan gtr for sale",33100,33100,33100,33100,33100,33100,33100,33100,40500,33100,33100,27100,27100,-18,1.17,54
"birthday outfits",33100,40500,33100,33100,27100,22200,27100,27100,27100,33100,33100,33100,27100,-33,0.47,100
"usda home loan",33100,40500,49500,40500,33100,33100,33100,40500,33100,33100,40500,33100,27100,-33,5.47,62
"pm stock",33100,33100,33100,27100,27100,22200,22200,33100,40500,49500,40500,33100,27100,-18,0.72,0
"online personal loan",33100,22200,22200,27100,33100,33100,40500,49500,40500,40500,49500,40500,40500,82,7.99,97
"nike pants",33100,33100,33100,33100,27100,22200,22200,27100,27100,27100,40500,60500,60500,83,0.96,100
"cron stock price",33100,60500,90500,40500,27100,22200,22200,18100,18100,12100,14800,14800,12100,-80,2.06,0
"asian stock market",33100,40500,27100,33100,27100,40500,27100,22200,49500,33100,22200,22200,22200,-45,5.80,1
"pride shirts",33100,3600,5400,8100,12100,60500,246000,27100,12100,12100,12100,5400,4400,22,1.04,100
"mdt stock",33100,33100,33100,27100,27100,27100,27100,33100,40500,33100,27100,33100,27100,-18,1.14,0
"macys womens dresses",33100,22200,27100,33100,40500,60500,33100,40500,40500,40500,27100,27100,33100,49,0.72,100
"keto dessert recipes",33100,74000,60500,33100,27100,33100,33100,33100,27100,27100,22200,22200,18100,-76,1.37,12
"refinance car loan",33100,33100,33100,40500,33100,40500,33100,40500,33100,33100,33100,33100,33100,0,7.11,83
"fha connection",33100,22200,22200,33100,27100,27100,27100,33100,33100,33100,40500,33100,33100,49,11.92,2
"used jeep",33100,27100,27100,33100,33100,33100,33100,33100,33100,33100,27100,22200,22200,-18,3.06,91
"visa stock price",33100,33100,27100,33100,27100,27100,27100,33100,33100,27100,33100,27100,33100,0,3.31,0
"girls black dress",33100,27100,22200,27100,27100,40500,18100,14800,18100,27100,60500,60500,60500,123,0.98,100
"mens tracksuits",33100,40500,33100,33100,27100,18100,14800,18100,22200,22200,40500,40500,49500,22,1.17,100
"bridal boutique",33100,33100,33100,40500,33100,33100,33100,33100,33100,33100,27100,22200,18100,-45,1.00,100
"pastel goth",33100,40500,33100,33100,33100,33100,33100,33100,33100,40500,33100,33100,33100,-18,0.35,59
"ksubi jeans",33100,18100,18100,22200,22200,27100,27100,27100,27100,33100,40500,49500,74000,309,0.83,100
"kancan jeans",33100,33100,33100,33100,33100,27100,18100,22200,40500,49500,49500,40500,40500,22,0.88,100
"egg nutrition facts",33100,40500,33100,49500,40500,33100,33100,40500,33100,33100,33100,33100,27100,-33,0.91,0
"womens ski pants",33100,110000,60500,27100,4400,2400,1600,2900,4400,8100,18100,49500,90500,-18,1.83,100
"chevy hhr",33100,40500,33100,40500,40500,40500,33100,33100,40500,33100,33100,33100,33100,-18,1.46,5
"casual wedding dresses",33100,40500,33100,40500,33100,33100,33100,33100,33100,33100,27100,22200,22200,-45,0.77,100
"luv stock",33100,40500,40500,60500,40500,27100,27100,33100,27100,27100,33100,22200,22200,-45,0.84,0
