Keywords,"Search Volume (Average)","Search Volume (Jan 2019)","Search Volume (Feb 2019)","Search Volume (Mar 2019)","Search Volume (Apr 2019)","Search Volume (May 2019)","Search Volume (Jun 2019)","Search Volume (Jul 2019)","Search Volume (Aug 2019)","Search Volume (Sep 2019)","Search Volume (Oct 2019)","Search Volume (Nov 2019)","Search Volume (Dec 2019)",Trend,"CPC (USD)",Competition
"baba stock",368000,368000,368000,301000,301000,450000,368000,368000,450000,301000,368000,450000,450000,22,5.96,0
"travel insurance",368000,368000,301000,368000,368000,368000,368000,450000,450000,368000,368000,368000,368000,0,7.31,47
"ford dealership near me",368000,301000,301000,368000,368000,368000,368000,450000,450000,368000,368000,368000,368000,22,9.11,48
"wedding guest dresses",368000,135000,165000,368000,550000,673000,550000,550000,450000,368000,301000,201000,90500,-33,1.57,100
"old navy coupon",368000,165000,165000,368000,368000,450000,450000,450000,550000,368000,450000,450000,550000,233,0.14,42
"met gala 2019",368000,22200,27100,27100,90500,4090000,74000,49500,40500,33100,49500,33100,27100,22,0.26,1
"stock market today",368000,550000,301000,301000,301000,450000,301000,301000,823000,368000,368000,301000,368000,-33,1.59,4
"office depot near me",368000,368000,368000,368000,368000,368000,368000,450000,550000,450000,368000,368000,368000,0,1.17,4
"cgc stock",301000,673000,550000,368000,368000,301000,301000,246000,301000,201000,246000,301000,246000,-63,1.47,0
"target promo code",301000,246000,246000,246000,246000,201000,201000,246000,246000,201000,246000,450000,673000,174,0.18,32
"cheap car insurance",246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,0,73.87,94
"dis stock",246000,110000,135000,135000,368000,301000,201000,201000,301000,165000,165000,450000,246000,124,3.85,0
"sweatshirts for women",246000,368000,201000,165000,110000,90500,74000,90500,135000,201000,450000,673000,550000,49,1.79,100
"cars for sale near me",246000,201000,301000,301000,246000,246000,246000,301000,301000,246000,246000,246000,201000,0,3.01,71
"yoga pants",246000,368000,246000,301000,246000,246000,201000,201000,201000,201000,246000,301000,246000,-33,1.82,100
"google stock",246000,246000,246000,246000,301000,301000,246000,246000,201000,165000,246000,201000,201000,-18,5.20,1
"wrap dress",201000,110000,165000,201000,301000,301000,246000,246000,246000,201000,165000,135000,135000,23,1.48,100
"jeep dealership near me",201000,110000,165000,165000,165000,201000,201000,246000,246000,201000,201000,165000,165000,50,10.54,49
"walmart promo code",201000,165000,135000,165000,135000,165000,165000,165000,165000,165000,165000,301000,368000,123,0.34,25
"chevy dealer near me",201000,165000,201000,246000,165000,201000,201000,246000,246000,201000,246000,246000,201000,22,9.00,52
"maxi dresses for women",165000,60500,74000,110000,201000,368000,368000,301000,165000,90500,60500,60500,49500,-18,1.16,100
"kia dealership",165000,135000,135000,165000,165000,201000,201000,201000,201000,201000,201000,165000,135000,0,9.22,42
"how to lose belly fat",165000,165000,165000,110000,201000,201000,201000,201000,201000,165000,135000,135000,135000,-18,2.19,33
"supreme hoodie",165000,246000,201000,201000,135000,135000,110000,110000,110000,135000,165000,201000,301000,22,0.43,100
"bathroom remodel",165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,201000,201000,165000,0,12.04,90
"bomber jacket",165000,201000,201000,201000,135000,110000,110000,110000,135000,165000,246000,301000,301000,50,1.38,100
"nike stock",165000,135000,450000,246000,135000,110000,110000,246000,90500,135000,135000,110000,165000,22,5.27,1
"plus size dresses for women",165000,135000,110000,201000,246000,246000,301000,246000,165000,165000,135000,135000,110000,-19,1.76,100
"american eagle jeans",165000,165000,135000,165000,135000,110000,110000,135000,201000,165000,201000,301000,301000,82,0.23,100
"payday loans online",165000,165000,110000,110000,165000,201000,201000,201000,201000,165000,201000,165000,201000,22,4.77,1
seo,165000,135000,165000,135000,165000,135000,135000,135000,165000,165000,165000,165000,165000,22,16.25,36
"prom dresses 2019",135000,450000,301000,301000,165000,90500,33100,18100,18100,22200,22200,14800,12100,-97,0.40,100
"alibaba stock",135000,110000,110000,110000,110000,165000,110000,110000,135000,110000,110000,165000,135000,23,1.92,5
"wide leg pants",135000,49500,49500,90500,165000,165000,135000,110000,110000,246000,246000,201000,110000,122,1.74,100
"used cars for sale near me",135000,110000,135000,165000,135000,165000,165000,165000,165000,135000,135000,135000,110000,0,4.09,86
"nike shorts",135000,60500,74000,135000,201000,201000,201000,201000,165000,110000,74000,90500,110000,82,0.84,100
marketing,135000,135000,110000,135000,135000,110000,110000,110000,135000,165000,165000,165000,135000,0,5.01,8
"qualcomm stock",110000,60500,60500,74000,301000,201000,90500,90500,90500,60500,60500,110000,74000,22,2.70,3
"high waisted jeans",110000,135000,110000,135000,110000,110000,74000,90500,90500,74000,110000,110000,90500,-33,1.61,100
"kia dealership near me",110000,74000,90500,110000,90500,135000,135000,135000,135000,135000,135000,110000,110000,49,9.90,47
"fashion nova men",110000,135000,110000,135000,110000,110000,135000,135000,110000,90500,110000,135000,135000,0,1.03,100
"amazon coupons",110000,110000,90500,110000,90500,90500,110000,135000,110000,110000,110000,135000,201000,83,2.47,33
"dress pants",110000,90500,90500,90500,110000,110000,90500,90500,90500,110000,110000,135000,135000,49,1.53,100
"online loans",110000,90500,74000,74000,110000,110000,135000,135000,135000,110000,110000,110000,135000,49,8.97,99
"chick fil a nutrition",110000,135000,110000,135000,110000,110000,110000,110000,110000,110000,74000,60500,60500,-55,1.16,0
"cargo pants for men",110000,110000,90500,110000,90500,90500,90500,90500,90500,74000,135000,165000,110000,0,1.42,100
"cargo pants for women",110000,90500,90500,110000,110000,110000,90500,110000,110000,90500,110000,110000,74000,-18,1.13,100
"khaki pants",110000,110000,90500,110000,110000,110000,110000,135000,165000,110000,135000,110000,90500,-18,1.86,100
"tlry stock",110000,201000,135000,135000,110000,90500,110000,60500,110000,90500,74000,74000,74000,-63,1.72,0
"women's rain jackets",110000,90500,110000,110000,110000,135000,90500,74000,90500,90500,135000,90500,110000,22,1.85,100
"auto insurance quotes",110000,110000,135000,110000,110000,90500,110000,135000,135000,135000,135000,110000,90500,-18,98.01,98
"plant nursery near me",110000,49500,60500,135000,165000,201000,135000,110000,90500,90500,74000,60500,49500,0,1.97,13
"mortgage interest rates",110000,110000,90500,110000,135000,110000,135000,135000,165000,135000,90500,60500,49500,-55,6.32,72
"jeep patriot",110000,110000,110000,110000,110000,110000,110000,110000,110000,90500,90500,90500,90500,-18,2.18,14
"plus size wedding dresses",110000,135000,110000,110000,110000,110000,110000,110000,110000,110000,90500,74000,74000,-45,1.03,100
"carters coupon",110000,90500,90500,90500,135000,110000,90500,74000,110000,110000,135000,165000,135000,49,0.38,87
"jnj stock",110000,110000,90500,110000,90500,90500,74000,135000,135000,74000,165000,90500,90500,-18,14.56,6
"evening gowns",110000,165000,135000,135000,110000,90500,74000,90500,90500,90500,110000,110000,74000,-55,1.33,100
"office depot coupons",90500,110000,74000,74000,60500,74000,60500,90500,135000,90500,74000,90500,110000,0,0.54,57
"little black dress",90500,90500,90500,90500,90500,90500,74000,74000,90500,110000,90500,90500,74000,-18,1.46,100
"cronos stock",90500,165000,201000,135000,90500,74000,60500,49500,60500,49500,60500,60500,60500,-63,4.14,3
"food pyramid",90500,110000,90500,110000,110000,90500,74000,74000,74000,90500,90500,90500,74000,-33,1.10,0
"formal dresses for women",90500,110000,90500,135000,110000,110000,90500,90500,90500,90500,90500,90500,60500,-45,1.31,100
"lace dress",90500,90500,90500,110000,135000,110000,74000,74000,74000,74000,74000,60500,40500,-55,1.01,100
"last minute flights",90500,60500,90500,110000,90500,110000,110000,110000,90500,74000,74000,60500,74000,22,1.41,71
"shutterfly promo code",90500,74000,60500,49500,60500,74000,60500,49500,49500,49500,60500,165000,301000,307,1.42,100
"qcom stock",90500,60500,60500,74000,201000,201000,90500,90500,74000,49500,60500,110000,74000,22,2.64,0
"medicare part b",90500,90500,74000,90500,74000,74000,74000,74000,74000,90500,110000,110000,90500,0,7.23,60
"visa stock",90500,90500,74000,74000,90500,74000,74000,110000,110000,90500,110000,74000,90500,0,4.78,0
"adidas pants",90500,110000,90500,110000,74000,74000,60500,74000,90500,74000,90500,135000,135000,23,1.23,100
"girls christmas dress",90500,6600,1900,1300,1000,1000,1300,3600,9900,27100,110000,450000,450000,6718,1.05,100
"car lots near me",90500,74000,110000,110000,74000,74000,74000,90500,90500,74000,74000,74000,60500,-18,2.54,27
"gm stock",90500,110000,110000,90500,90500,90500,74000,74000,74000,135000,165000,74000,60500,-45,1.79,0
"red prom dress",74000,165000,135000,165000,165000,90500,33100,27100,33100,49500,49500,40500,40500,-75,0.44,100
"sweater for girls",74000,49500,33100,33100,33100,22200,14800,22200,49500,49500,110000,246000,246000,397,1.43,100
"okta stock",74000,49500,40500,74000,74000,90500,90500,74000,110000,110000,90500,60500,74000,49,5.71,0
"jean jacket women",74000,40500,40500,60500,74000,74000,60500,60500,74000,74000,90500,90500,110000,172,1.51,100
"honey baked ham coupons",74000,12100,9900,14800,110000,12100,9900,9900,9900,9900,22200,301000,301000,2388,0.91,83
"keto pancakes",74000,135000,110000,110000,90500,74000,74000,74000,74000,74000,60500,49500,40500,-70,0.21,99
"nike sweatshirt",74000,74000,60500,60500,33100,27100,22200,33100,49500,49500,90500,201000,246000,232,1.03,100
"supreme shirt",74000,90500,74000,74000,74000,74000,74000,74000,74000,60500,60500,74000,74000,-18,0.36,100
"nursing tops",74000,90500,49500,49500,60500,74000,74000,74000,90500,74000,74000,90500,110000,22,1.78,100
"long sleeve wedding dresses",74000,110000,74000,74000,60500,60500,60500,60500,74000,74000,74000,74000,74000,-33,0.59,100
"lexus dealership",74000,74000,74000,90500,74000,90500,74000,90500,90500,90500,90500,74000,74000,0,5.11,23
"twlo stock",74000,49500,90500,74000,74000,110000,60500,74000,90500,90500,90500,74000,40500,-18,1.35,0
"googl stock",74000,74000,90500,60500,90500,90500,74000,74000,49500,40500,74000,49500,49500,-33,13.85,0
"adidas tracksuit",74000,74000,74000,74000,60500,49500,49500,49500,49500,60500,74000,90500,110000,49,1.45,100
"khc stock",74000,33100,165000,135000,74000,74000,60500,49500,90500,60500,60500,60500,40500,22,1.27,0
"bad credit auto loans",74000,27100,110000,368000,165000,49500,49500,40500,40500,33100,40500,33100,33100,22,12.93,67
"heated jacket",74000,90500,49500,22200,9900,6600,4400,5400,9900,27100,135000,301000,201000,122,1.47,100
"sexy dress",74000,110000,90500,90500,90500,74000,74000,74000,74000,74000,60500,60500,60500,-45,0.76,100
etf,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,0,11.51,40
"short prom dresses",60500,90500,74000,90500,110000,74000,33100,27100,49500,90500,49500,27100,22200,-75,0.58,100
"lace wedding dress",60500,90500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,40500,-55,0.40,100
"mens sport coats",60500,74000,60500,74000,74000,60500,49500,49500,40500,33100,74000,110000,90500,22,1.93,100
"sport coat",60500,74000,60500,74000,60500,60500,49500,40500,40500,49500,74000,74000,74000,0,1.85,100
"80s fashion men",60500,49500,49500,49500,49500,49500,40500,60500,60500,90500,135000,49500,49500,0,0.34,100
masshealth,60500,90500,60500,74000,60500,60500,49500,60500,74000,60500,74000,60500,60500,-33,2.71,28
"my stocks",60500,110000,90500,90500,90500,90500,74000,74000,33100,6600,4400,3600,3600,-97,5.21,3
"garden centre near me",60500,22200,27100,60500,110000,165000,110000,74000,60500,49500,40500,33100,33100,49,1.62,7
"atvi stock",60500,49500,110000,49500,74000,60500,33100,33100,60500,49500,60500,60500,33100,-33,4.03,0
"high waisted shorts",60500,40500,49500,90500,110000,110000,110000,110000,60500,33100,22200,14800,14800,-63,1.12,100
"wfc stock",60500,49500,40500,49500,90500,60500,49500,74000,74000,60500,74000,49500,49500,0,3.81,0
"walmart grocery promo code",60500,60500,60500,49500,49500,49500,60500,60500,74000,74000,90500,90500,90500,50,0.54,18
"business loan",60500,60500,49500,49500,60500,60500,49500,60500,60500,60500,60500,60500,60500,0,82.89,91
"kohls promo codes",60500,74000,40500,60500,60500,49500,49500,49500,60500,74000,40500,110000,110000,49,0.49,27
"3m stock",60500,49500,40500,33100,90500,90500,60500,74000,60500,49500,74000,49500,49500,0,2.59,1
"bidu stock",60500,40500,60500,49500,60500,110000,60500,60500,110000,49500,40500,74000,49500,22,3.98,0
"geico commercial",60500,90500,74000,60500,49500,49500,60500,60500,60500,60500,90500,60500,60500,-33,5.17,15
"tommy hilfiger jacket",60500,90500,74000,60500,40500,27100,18100,22200,27100,27100,74000,135000,135000,49,0.97,100
veil,60500,74000,60500,74000,60500,60500,49500,49500,60500,74000,74000,60500,60500,-18,0.60,83
"new years eve outfit",60500,3600,590,320,260,260,320,480,880,1600,3600,14800,673000,18594,0.91,100
"used car lots near me",60500,60500,74000,74000,60500,60500,49500,60500,60500,60500,49500,49500,40500,-33,5.20,55
"black pants",60500,60500,49500,60500,60500,60500,49500,49500,60500,49500,74000,74000,74000,22,1.26,100
"solar energy",49500,49500,49500,60500,60500,60500,27100,22200,27100,40500,49500,49500,49500,0,11.96,33
"celgene stock",49500,165000,74000,74000,60500,33100,40500,33100,33100,27100,40500,40500,12100,-93,5.96,1
"mdr stock",49500,14800,27100,18100,22200,22200,18100,27100,40500,135000,110000,110000,90500,511,9.38,0
"gbtc stock",49500,22200,18100,18100,49500,74000,110000,90500,60500,33100,33100,27100,27100,22,3.40,1
"usaa auto insurance",49500,40500,33100,40500,49500,49500,40500,49500,49500,49500,49500,49500,49500,22,11.38,58
"groupon getaways",49500,60500,60500,60500,49500,49500,49500,60500,49500,40500,40500,40500,40500,-33,0.19,18
"lyft stock price",49500,1600,3600,74000,165000,135000,40500,27100,40500,33100,40500,33100,22200,1288,2.87,0
"dividend stocks",49500,49500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,74000,49,2.01,22
"baby dress",49500,60500,60500,60500,60500,40500,33100,40500,33100,40500,49500,60500,49500,-18,0.85,100
"lilly pulitzer dresses",49500,33100,40500,74000,74000,90500,74000,74000,49500,49500,27100,22200,22200,-33,1.20,100
"insurance agency",49500,49500,33100,74000,33100,33100,33100,40500,40500,40500,40500,49500,90500,83,12.04,10
"lexus dealer near me",49500,40500,49500,49500,40500,49500,49500,49500,49500,49500,49500,49500,49500,22,7.34,29
"divorce lawyers near me",49500,33100,33100,40500,49500,60500,60500,74000,60500,49500,49500,49500,49500,50,24.34,65
"aesthetic outfits",49500,40500,40500,49500,49500,60500,60500,60500,60500,49500,40500,49500,49500,22,0.63,100
"plus size mother of the bride dresses",49500,74000,60500,74000,60500,49500,49500,60500,49500,40500,33100,27100,22200,-70,1.20,100
"siri stock",49500,60500,60500,49500,60500,40500,33100,49500,40500,33100,40500,49500,40500,-33,0.86,0
"linen pants",49500,27100,27100,60500,90500,110000,90500,74000,49500,27100,22200,27100,22200,-18,1.93,100
"fashion nova dresses",49500,40500,49500,49500,49500,74000,60500,49500,49500,60500,60500,60500,49500,22,0.53,100
"gld stock",49500,40500,33100,33100,27100,27100,60500,60500,110000,74000,60500,49500,49500,22,4.02,2
"lexus gx 460",49500,33100,33100,40500,33100,40500,49500,49500,60500,60500,60500,60500,60500,83,3.77,43
"old navy promo code",49500,49500,40500,49500,49500,60500,40500,49500,60500,40500,60500,74000,60500,22,0.31,38
"nutritionist near me",49500,40500,40500,40500,40500,40500,49500,49500,49500,49500,49500,40500,40500,0,2.90,26
"acura dealer near me",49500,49500,49500,49500,49500,49500,49500,49500,60500,49500,49500,40500,40500,-18,8.87,32
"nike sweater",49500,40500,40500,40500,27100,22200,18100,22200,33100,40500,60500,90500,110000,172,0.79,100
"online boutiques",49500,49500,49500,60500,74000,49500,49500,49500,49500,49500,49500,40500,33100,-33,1.33,100
"edible arrangements coupon code",49500,60500,90500,49500,49500,74000,40500,33100,33100,27100,33100,33100,40500,-33,1.28,100
"salesforce stock",49500,40500,40500,74000,40500,49500,90500,40500,60500,33100,33100,33100,40500,0,5.55,1
"financial planning",49500,60500,40500,40500,40500,40500,40500,40500,40500,40500,49500,40500,49500,-18,15.60,83
"workmans comp",49500,49500,40500,49500,49500,49500,49500,49500,49500,49500,49500,49500,40500,-18,28.96,74
"sweat suits for women",49500,60500,49500,40500,27100,18100,12100,14800,27100,49500,90500,135000,135000,123,1.14,100
"ups stock price",49500,49500,49500,40500,49500,40500,40500,60500,60500,49500,49500,49500,40500,-18,2.16,0
"papa johns coupon code",49500,49500,49500,49500,49500,60500,49500,49500,49500,49500,60500,60500,74000,49,0.43,11
trousers,40500,40500,40500,40500,40500,40500,40500,33100,40500,40500,49500,49500,40500,0,1.48,100
"aaa auto insurance",40500,40500,33100,40500,40500,40500,40500,49500,49500,49500,40500,40500,40500,0,10.25,57
"petite maxi dresses",40500,18100,22200,40500,74000,90500,74000,60500,33100,18100,14800,9900,8100,-55,1.36,100
"business insurance",40500,33100,33100,33100,40500,33100,49500,40500,40500,33100,49500,40500,49500,50,65.21,48
"rite aid stock",40500,49500,33100,49500,74000,33100,33100,27100,27100,27100,22200,22200,74000,49,3.22,1
"hawaiian dress",40500,27100,27100,40500,40500,49500,60500,60500,49500,33100,22200,18100,18100,-33,1.05,100
"flight deals",40500,49500,40500,49500,40500,40500,40500,40500,33100,33100,27100,33100,40500,-18,1.45,62
snowsuit,40500,90500,40500,14800,5400,5400,4400,6600,9900,14800,60500,110000,90500,0,1.03,100
"panda express coupons",40500,60500,60500,49500,40500,33100,33100,40500,33100,33100,33100,33100,33100,-45,1.11,4
"chase auto loan",40500,40500,33100,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,-18,7.67,8
"cheap clothes",40500,33100,40500,49500,40500,33100,40500,40500,40500,40500,33100,33100,33100,0,1.28,100
"linen pants women",40500,18100,22200,40500,60500,74000,74000,74000,40500,18100,12100,9900,9900,-45,1.93,100
"wooden desk",40500,49500,40500,40500,33100,33100,33100,40500,49500,40500,40500,40500,49500,0,1.48,100
"cash flow",40500,33100,27100,33100,33100,33100,27100,27100,33100,60500,74000,90500,74000,124,7.18,13
"keto chocolate chip cookies",40500,49500,49500,40500,33100,33100,33100,33100,33100,33100,33100,33100,33100,-33,0.88,81
"slb stock",40500,49500,33100,27100,40500,33100,40500,40500,49500,49500,49500,40500,40500,-18,0.89,0
"avgo stock",40500,33100,27100,49500,33100,33100,74000,40500,33100,49500,27100,27100,49500,50,0.92,0
"leggings with pockets",40500,49500,40500,49500,40500,33100,33100,33100,33100,33100,40500,60500,60500,22,2.01,100
"north face coat",40500,74000,33100,22200,6600,5400,4400,8100,14800,22200,74000,110000,74000,0,1.73,100
"low rise jeans",40500,60500,27100,60500,40500,22200,33100,22200,27100,33100,49500,49500,49500,-18,1.68,100
"blue prom dresses",40500,60500,60500,74000,74000,49500,18100,14800,18100,27100,22200,18100,18100,-70,0.36,100
"caterpillar stock",40500,74000,49500,40500,40500,40500,33100,40500,49500,33100,49500,33100,27100,-63,1.89,1
"enph stock",40500,12100,14800,14800,14800,27100,22200,40500,60500,60500,74000,60500,60500,400,1.70,0
"sls stock",40500,8100,6600,9900,9900,8100,27100,165000,110000,40500,40500,90500,27100,235,2.29,0
"ball gown wedding dress",40500,60500,49500,49500,33100,40500,40500,49500,40500,40500,33100,33100,33100,-45,0.46,100
"2015 dodge charger",40500,40500,33100,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,-18,1.55,28
"burberry jacket",40500,49500,33100,33100,27100,22200,14800,14800,18100,27100,60500,74000,74000,49,2.05,100
"mustang for sale",40500,40500,40500,49500,49500,49500,40500,40500,49500,40500,33100,33100,33100,-18,2.03,91
"sweet 16 dresses",40500,60500,49500,49500,40500,33100,33100,40500,33100,33100,33100,33100,27100,-55,0.48,100
"lateral file cabinet",40500,40500,33100,49500,40500,33100,40500,49500,49500,40500,33100,33100,33100,-18,3.60,100
"wwe stock",40500,33100,33100,33100,74000,40500,27100,40500,33100,22200,40500,40500,22200,-33,5.83,1
"zappos coupon code",40500,33100,22200,33100,49500,40500,40500,40500,40500,33100,49500,60500,60500,83,0.77,87
"pizza hut promo code",40500,33100,40500,40500,33100,40500,40500,40500,40500,40500,40500,49500,49500,50,1.09,4
"herman miller chairs",40500,40500,33100,40500,33100,40500,33100,40500,40500,33100,33100,40500,33100,-18,4.00,100
"comcast stock",40500,40500,33100,49500,49500,40500,33100,40500,33100,33100,33100,27100,27100,-33,6.30,1
"white prom dress",40500,60500,60500,74000,74000,49500,27100,22200,22200,27100,27100,22200,18100,-70,0.55,100
"chrysler dealership near me",40500,33100,40500,49500,40500,33100,40500,49500,49500,40500,40500,40500,40500,22,11.70,42
"sweat suits for men",40500,49500,40500,33100,22200,14800,12100,12100,18100,33100,60500,74000,90500,83,1.02,100
"ntnx stock",33100,22200,22200,60500,27100,40500,22200,22200,40500,27100,22200,33100,27100,22,0.09,0
"gild stock",33100,33100,40500,33100,33100,33100,27100,33100,27100,22200,33100,27100,27100,-18,6.16,0
"mens linen pants",33100,22200,22200,33100,40500,49500,60500,60500,33100,18100,18100,27100,22200,0,2.16,100
"robinhood investing",33100,27100,33100,27100,27100,33100,27100,27100,27100,27100,33100,33100,40500,49,4.84,33
"disability insurance",33100,33100,33100,33100,33100,33100,27100,33100,27100,27100,33100,33100,33100,0,13.86,75
"white jeep wrangler",33100,27100,27100,27100,27100,33100,33100,49500,40500,33100,27100,22200,22200,-18,2.14,94
"business attire",33100,33100,40500,40500,40500,40500,27100,27100,33100,40500,40500,33100,27100,-18,2.01,100
"hungry howies coupons",33100,33100,40500,33100,27100,33100,33100,33100,27100,27100,27100,33100,33100,0,0.72,7
"dsw promo code",33100,33100,22200,49500,40500,49500,33100,27100,40500,33100,40500,33100,40500,22,0.71,94
"bridal shower dresses",33100,49500,49500,60500,49500,40500,40500,33100,27100,22200,18100,14800,14800,-70,1.57,100
"white sweater",33100,33100,22200,22200,22200,18100,14800,14800,18100,27100,49500,90500,74000,124,1.42,100
"pontiac solstice",33100,27100,33100,40500,40500,40500,40500,40500,40500,33100,33100,27100,27100,0,0.66,12
"adidas leggings",33100,40500,40500,49500,33100,27100,22200,27100,33100,27100,27100,40500,40500,0,1.52,100
"used jeeps for sale",33100,27100,27100,33100,27100,33100,33100,40500,33100,33100,27100,27100,22200,-18,2.82,100
"adidas shorts",33100,18100,22200,33100,40500,40500,49500,49500,49500,22200,18100,22200,18100,0,1.46,100
"cronos stock price",33100,49500,74000,49500,33100,27100,33100,22200,27100,18100,22200,18100,12100,-76,2.99,1
"red robin coupons",33100,33100,27100,40500,27100,27100,33100,33100,33100,27100,27100,33100,33100,0,0.43,10
"children's place coupon code",33100,18100,14800,27100,22200,27100,27100,40500,40500,22200,40500,49500,40500,124,0.58,93
"fannie mae stock",33100,49500,40500,27100,22200,27100,27100,18100,22200,60500,33100,22200,22200,-55,4.48,1
"pier one coupon",33100,40500,33100,33100,27100,33100,27100,27100,27100,27100,27100,33100,40500,0,0.28,100
"law firm",33100,33100,33100,33100,33100,33100,33100,33100,40500,40500,40500,33100,33100,0,7.82,19
"polka dot dress",33100,22200,27100,40500,60500,49500,49500,40500,33100,27100,27100,14800,18100,-18,1.07,100
sr22,33100,33100,33100,40500,33100,33100,27100,33100,33100,33100,33100,33100,33100,0,25.92,68
"t mobile stock",33100,27100,33100,27100,33100,40500,27100,74000,27100,22200,33100,49500,33100,22,3.15,3
"buick dealership",33100,40500,33100,40500,33100,40500,40500,40500,40500,33100,33100,27100,27100,-33,5.91,44
"bpth stock",33100,8100,4400,246000,60500,22200,12100,14800,9900,6600,8100,9900,9900,22,2.96,0
"wmt stock price",33100,33100,33100,27100,27100,33100,33100,33100,33100,27100,27100,33100,27100,-18,0.99,0
"mermaid dress",33100,40500,40500,40500,40500,33100,27100,27100,27100,27100,27100,22200,18100,-55,0.65,100
"tqqq stock price",33100,49500,22200,22200,33100,49500,40500,33100,49500,27100,33100,27100,22200,-55,5.94,0
"lord and taylor dresses",33100,22200,27100,40500,49500,49500,40500,40500,33100,27100,33100,27100,22200,0,0.85,100
"weathertech coupon",33100,22200,27100,27100,27100,27100,40500,33100,27100,14800,27100,49500,49500,123,1.42,100
"bebe dresses",33100,33100,33100,40500,40500,33100,27100,27100,22200,27100,27100,33100,27100,-18,0.71,100
"vti stock",33100,33100,27100,27100,33100,40500,33100,27100,40500,27100,33100,27100,33100,0,2.33,0
"womens tracksuits",33100,40500,33100,33100,22200,18100,12100,14800,22200,27100,49500,49500,60500,49,1.18,100
"low carb",33100,74000,33100,27100,27100,27100,27100,27100,33100,33100,33100,33100,27100,-63,1.02,92
"royal blue prom dresses",33100,60500,60500,74000,74000,33100,12100,9900,9900,18100,14800,12100,14800,-76,0.33,100
"ftr stock",33100,33100,40500,33100,33100,33100,33100,27100,49500,33100,27100,27100,27100,-18,0.19,0
"two piece dresses",33100,49500,40500,49500,49500,40500,27100,27100,27100,33100,22200,18100,18100,-63,0.92,100
"mastercard stock",33100,27100,22200,27100,27100,27100,27100,33100,40500,33100,40500,27100,33100,22,2.32,0
"samsung stock",33100,60500,60500,40500,60500,33100,22200,27100,27100,27100,27100,27100,27100,-55,3.81,5
"fur jacket",33100,60500,33100,22200,12100,9900,8100,9900,14800,18100,49500,74000,74000,22,1.13,100
"wedding dresses 2019",33100,74000,40500,40500,33100,33100,33100,33100,27100,18100,18100,14800,9900,-87,0.65,100
