Keywords,"Search Volume (Average)","Search Volume (Jan 2019)","Search Volume (Feb 2019)","Search Volume (Mar 2019)","Search Volume (Apr 2019)","Search Volume (May 2019)","Search Volume (Jun 2019)","Search Volume (Jul 2019)","Search Volume (Aug 2019)","Search Volume (Sep 2019)","Search Volume (Oct 2019)","Search Volume (Nov 2019)","Search Volume (Dec 2019)",Trend,"CPC (USD)",Competition
"fha loan",135000,135000,135000,165000,165000,165000,135000,165000,165000,135000,135000,135000,135000,0,7.44,66
"pg stock",110000,135000,110000,110000,135000,110000,110000,135000,135000,110000,135000,110000,90500,-33,0.86,0
"garden tools",110000,90500,60500,90500,165000,165000,110000,90500,74000,74000,90500,90500,110000,22,1.08,100
"executive desk",110000,135000,90500,110000,90500,90500,90500,110000,110000,90500,110000,110000,110000,-19,2.80,100
"sundresses for women",110000,60500,60500,110000,135000,201000,301000,301000,90500,27100,14800,18100,22200,-63,1.78,100
"long dress",110000,135000,110000,135000,135000,135000,90500,90500,74000,90500,90500,74000,60500,-55,1.06,100
"plus size womens clothing",110000,110000,110000,135000,165000,110000,110000,135000,110000,90500,110000,110000,110000,0,2.22,100
"twtr stock",110000,90500,165000,90500,135000,90500,74000,110000,90500,74000,135000,135000,90500,0,2.01,0
"black dresses for women",110000,90500,74000,74000,90500,110000,110000,110000,90500,110000,135000,135000,110000,22,1.22,100
nutrition,110000,135000,110000,135000,110000,110000,90500,90500,110000,135000,135000,135000,110000,-19,2.28,5
"mens long sleeve shirts",110000,135000,74000,74000,60500,60500,60500,60500,74000,60500,165000,301000,246000,82,2.09,100
"computer chair",110000,165000,90500,90500,74000,74000,74000,90500,110000,90500,90500,110000,165000,0,1.45,100
"plus size formal dresses",90500,110000,90500,110000,90500,74000,60500,74000,74000,90500,90500,74000,49500,-55,1.19,100
"baby girl dresses",90500,90500,74000,90500,90500,60500,74000,74000,60500,74000,90500,135000,135000,49,0.87,100
"boyfriend jeans",90500,110000,74000,110000,110000,90500,90500,110000,110000,90500,90500,90500,90500,-18,1.39,100
"dickies pants",90500,74000,74000,90500,74000,90500,74000,90500,110000,90500,110000,110000,110000,49,1.27,100
"khaki pants for women",90500,74000,60500,74000,74000,74000,74000,90500,110000,74000,90500,90500,60500,-18,1.37,100
"ea stock",90500,74000,368000,135000,90500,90500,49500,110000,49500,40500,49500,33100,27100,-63,2.56,0
"mens dress pants",90500,90500,74000,90500,90500,110000,90500,90500,90500,74000,110000,135000,110000,22,2.35,100
"chevrolet dealer near me",90500,74000,74000,90500,90500,90500,90500,110000,110000,90500,110000,90500,90500,22,7.80,49
"mutual funds",90500,90500,90500,110000,110000,110000,90500,90500,90500,90500,90500,90500,110000,22,5.39,34
"personal injury attorney",90500,40500,90500,135000,110000,135000,135000,135000,90500,60500,74000,60500,60500,49,67.94,27
"lawyers near me",90500,74000,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,90500,22,13.41,65
bcbs,90500,135000,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,-33,5.58,26
"acura dealership",74000,74000,74000,74000,74000,74000,74000,90500,90500,74000,74000,60500,60500,-18,7.96,28
"car loan",74000,74000,74000,90500,90500,90500,90500,90500,90500,74000,74000,74000,74000,0,13.68,79
"etsy stock",74000,49500,110000,74000,60500,74000,49500,49500,74000,60500,60500,90500,60500,22,0.77,5
"nvidia stock price",74000,90500,74000,74000,60500,74000,60500,60500,74000,49500,74000,74000,74000,-18,1.58,1
"wholesale clothing",74000,90500,90500,90500,90500,90500,74000,74000,74000,74000,74000,74000,60500,-33,1.47,100
"jean skirt",74000,60500,60500,74000,90500,90500,74000,90500,90500,60500,49500,49500,40500,-33,1.13,100
"lowes promo code",74000,60500,60500,74000,90500,90500,74000,74000,74000,49500,49500,90500,90500,50,1.38,87
"off white hoodie",74000,90500,74000,74000,60500,49500,49500,49500,60500,74000,90500,90500,110000,22,0.82,100
"royal blue dress",74000,74000,74000,74000,90500,90500,60500,60500,60500,74000,60500,49500,40500,-45,0.86,100
"medicare part d",74000,60500,60500,60500,49500,49500,40500,49500,49500,60500,110000,110000,90500,50,18.85,82
"avocado nutrition",74000,110000,90500,90500,74000,74000,74000,74000,74000,60500,60500,60500,49500,-55,1.12,3
"bootcut jeans",74000,60500,40500,60500,49500,49500,40500,60500,90500,74000,110000,135000,135000,123,1.44,100
"sephora promo code",74000,90500,74000,74000,74000,74000,60500,60500,74000,74000,74000,110000,110000,22,0.93,84
"aapl stock price",74000,90500,60500,60500,60500,74000,60500,74000,74000,74000,90500,74000,90500,0,1.40,0
"girls coats",74000,110000,49500,33100,12100,6600,4400,9900,22200,40500,165000,301000,201000,83,1.38,100
"calvin klein underwear",74000,60500,74000,74000,60500,60500,60500,74000,74000,60500,60500,74000,90500,50,1.62,100
"pg&e stock",74000,201000,74000,49500,49500,33100,27100,22200,33100,33100,135000,90500,90500,-55,6.58,1
"black wedding dresses",74000,90500,90500,90500,74000,74000,74000,90500,90500,90500,90500,74000,74000,-18,0.46,100
"volkswagen dealer",74000,74000,74000,74000,74000,90500,74000,90500,90500,90500,74000,60500,60500,-18,10.13,35
"spring dresses",74000,27100,60500,301000,368000,49500,12100,5400,3600,3600,3600,4400,6600,-76,1.09,100
"ko stock",74000,49500,110000,74000,60500,60500,60500,74000,74000,60500,74000,74000,60500,22,2.31,0
"2016 honda accord",60500,60500,60500,74000,60500,74000,60500,74000,74000,60500,60500,49500,49500,-18,3.43,28
"1920s dress",60500,74000,49500,49500,40500,33100,27100,33100,40500,60500,90500,110000,201000,172,0.81,100
"cargo shorts",60500,33100,33100,49500,90500,90500,90500,90500,74000,40500,33100,27100,22200,-33,1.54,100
"newborn girl clothes",60500,90500,60500,49500,49500,60500,60500,60500,60500,49500,60500,90500,74000,-18,0.87,100
"jean shorts",60500,40500,49500,74000,90500,110000,110000,110000,74000,40500,33100,22200,27100,-33,1.51,100
"no credit check loans",60500,49500,40500,40500,49500,60500,60500,74000,74000,74000,74000,74000,90500,83,3.75,32
"social media marketing",60500,49500,49500,49500,60500,49500,49500,49500,60500,74000,74000,74000,60500,22,9.71,59
"60s fashion",60500,49500,49500,60500,49500,60500,40500,40500,49500,110000,135000,49500,40500,-18,0.49,100
"state farm near me",60500,40500,33100,49500,60500,60500,60500,74000,74000,74000,74000,74000,74000,83,9.71,29
"fred loya",60500,60500,60500,74000,60500,60500,60500,60500,74000,60500,60500,60500,60500,0,9.03,46
"wedding cake toppers",60500,90500,60500,60500,60500,60500,60500,60500,60500,49500,40500,33100,27100,-70,0.65,100
"trench coat women",60500,60500,49500,60500,60500,40500,18100,22200,40500,60500,90500,90500,90500,50,1.39,100
"bridal shops near me",60500,74000,74000,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,-33,1.85,92
"honey coupon",60500,60500,74000,74000,60500,60500,60500,60500,60500,60500,60500,74000,90500,50,2.57,14
"family law attorney",60500,49500,40500,49500,90500,90500,74000,74000,49500,40500,60500,49500,49500,0,18.35,55
"maternity dresses for baby shower",60500,40500,40500,49500,40500,33100,90500,74000,74000,74000,74000,60500,49500,22,0.90,100
"buy used cars",60500,49500,49500,60500,60500,60500,60500,60500,60500,60500,49500,49500,49500,0,4.78,82
"bmw 328i",60500,49500,49500,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,0,1.97,15
"corduroy pants",60500,74000,49500,40500,27100,27100,27100,33100,40500,60500,90500,110000,90500,22,1.93,100
"adidas sweatpants",60500,74000,60500,60500,40500,40500,33100,40500,49500,49500,74000,110000,110000,49,1.67,100
"home equity line of credit",60500,60500,60500,74000,60500,60500,60500,74000,60500,60500,60500,49500,40500,-33,21.84,92
"womens fashion",60500,60500,40500,33100,201000,60500,60500,60500,40500,40500,33100,33100,33100,-45,1.72,100
"usda loans",60500,60500,40500,60500,60500,60500,60500,60500,60500,60500,49500,49500,40500,-33,6.36,57
"mens winter jackets",60500,110000,60500,33100,9900,8100,6600,12100,22200,40500,135000,246000,135000,23,2.31,100
"winter jackets for women",60500,90500,60500,40500,12100,9900,6600,14800,27100,49500,135000,201000,110000,22,2.07,100
"wells fargo mortgage rates",60500,40500,33100,49500,49500,60500,90500,74000,110000,90500,74000,60500,40500,0,4.75,24
"boho wedding dress",60500,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,40500,40500,-45,0.69,100
"denim jacket women",60500,40500,40500,60500,60500,74000,49500,49500,60500,60500,74000,74000,74000,83,1.81,100
"roku stock price",60500,27100,33100,33100,33100,49500,40500,40500,60500,90500,74000,90500,90500,234,1.98,7
"bmy stock",49500,49500,33100,33100,60500,40500,40500,60500,40500,40500,60500,60500,74000,49,2.37,0
"coachella outfits",49500,40500,27100,74000,246000,49500,27100,27100,22200,27100,22200,14800,12100,-70,0.56,100
"keto cookies",49500,74000,49500,49500,40500,40500,40500,40500,40500,40500,40500,40500,49500,-33,0.85,100
"z stock",49500,22200,33100,49500,40500,60500,49500,49500,60500,90500,49500,49500,49500,123,3.65,0
"us bank home mortgage",49500,60500,49500,49500,49500,40500,40500,49500,49500,49500,49500,49500,40500,-33,2.30,10
"ulta stock",49500,18100,18100,49500,27100,33100,22200,18100,90500,110000,74000,49500,90500,400,3.41,0
"slip dress",49500,33100,33100,40500,49500,49500,49500,60500,60500,60500,60500,49500,49500,50,1.32,100
"chevron stock",49500,49500,49500,49500,74000,60500,49500,49500,49500,49500,40500,40500,49500,0,2.15,0
"t stock price",49500,60500,49500,49500,49500,49500,49500,60500,60500,60500,60500,60500,49500,-18,0.52,0
"home office desk",49500,60500,49500,40500,40500,40500,40500,49500,74000,49500,49500,49500,49500,-18,2.55,100
"va loan",49500,49500,40500,49500,60500,60500,60500,60500,49500,49500,40500,40500,40500,-18,47.90,84
"pepsi stock",49500,49500,60500,49500,60500,49500,49500,60500,60500,49500,60500,40500,40500,-18,5.33,1
"wdc stock",49500,60500,40500,40500,49500,40500,49500,60500,40500,40500,40500,33100,40500,-33,1.50,0
"2012 honda accord",49500,40500,40500,49500,49500,49500,49500,49500,49500,49500,49500,40500,40500,0,1.73,16
"cute clothes",49500,40500,40500,40500,40500,40500,40500,49500,49500,40500,49500,74000,60500,49,1.05,100
"plus size mother of the bride dresses",49500,74000,60500,74000,60500,49500,49500,60500,49500,40500,33100,27100,22200,-70,1.20,100
"dow jones stock market today",49500,201000,110000,90500,14800,22200,22200,18100,33100,18100,22200,18100,22200,-89,1.11,0
"long formal dresses",49500,74000,60500,60500,49500,40500,33100,27100,33100,49500,40500,40500,27100,-63,1.02,100
"keto fast food",49500,74000,49500,49500,49500,49500,49500,49500,49500,49500,40500,33100,27100,-63,1.55,9
"sweatshirts for girls",49500,40500,27100,27100,18100,18100,14800,27100,40500,40500,74000,135000,90500,123,1.71,100
coveralls,49500,90500,49500,49500,40500,40500,33100,33100,40500,49500,90500,74000,60500,-33,1.22,100
"80s clothes",49500,49500,49500,49500,49500,49500,33100,60500,49500,74000,90500,33100,27100,-45,0.51,100
"usaa car insurance",49500,33100,40500,33100,40500,49500,135000,33100,33100,110000,90500,33100,33100,0,11.61,55
"venus dresses",49500,33100,49500,49500,60500,49500,49500,49500,49500,49500,40500,40500,33100,0,0.47,100
"noom diet plan",49500,246000,110000,90500,2400,1900,2400,110000,2400,2400,18100,2400,1900,-99,3.45,99
"plus size maternity",49500,74000,60500,60500,60500,49500,40500,33100,40500,40500,33100,27100,27100,-63,1.95,100
"jet's pizza coupons",40500,49500,40500,40500,33100,40500,40500,40500,40500,40500,49500,49500,49500,0,1.68,3
"adidas sweatshirt",40500,49500,40500,40500,22200,18100,14800,18100,27100,27100,49500,74000,74000,49,2.01,100
"uwt stock",40500,74000,49500,40500,40500,40500,49500,40500,40500,49500,49500,27100,22200,-70,5.88,1
"white long dress",40500,49500,40500,49500,49500,49500,40500,49500,40500,40500,40500,33100,27100,-45,0.97,100
"emerald green dress",40500,33100,33100,33100,33100,27100,22200,27100,33100,60500,49500,60500,49500,50,1.07,100
"kohls dresses",40500,22200,27100,40500,60500,60500,40500,40500,33100,40500,33100,27100,27100,22,0.43,100
"skinny jeans for women",40500,49500,33100,40500,27100,27100,22200,33100,33100,27100,49500,74000,49500,0,1.95,100
"medicare for all",40500,40500,49500,49500,60500,33100,40500,40500,40500,40500,49500,60500,33100,-18,7.48,22
"black sweater",40500,49500,33100,27100,18100,14800,12100,14800,22200,27100,74000,110000,74000,49,1.61,100
"tractor supply coupons",40500,49500,33100,49500,40500,40500,40500,40500,33100,33100,40500,60500,60500,22,0.25,31
"bike shorts women",40500,14800,12100,27100,40500,60500,74000,90500,74000,40500,27100,14800,14800,0,1.92,100
"lexus gs 350",40500,40500,40500,40500,40500,40500,40500,40500,49500,40500,40500,40500,40500,0,5.79,32
"volkswagen credit",40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,0,9.48,3
"slv stock",40500,27100,22200,22200,18100,22200,27100,49500,74000,74000,40500,33100,33100,22,2.22,0
"princess dress",40500,40500,40500,40500,33100,33100,33100,49500,40500,40500,40500,49500,60500,49,0.80,100
"casual dresses for women",40500,33100,40500,60500,60500,60500,60500,74000,40500,33100,27100,22200,22200,-33,1.38,100
"bcbg dresses",40500,33100,33100,49500,49500,49500,40500,40500,40500,40500,33100,33100,33100,0,1.32,100
"long black dress",40500,40500,40500,40500,40500,33100,27100,27100,33100,49500,60500,40500,33100,-18,1.03,100
"bridal gowns",40500,49500,40500,40500,27100,33100,49500,49500,40500,33100,40500,33100,27100,-45,0.96,100
"baba stock price",40500,49500,40500,33100,33100,49500,40500,40500,49500,33100,40500,49500,60500,22,1.85,0
"womens ski jackets",40500,135000,74000,33100,6600,2900,2900,4400,8100,14800,33100,74000,110000,-19,2.40,100
"boston market coupon",40500,40500,40500,40500,40500,49500,49500,40500,40500,40500,49500,60500,40500,0,0.47,11
"white pants",40500,33100,33100,49500,60500,60500,49500,49500,40500,33100,60500,33100,33100,0,1.17,100
"kmi stock",40500,60500,49500,60500,49500,40500,40500,40500,33100,33100,33100,33100,33100,-45,0.42,0
"wday stock",40500,33100,40500,49500,40500,49500,40500,33100,49500,40500,49500,33100,49500,50,3.98,0
"long sleeve maxi dress",40500,49500,40500,40500,40500,40500,33100,33100,40500,49500,60500,49500,33100,-33,1.03,100
"shein clothing",40500,22200,27100,60500,60500,27100,33100,74000,33100,33100,49500,49500,33100,49,0.40,100
"unsubsidized loan",40500,33100,22200,27100,40500,40500,40500,60500,74000,33100,27100,22200,22200,-33,8.57,3
"gush stock",40500,49500,33100,33100,33100,49500,49500,40500,40500,49500,40500,33100,22200,-55,6.08,1
"greatlakes student loans",40500,27100,33100,27100,22200,90500,74000,22200,18100,49500,22200,18100,27100,0,5.36,3
"nutrition facts",40500,49500,49500,49500,49500,40500,33100,33100,40500,49500,49500,49500,49500,0,0.48,7
"crewneck sweatshirt",40500,49500,40500,33100,22200,22200,18100,27100,40500,49500,74000,74000,74000,49,1.53,100
centene,40500,33100,33100,49500,40500,40500,40500,40500,40500,40500,40500,33100,33100,0,2.18,2
"how to get rid of belly fat",40500,40500,40500,49500,49500,49500,49500,49500,49500,40500,33100,33100,33100,-18,1.72,100
"low calorie snacks",40500,49500,40500,40500,40500,40500,40500,40500,33100,33100,33100,27100,27100,-45,0.85,100
"cheap used cars",40500,40500,40500,49500,33100,33100,33100,33100,40500,40500,33100,33100,40500,0,3.02,100
"amat stock",40500,49500,49500,40500,40500,49500,33100,49500,40500,33100,33100,60500,33100,-33,13.42,0
"attorneys near me",40500,27100,27100,33100,40500,33100,33100,40500,40500,40500,40500,40500,40500,49,9.85,57
"grey sweatpants",40500,27100,27100,22200,18100,18100,18100,22200,33100,40500,60500,74000,90500,234,1.00,100
"medicare supplement plans",40500,22200,22200,27100,22200,22200,27100,27100,33100,49500,74000,60500,49500,123,18.81,89
"wells fargo auto",40500,9900,12100,12100,14800,22200,33100,49500,60500,60500,74000,74000,90500,814,4.67,0
"whole life insurance",40500,49500,49500,49500,40500,40500,40500,40500,40500,40500,49500,49500,49500,0,25.93,88
"aks stock",40500,60500,49500,40500,40500,49500,40500,49500,33100,33100,33100,33100,40500,-33,1.89,0
"small loans",40500,22200,18100,22200,27100,49500,49500,40500,90500,60500,60500,40500,49500,123,4.41,93
"divorce lawyers",40500,33100,33100,40500,40500,40500,33100,49500,49500,49500,49500,40500,40500,22,24.63,69
"parachute pants",40500,40500,33100,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,-18,0.56,100
"subsidized loan",40500,33100,22200,27100,33100,33100,40500,60500,90500,40500,33100,22200,22200,-33,8.73,5
"fdx stock",40500,33100,27100,49500,33100,27100,49500,40500,27100,74000,40500,33100,74000,124,1.50,0
"volkswagen dealership near me",40500,33100,40500,49500,33100,40500,40500,49500,49500,40500,40500,40500,40500,22,10.08,37
"medicare part a",40500,40500,40500,40500,40500,40500,33100,40500,40500,40500,49500,49500,40500,0,6.69,30
"home depot stock price",40500,40500,33100,33100,40500,33100,33100,40500,49500,40500,40500,40500,33100,-18,1.58,0
"last minute flight deals",40500,33100,33100,40500,33100,40500,40500,49500,40500,33100,33100,33100,40500,22,1.23,69
"injury lawyer",33100,22200,27100,33100,40500,33100,33100,40500,49500,27100,40500,40500,40500,82,119.01,51
"wide leg jeans",33100,27100,27100,33100,33100,27100,22200,27100,40500,40500,49500,40500,40500,49,1.42,100
"gamestop stock",33100,33100,22200,18100,33100,18100,60500,33100,60500,60500,27100,22200,40500,22,3.86,3
"old navy maternity",33100,40500,40500,49500,49500,40500,33100,27100,33100,33100,33100,33100,27100,-33,0.32,100
"linen dress",33100,18100,22200,40500,60500,60500,60500,60500,33100,18100,12100,9900,9900,-45,1.59,100
"lincoln dealership near me",33100,22200,27100,33100,27100,27100,27100,33100,40500,33100,33100,40500,40500,82,5.14,39
"black and white dress",33100,33100,27100,33100,40500,49500,33100,27100,27100,27100,27100,27100,22200,-33,0.98,100
"aliexpress promo code",33100,27100,27100,33100,33100,27100,27100,27100,27100,27100,33100,40500,40500,49,0.89,67
"new years eve dress",33100,6600,1300,1300,1000,880,1600,2400,3600,8100,22200,90500,301000,4461,1.21,100
"how to lose arm fat",33100,22200,22200,33100,40500,33100,40500,40500,33100,27100,22200,22200,22200,0,4.57,8
"solar panel cost",33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,27100,22200,-33,6.34,100
"womens clothing online",33100,33100,33100,49500,40500,40500,40500,33100,33100,33100,33100,33100,33100,0,1.95,100
"champion jacket",33100,49500,40500,33100,27100,22200,18100,27100,33100,27100,40500,60500,60500,22,0.77,100
"kr stock",33100,18100,18100,40500,27100,22200,40500,40500,33100,40500,22200,27100,27100,50,0.38,0
"home equity loan rates",33100,40500,33100,40500,40500,33100,33100,40500,40500,33100,33100,27100,22200,-45,13.25,93
"cute winter outfits",33100,74000,40500,18100,4400,3600,4400,6600,9900,14800,40500,90500,90500,22,0.60,100
"last minute travel deals",33100,27100,33100,40500,33100,33100,40500,40500,33100,18100,22200,22200,33100,22,1.85,87
"teddy jacket",33100,60500,40500,27100,9900,6600,5400,8100,14800,22200,49500,74000,60500,0,1.31,100
"cnn stock market",33100,40500,33100,33100,33100,40500,33100,33100,49500,40500,40500,33100,40500,0,3.54,1
"gopro stock",33100,33100,49500,33100,27100,49500,22200,22200,33100,27100,60500,40500,33100,0,2.98,2
"craigslist used cars",33100,40500,40500,40500,33100,33100,33100,33100,27100,22200,22200,18100,18100,-55,1.44,36
"delorean for sale",33100,27100,27100,27100,27100,27100,33100,40500,40500,33100,33100,40500,33100,22,0.35,96
"gd stock",33100,49500,33100,33100,40500,33100,33100,40500,40500,33100,33100,27100,33100,-33,3.64,0
nutrients,33100,40500,40500,40500,40500,33100,18100,18100,22200,40500,40500,33100,33100,-18,0.90,0
"car finance",33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,27100,-18,13.89,70
"stock trading",33100,33100,27100,27100,27100,27100,27100,27100,33100,40500,40500,40500,40500,22,12.87,55
"chewy coupon code",33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,40500,40500,49500,50,1.08,100
"sweater vest",33100,49500,33100,40500,33100,22200,18100,22200,22200,27100,49500,60500,49500,0,1.37,100
"two piece prom dresses",33100,74000,74000,74000,60500,40500,18100,12100,14800,27100,18100,12100,12100,-84,0.48,100
"dress shops near me",33100,33100,33100,49500,49500,33100,22200,18100,27100,49500,33100,22200,18100,-45,1.01,100
"low stock",33100,27100,33100,27100,40500,49500,33100,33100,49500,27100,27100,40500,33100,22,3.58,0
"ford bronco for sale",33100,40500,33100,33100,27100,27100,27100,33100,33100,33100,27100,33100,27100,-33,0.96,97
"carbs in eggs",33100,49500,40500,40500,33100,33100,33100,33100,33100,27100,27100,22200,18100,-63,1.43,1
"adidas pants women",33100,49500,33100,40500,27100,22200,18100,22200,27100,18100,33100,60500,49500,0,1.50,100
"khaki shorts",33100,14800,18100,27100,40500,49500,49500,60500,60500,40500,27100,14800,12100,-18,2.04,100
"white leggings",33100,27100,22200,27100,33100,27100,27100,27100,22200,27100,74000,33100,33100,22,1.62,100
"plain green loans",33100,33100,27100,27100,33100,33100,33100,40500,33100,27100,33100,33100,27100,-18,5.49,41
"stage coupons",33100,33100,40500,40500,40500,40500,33100,27100,33100,18100,22200,22200,27100,-18,0.10,73
"pink dresses for women",33100,27100,27100,40500,49500,40500,40500,33100,22200,27100,49500,18100,14800,-45,0.97,100
"used trucks for sale near me",33100,49500,33100,49500,33100,27100,22200,27100,40500,40500,40500,27100,27100,-45,3.00,87
"zara clothing",33100,33100,27100,33100,33100,33100,33100,33100,33100,40500,40500,40500,40500,22,1.12,100
"wells fargo student loans",33100,40500,22200,22200,27100,27100,33100,49500,49500,27100,22200,22200,27100,-33,4.42,32
"wool coat",33100,60500,33100,22200,9900,8100,6600,9900,14800,27100,60500,90500,74000,22,1.88,100
"investing for beginners",33100,18100,22200,18100,22200,22200,27100,33100,40500,40500,40500,40500,49500,173,7.21,93
"low calorie meals",33100,49500,40500,40500,40500,40500,40500,40500,33100,33100,33100,27100,27100,-45,1.42,20
"carrots nutrition",33100,49500,40500,49500,40500,33100,33100,27100,27100,27100,27100,22200,22200,-55,0.15,0
"honda crv used",33100,27100,33100,33100,33100,33100,33100,40500,40500,33100,33100,33100,27100,0,5.85,76
"golf shirts",33100,22200,22200,33100,40500,40500,49500,40500,40500,27100,18100,27100,33100,49,2.51,100
"cash loans",33100,33100,27100,27100,33100,40500,40500,40500,40500,33100,33100,33100,40500,22,6.27,26
"oled stock",33100,27100,40500,33100,27100,40500,27100,33100,33100,33100,27100,22200,22200,-18,2.33,1
"carbs in sweet potato",33100,49500,40500,40500,33100,27100,27100,27100,27100,27100,27100,27100,22200,-55,0.36,0
